stock,sharpe
mn,0.5332979926983971
cgau,0.5331454405446978
dkl,0.5320588518189284
mua,0.5297876568523727
doug,0.5295325210045492
mx,0.5287943468238839
dks,0.5277623075215979
dy,0.527593389364283
POND,0.5269283193440165
gdv,0.5263739759835256
muj,0.5262175741340368
aval,0.5249735020757761
ghm,0.5231748052464892
owl,0.5207191254987908
hal,0.5206329401156259
gmta,0.5203931251663867
cns,0.5196391695087957
d,0.5196385727990182
AON,0.5180323673017225
cien,0.5176770299761912
ee,0.5165362075135201
APCA,0.5163802592804093
gdv,0.5155008436189883
cxh,0.5153703327070097
hmy,0.5150413215204958
mms,0.5144560920681734
hhc,0.5141046714999655
brmk,0.5140262629245382
ess,0.5137016465206292
jib,0.5133924006006875
gb,0.5130755655953365
hbb,0.5129295817887264
dnmr,0.5122396977981086
mfl,0.5121087088303505
lvs,0.5120591767370165
AMPS,0.5117865232426874
bbuc,0.5111423108685342
whd,0.5110579283793245
fam,0.5107978040986098
ivh,0.5103624769852446
fss,0.5102709045282481
cpg,0.5096807322798611
licy,0.5095180796638278
hhc,0.5092781759695195
neti,0.5072255035140345
cnd,0.5069924866242747
cabo,0.5059849274973258
hglb,0.5057117916589667
hes,0.5051147567799557
hes,0.5051146326538557
APTV,0.504565801130418
htz,0.5025764879328632
htz,0.5025110530395736
ARC,0.5021277061758145
gprk,0.5018920258478861
hglb,0.5017692455429598
lnc,0.5011987923340337
man,0.5008140516459779
mgm,0.5003482373029433
irrx,0.5000753136844917
joby,0.4990688193429046
ed,0.4984429095045559
ANF,0.4982559678183669
cfi,0.4977582533564604
nvta,0.4977455766208957
mga,0.49766736880820966
hum,0.4970916521699556
hum,0.4970915259475468
dtf,0.4968559363648744
hpx,0.4957749067043427
cday,0.4945391860624322
hl,0.4939945724552139
cvii,0.4936253604185006
ABB,0.4932199437860696
hlio,0.4928366354789607
evhc,0.4923693823353384
mic,0.4922879555901427
crgy,0.4918620712720022
hty,0.4879733384604799
APG,0.4870157097825276
AAIN,0.4868954675735862
myj,0.4867933289708346
civi,0.4867654795594962
caap,0.4867408427691014
JEQ,0.48564296595441
AMK,0.4855990957071824
ghl,0.4855239846104084
io,0.4854470444800816
lhc,0.4853452174822907
cors,0.484624293107241
curo,0.4836328084676781
cls,0.4833460814128725
crs,0.4822754652843817
flo,0.4809253981401808
ese,0.4808791222494087
jhi,0.4802411989571657
io,0.4797044783752977
fdp,0.479177136171565
lxfr,0.4788613397369264
fdp,0.4770799444628435
gef,0.4770610988636238
fcrx,0.476621140465552
ACR,0.4751380146148449
insp,0.4750766726772188
cen,0.4744139581031146
bmac,0.4728271169113622
mmd,0.4723392366490162
earn,0.4708106742615721
mvcd,0.47080359330220195
bigz,0.4704297265554289
frc,0.4690044002229208
cuk,0.4677854315246805
race,0.4675298491799209
kkr,0.4669763976477386
lin,0.4667153592356218
cma,0.4665819721177643
hxl,0.4651208564635297
cdre,0.4649083309401999
evri,0.4645307845987692
dsu,0.4644114970830325
gbl,0.463564609525139
zgn,0.4623990650513848
hd,0.4619716424032566
hd,0.4619715798395502
gbl,0.4618749961842302
ABG,0.4605767312143468
ing,0.4603891174727608
mkl,0.4584753729012225
cnne,0.4580291898640064
ezt,0.457965421153404
mtw,0.457572677758787
docs,0.457320717677385
htaq,0.4572580449873627
esm,0.4568478510793725
schw,0.455425719275594
ccl,0.4547571282322671
clh,0.4537522120595048
csan,0.4530108023686986
htaq,0.4528110315815835
hcxz,0.452330303223199
cii,0.4519254948483371
hcxz,0.4518908288884701
cwt,0.4518638830654359
bgb,0.451216700383755
fcx,0.4503686338576464
dtb,0.4502151976547628
comp,0.4499807413956751
cmg,0.4489000626413084
ing,0.4478939420568359
elvt,0.4469774281478461
ftch,0.4468158803426413
AAQC,0.4452495602192934
raas,0.4451719409614432
dds,0.4443404259766823
enz,0.44411376414332
bro,0.443716518702807
AAC,0.4436227385681408
ivr,0.4432238322517821
cpro,0.4419351950750169
AP,0.4416373330236799
ks,0.4406215785779724
kd,0.4405101524796199
gatx,0.440487592694937
caa,0.4402091308448183
ctr,0.4398186786486693
gatx,0.4396731463041238
ego,0.4395165474758012
fcx,0.4392079991763648
ceix,0.4391572679843842
hnra,0.4372923582403624
els,0.4372619607693709
chgg,0.4346600231539127
boe,0.4346293410152528
cade,0.4341553180429514
enr,0.4333790636062089
cars,0.4333062713799863
chh,0.4322986211489809
ASA,0.4322807649202555
grbk,0.4313567874315616
etv,0.4305221547664876
cmre,0.4296114415534908
mfd,0.42894780930935394
ACC,0.4273100984285715
maxr,0.42638082503681823
corr,0.4261041608766988
cw,0.4245539957432205
AXR,0.4245416145661486
hzo,0.4243918302121685
kfy,0.4228635357875699
cri,0.4226904054635183
kfs,0.4226578640534329
ero,0.4225029588476829
ew,0.421015856540518
jp,0.4209457374660821
bgt,0.419588855283011
igr,0.4195647151703755
AMCR,0.4182080149110778
lyb,0.4181327322269442
hvt,0.4169208608611862
dfp,0.4167231131147884
drh,0.4146889699532951
evr,0.4144821911497356
ATAQ,0.4138275683424724
heq,0.4137550911083404
chkr,0.4137140530681933
dsaq,0.4134879368636265
cpf,0.4130135513843841
peak,0.4128372159933757
cato,0.4127005785933592
fro,0.4124747663375599
ctos,0.4122600682819937
ir,0.4116845581089794
dvn,0.4114604343023679
gtn,0.4113492490897777
scrd,0.4112801288230992
hexo,0.4108529007371351
wtru,0.4106612940733999
napa,0.410157619063347
glt,0.4096839432111536
mfc,0.4085509006440108
lw,0.4079489137339104
key,0.4065896950913899
AES,0.405547358965958
phg,0.4051837853544632
mvt,0.4048911324031221
etb,0.4035640996412463
es,0.403158961570582
scd,0.4023096222983625
bpk,0.4000581062378203
myte,0.3993761713266683
iqi,0.3990171068158889
fro,0.3984977913663606
dx,0.3984395878245794
kep,0.3972285884206473
laz,0.3968136448671905
db,0.3955664196482318
lpx,0.393967258249117
ctva,0.3939647084741982
hi,0.3934535917756909
ARMK,0.3933686411397321
cmu,0.39308667358178984
hi,0.3927510980763495
cpk,0.3909930977015113
ecl,0.3909029380165692
bui,0.3908617906346547
drua,0.3891589514052325
ifed,0.3888211503124422
kahc,0.387945607965742
esrt,0.3866826179285614
homb,0.3864079978722126
yq,0.3861189794273768
AIF,0.384510456695883
cde,0.3844954799581238
RCUS,0.3841520813192758
eccy,0.384122034080762
dsg,0.3836673988609874
krp,0.3830665741260021
btz,0.3830508744770046
lgi,0.3827546288866851
ger,0.3815325614802782
AAIC,0.381043141428789
bxmt,0.3806041524219313
fmn,0.3803222488340706
ALTG,0.3801441717355088
AJG,0.3794498544896392
eog,0.3782731785546949
AHT,0.3779875735539985
muc,0.37744964287951
mit,0.3773373088573858
gff,0.3771989142844074
etj,0.3768187919166068
lc,0.376737535922492
homb,0.3764694148309878
MTCN,0.3760165441422837
lzb,0.3758626560461864
hzn,0.3756842058853174
kodk,0.3756521691362143
AKR,0.3746056986604184
kss,0.3744162225115101
fr,0.3740427939223832
cnp,0.3732268935902251
hzn,0.3730228788973903
ATR,0.3716521975557401
dtp,0.3715266311435397
bsm,0.371378295620872
bldr,0.370176714588015
dbi,0.3699951407602654
ARGD,0.3699907893289814
bepi,0.3691676715639558
cru,0.3691477626121945
ctv,0.3691364008234468
hst,0.3674412585874914
hst,0.3674411539028924
lea,0.3668760830862791
AHH,0.3665816544044952
jill,0.3665144053724362
bcx,0.3664813577629881
ehc,0.366453258989576
mbi,0.3651374563037767
fnd,0.3644287438360589
hayw,0.3642577964191331
estc,0.3635088108831051
fvt,0.3625237564145385
bfh,0.3624133865722362
dva,0.3621616844026263
bfam,0.3613354652565095
myi,0.3611944127667399
ggb,0.3609970857470517
ctt,0.3607440042813512
emn,0.3606870814377885
hrb,0.3599541083751389
iim,0.3595926283501878
AEE,0.3592115917263754
cae,0.3590138707410573
eai,0.3586414611210682
fn,0.3575967397613785
miy,0.35691887480058
fl,0.3569070890064401
ret,0.3561708483098781
gab,0.3544266442907411
gab,0.3544264654861729
hyt,0.3538674282959003
ht,0.3534837049843513
ht,0.3534834862555538
fvt,0.3528869381228507
oia,0.3521364633704979
kn,0.3517142253870856
ldos,0.3509227618409613
eocw,0.3503173938656579
ibr,0.3500610237198896
ebs,0.3498579526144651
myn,0.3490651047826505
litb,0.3487624044523681
knsw,0.3487246861115899
ACDI,0.3481702562448964
bsig,0.3473703036527241
enba,0.3466693745790264
co,0.3463697593027117
je,0.3461897002022551
eurn,0.3460188154385001
eos,0.3459877256593396
ANET,0.3454695609877392
bros,0.3453184798987894
mlp,0.3451123651433738
AMN,0.3446395245039951
ASGI,0.3440216585172568
vac,0.3439623433076959
sq,0.3437765648365689
jmi,0.3435508098709572
box,0.3427065156752487
fl,0.3421948441662517
ddf,0.3420180465822517
bsd,0.3418425200802026
bvh,0.3411901952057871
dm,0.34054103233085
cir,0.3401315424838038
fsr,0.3378340004039385
gpk,0.3374425575310182
gddy,0.3367164027369448
mqy,0.336207295910323
cyh,0.3361887700270459
mmp,0.33603128417318023
btt,0.3359021879611807
hca,0.3353343525449031
ecc,0.3352098742215559
MT,0.3349738945761867
ftv,0.3349441614829688
ghc,0.3347540203751916
dal,0.3332380336557944
flme,0.3325078793473737
mhd,0.3319772054741119
hon,0.3314811147575705
doy,0.3308313168276227
lumn,0.3308105245918278
hon,0.3307364351541323
ifs,0.3306169333892694
kdp,0.3295964899102031
thg,0.3275438663487992
ftv,0.3270939621891158
mro,0.32655342698728235
hp,0.3260672549398217
mtb,0.3259203366563915
gpi,0.3251904317712155
brsp,0.3246065215333149
clvt,0.3244275246423818
bfz,0.3235489370805192
jxn,0.3227773557366674
epwr,0.322596244196759
bbn,0.3225276755828311
ramp,0.3220043946692068
de,0.3217900592584508
etx,0.3193404551380018
jof,0.3186467891554662
ccv,0.3170893167847146
dex,0.3169191344675179
cbt,0.3163464231575404
gfx,0.3152187412067584
eqc,0.314656216148304
AFG,0.3142190986432412
AWI,0.3134960272711366
fxlv,0.3127005523410739
etn,0.3116776872685674
hpe,0.3116306352355223
hpe,0.3116305442560297
mtrn,0.3098237556195408
msa,0.3087199405739995
bym,0.3086662452562415
epam,0.3076780165089601
ASC,0.307039449512915
jef,0.3064693769638565
bta,0.3062889355321687
bamr,0.3054923606467686
ngvt,0.3052335904384748
mui,0.3033947319515032
fbc,0.3017804586875663
IMPX,0.3014281341126948
grc,0.2999375861429641
kuke,0.2999314047475682
ben,0.2992055233165682
mhn,0.2991158728377629
dnz,0.2986209446094932
cgc,0.2982097391327882
exd,0.2974792439975588
cion,0.2967100367657884
crk,0.2964818108533973
ble,0.2956746232069979
cfr,0.2955256042029399
bc,0.295402146407911
byd,0.2952315548466314
hgh,0.2943826432652957
kamn,0.2942009881970259
kop,0.2940111518286153
evn,0.2934108573390468
gxo,0.2933160411752565
cpb,0.2929886866855652
ben,0.292614387218275
gcp,0.2922870437310623
cang,0.2914184688130546
gcp,0.2901131096087945
cubi,0.2897218345377197
eccv,0.2881861941382738
evex,0.2880698307928925
bnk,0.2879658840330478
ccvi,0.2877601680123875
cem,0.2872771209409592
gnk,0.2869280775332511
klr,0.2868941464662957
blnd,0.2867773436810002
ms,0.2867245165762404
pcf,0.2866940271234276
el,0.286350619212644
jll,0.2860605916871367
goos,0.285710070817209
vmo,0.285540048441525
fviv,0.2836938564646568
gme,0.2830369344505323
dbl,0.2827886033275151
ggg,0.2823886446280614
jbi,0.282298853680889
doma,0.2820784365931384
pcf,0.2809664870499463
gxo,0.2803723770178894
mntn,0.2787241209714249
ceqp,0.2784725920700751
cmsc,0.2783155453394532
fviv,0.2770803487069925
bnl,0.2765630113252686
ebf,0.2761419695653542
mac,0.27542198217019576
irnt,0.2746099487513256
icl,0.274475841577607
cof,0.2743272036137734
foe,0.2737700609326565
htgc,0.2726107698795335
mas,0.27116564260172804
NLY,0.27073261323366
htgc,0.2705574259636165
hy,0.2698789676994518
icl,0.2698625940317154
vkq,0.2698080040024727
clim,0.2692239416521587
cvna,0.2687813100867375
fbrt,0.2680053304653942
chct,0.2672813935098905
leg,0.2661785795220516
bhv,0.2647200191222544
dly,0.2641877912475951
gns,0.2635944407276248
T,0.2629387775769234
blua,0.2624112007076206
vcv,0.2617344057552404
szc,0.2613841829754749
mp,0.26133385861955516
gnrc,0.2612133328139731
gm,0.2608000894698111
dbd,0.2607460577935777
eat,0.2603468783843716
kw,0.259494626799429
emg,0.2587746277535713
AAN,0.2585318625780027
rlty,0.2579602988124632
duk,0.2569203270120504
fbrt,0.2562494236385843
mpa,0.2559674368693665
hlf,0.2555961164598158
bstz,0.2555563755916581
vpv,0.2545518618915783
bif,0.2534521333157647
bny,0.2529180620543418
ice,0.2526980644752684
hims,0.2525015425252933
hims,0.2525014990135315
fcf,0.2523133121883111
ko,0.2521753945150385
ingr,0.2513995964833216
mdc,0.2512484064392797
hgv,0.2508986217805172
vvr,0.2502333733099417
borr,0.2501577563877741
chrb,0.2500622109844515
cuz,0.2498237892492117
ipva,0.2491424499448943
ACH,0.2488821091773871
eto,0.2486896647930718
cmtg,0.2478738888947295
ACRO,0.2465757688347062
vgm,0.2461729875750631
cif,0.24581754233237021
min,0.2455863935668118
mqt,0.2448420404662665
bgy,0.2444993123081122
cint,0.2444628682021296
gnt,0.2443892097854544
cnr,0.2440658271897452
fzt,0.2431231739298262
bfk,0.2409801022307711
gnt,0.2405374883817465
fet,0.2399282205238691
fet,0.2393334565317074
hii,0.2391700386885814
hii,0.2391700334085774
gme,0.239154712602948
emo,0.2385559896586604
gpn,0.2381745146558404
esgc,0.237342266782477
ladr,0.2354364837440546
mfm,0.23513606765171674
bst,0.2345994858659069
AGCB,0.2342564679964442
l,0.2336293742947582
AWP,0.2329859626789983
ARR,0.2323885134620268
hog,0.2310763159621334
cnhi,0.2303633587390972
bami,0.2302828255589477
AME,0.2301414058978439
fedl,0.2293876054738493
hci,0.2292861992259343
dyn,0.2291941984323156
fcax,0.228474791378081
fsd,0.228392188246915
cps,0.228167562874529
eot,0.228081883383042
hrt,0.2280107548332125
evgn,0.2278701484922495
lci,0.2272823851096039
bcat,0.2262219668210807
ccs,0.2247207366633292
fcax,0.2243195151971313
net,0.2241329266792229
dash,0.2238644128232873
cdr,0.2227149062762571
cnk,0.2224266538031754
hrt,0.2223066513700865
kmg,0.2215584356264208
igt,0.2197706181441181
vtn,0.2189190382517606
ARDC,0.2189043204965391
dfin,0.2184159038007869
gotu,0.2176316657166374
htfb,0.2170783143538511
ACEL,0.2168835866984021
exk,0.2152266473142607
sfun,0.2143486375988142
etg,0.2141847033155182
exp,0.2136868178589536
deck,0.2132468866762633
htfb,0.2123509762540932
AR,0.2121969440101367
fbk,0.2118898180617328
iber,0.2118038188667352
ftev,0.2108593501984821
cwk,0.2104150565535456
chmi,0.2103531225639364
nfys,0.2091486585937933
cmp,0.2079565753584547
e,0.2074755516441808
csl,0.2066315924874483
cim,0.2049726047574009
bhk,0.2040523931310693
DYFN,0.203686625310877
cnmd,0.2036654989834923
mgy,0.2021822841660702
kwac,0.2019118159573491
emr,0.2018244187004849
eqr,0.2006958906339977
lee,0.200200759059709
egf,0.1999912548552292
hesm,0.1988642047428832
hesm,0.198864104679245
msgs,0.19607894278260693
eme,0.196070281106
chaa,0.1960344811297242
cea,0.195202663663287
cb,0.1913722198384829
cck,0.1900339335528833
hwkz,0.1882066144294372
PLAN,0.1879920057026638
crl,0.1876362620070702
imax,0.1869229948469134
kro,0.1851766797006359
kmb,0.1821178386778231
vtol,0.1811376536208179
gbli,0.1801005408482067
AMP,0.178322208167558
flr,0.1771079946377822
lxp,0.1766660287058265
fsm,0.1766392671767104
imax,0.1764206100787618
bkt,0.1763894471025406
bki,0.1744917507272091
chs,0.1735925031621538
flr,0.1732310137384397
fdeu,0.1731679887254745
hig,0.173115604504936
flc,0.1715942834363021
gtes,0.171165288726202
mbsc,0.1695993297549931
htpa,0.1682421184604014
fmo,0.1667993890102404
fsm,0.1664951642243009
ibn,0.1658449028936651
fcn,0.1657775208846993
mkfg,0.16481406855126715
htpa,0.1637763786076062
ccj,0.162514137659714
ihit,0.1618841947760874
usa,0.1617805112069593
ksm,0.1613288680523056
elp,0.1605922905627534
clas,0.1599982058033961
mkc,0.15967283967450668
hsc,0.1580041206310169
cmc,0.1573694742536
ABT,0.1570895170779578
sspx,0.1569086406853694
cixx,0.1561990573972314
ASPN,0.1556423817152282
