stock,direction,RSI,RSIRev,fair_value_mult,dev_quantile,drop,climb,geomean,score,sharpe
TDOC,0,200.96463022508038,9799.03536977492,0.022257551669316374,0.022257551669316374,0.18959435626102292,0.021164021164021163,0.06334492062105104,0.03754867299535082,0.973762383048507
TEAM,0,5610.932475884244,4389.067524115756,0.49523052464228934,0.49523052464228934,0.63668430335097,0.9885361552028219,0.793338170840503,0.6268056146558488,1.547317029034696
TREX,1,9790.996784565918,209.00321543408245,0.9721780604133545,0.9721780604133545,0.8492063492063492,0.689594356261023,0.7652502242493796,0.8625308566895717,1.1251453772547604
TRUP,1,8344.051446945337,1655.9485530546626,0.9411764705882353,0.9411764705882353,0.8236331569664903,0.8139329805996472,0.8187687038293736,0.8778415796134483,1.0393199502923143
TSLA,0,5876.20578778135,4123.79421221865,0.5278219395866455,0.5278219395866455,0.5987654320987654,0.7151675485008818,0.6543833786100816,0.5877056271053013,1.4219595153887512
TTD,1,7982.315112540192,2017.6848874598081,0.9538950715421304,0.9538950715421304,0.6790123456790124,0.6208112874779541,0.6492599853174484,0.7869726171499425,1.3762050809604143
TTWO,0,1623.7942122186491,8376.205787781351,0.07154213036565978,0.07154213036565978,0.36860670194003525,0.390652557319224,0.37946956499550755,0.1647666868293127,0.9063223795059234
TWLO,0,1254.0192926045015,8745.980707395498,0.20429252782193957,0.20429252782193957,0.09523809523809523,0.04938271604938271,0.06857926664981862,0.11836482475831359,0.9943684823394077
TWTR,0,233.11897106109325,9766.881028938908,0.04133545310015898,0.04133545310015898,0.1164021164021164,0.00837742504409171,0.03122739190410189,0.035927682829432345,0.6438627077618891
UPST,0,90.9090909090909,9909.09090909091,0.038461538461538464,0.038461538461538464,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.018698939800169144,2.0083042801745297
VEEV,0,1993.5691318327977,8006.430868167203,0.24006359300476948,0.24006359300476948,0.4074074074074074,0.2980599647266314,0.3484707125157295,0.28923196798324025,1.246167599861841
WK,0,1036.977491961415,8963.022508038584,0.03656597774244833,0.03656597774244833,0.24338624338624337,0.564373897707231,0.3706222373633495,0.11641376414447151,1.2704489936636503
ZEN,0,482.3151125401929,9517.684887459807,0.0794912559618442,0.0794912559618442,0.005291005291005291,0.013668430335097001,0.008504101200170153,0.026000032408213497,0.9094021799821923
ZG,0,184.88745980707395,9815.112540192926,0.007154213036565978,0.007154213036565978,0.019400352733686066,0.024691358024691357,0.021886549640195513,0.012513234544326865,0.4583680633099016
ZNGA,0,401.92926045016077,9598.07073954984,0.007154213036565978,0.007154213036565978,0.0008818342151675485,0.010582010582010581,0.0030547633290456387,0.004674871937527486,0.6691002459972745
^GSPC,1,8633.440514469454,1366.5594855305462,0.6955484896661367,0.6955484896661367,0.9096119929453262,0.48412698412698413,0.6636020726838912,0.6793875325575223,0.8938401861259005
^IXIC,1,7853.697749196141,2146.3022508038594,0.6979332273449921,0.6979332273449921,0.91005291005291,0.5705467372134039,0.7205745752677173,0.7091635487384732,1.1235322249637634
^NYA,1,3810.289389067524,6189.710610932476,0.2821939586645469,0.2821939586645469,0.5837742504409171,0.32275132275132273,0.4340667132111929,0.3499871485148777,0.5903142678094898
