,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,sim1,sim2,sim3,dm,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sim1_status,sim1_status_scaled,sim2_status,sim2_status_scaled,sim3_status,sim3_status_scaled,dm_status,dm_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,sim1_sharpe_adj_status,sim1_w_sharpe_adj_status,sim1_mean_sharpe_adj_status,sim2_sharpe_adj_status,sim2_w_sharpe_adj_status,sim2_mean_sharpe_adj_status,sim3_sharpe_adj_status,sim3_w_sharpe_adj_status,sim3_mean_sharpe_adj_status,dm_sharpe_adj_status,dm_w_sharpe_adj_status,dm_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,sim1_norm,sim2_norm,sim3_norm,dm_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares,sim1_target,sim1_diff,sim1_bid_ask,sim1_nshares,sim2_target,sim2_diff,sim2_bid_ask,sim2_nshares,sim3_target,sim3_diff,sim3_bid_ask,sim3_nshares,dm_target,dm_diff,dm_bid_ask,dm_nshares
LSPD,13.399999618530272,1.0,0.4576837416481069,0.5423162583518931,0.4791666666666667,0.2931472081218274,0.0313167899871972,0.5094945960975952,27,94,13,174,0,67,94,54,0,187,308,1.0,1.0,1.0,1.0,0.3923246983562962,0.20085059575339903,0.39281167672845374,0.1998762845971345,0.3863288288966968,0.21292657284715358,0.4266817726345611,0.13414310276768632,0.4304895829719181,0.12696447004339026,0.40541572158344913,0.17497312925661537,0.4304895829719181,0.12696447004339026,0.0313167899871972,1.1786671836080427,0.5094945960975952,2.202152705026224,1.033567782646985,1.1718205525004048,1.102694167573695,1.033402258185611,1.1709195865766813,1.1021609223811462,1.035621556862526,1.1830451747249713,1.1093333657937485,1.0222959399998235,1.1117077114643779,1.0670018257321008,1.0210902866070415,1.1054254076622063,1.063257847134624,1.029180479366084,1.148124773287761,1.0886526263269225,1.0210902866070415,1.1054254076622063,1.063257847134624,0.0027860768379678884,0.0018275391669574442,0.001182952208913279,0.0005887115695623625,0.00036264721233827973,0.00031063571108691317,0.00036264721233827973,480.5332634564538,453.5332634564538,12.539962471281306,36,1,12.209958173806578,404.94044971922307,217.94044971922307,12.312471042918826,18,17.81771572013402,-76.18228427986598,14.370592147663597,-5,58.0001769689678,-8.9998230310322,14.636663057185318,-1,71.07564796200464,-22.924352037995362,14.636663057185318,-2,61.08500103187132,7.085001031871322,13.615007972979498,1,7.1912857347233174,7.1912857347233174,12.209958173806578,1
SMCI,857.4400024414062,0.0,0.3562300319488818,0.6437699680511182,0.4301032565528197,0.9573934837092732,0.9242104060270236,1.7773611936395253,0,0,0,0,0,4287,0,4287,0,0,0,0.0,0.0,1.0,1.0,0.4800680337420578,0.035920361149361237,0.4836794917053439,0.029400411877940055,0.49354012875840964,0.011629224131668045,0.42177115735592136,0.1434553722735882,0.4277237267505009,0.13217520767250923,0.4346282954281653,0.11920120573820156,0.4277237267505009,0.13217520767250923,0.9242104060270236,2.071560799647869,1.7773611936395253,3.470019302568154,1.026506082377209,1.0457043548600322,1.0361052186186206,1.0216432787687926,1.0372560584046988,1.0294496685867456,1.0085055595226826,1.014573794404308,1.0115396769634954,1.1101319501380684,1.1954007184728863,1.1527663343054773,1.1010491655099857,1.1787412444149916,1.1398952049624886,1.0906943548141217,1.1598670550134544,1.125280704913788,1.1010491655099857,1.1787412444149916,1.1398952049624886,0.0,0.0,0.006959440561634096,0.002727314414184644,0.0021671639801245446,0.0012905278677184861,0.0021671639801245446,0.0,0.0,843.823764512048,0,1,0.0,0.0,0.0,837.2116559063394,0,104.82362056898326,104.82362056898326,773.1435022131546,0,268.69646674400803,-4018.303533255992,945.5469559214021,-4,424.744983241692,424.744983241692,855.135036021949,0,253.77602547823597,-4033.223974521764,945.5469559214021,-4,42.97481101423258,42.97481101423258,774.6926970215569,0
WIT,5.460000038146973,0.0,0.319888178913738,0.680111821086262,0.528594122319301,0.5831244778613199,0.132966452271178,0.7974028514094056,0,5,0,0,0,0,0,229,0,0,5,0.0,1.0,1.0,1.0,0.4400026567292648,0.10917677696894344,0.4478484888951215,0.09464623397946084,0.44899602575317815,0.09253041061744212,0.4010318392921435,0.1835686552988597,0.4198777161649812,0.14706333510760244,0.3872179022825264,0.21112639759058846,0.4198777161649812,0.14706333510760244,0.132966452271178,1.2803168458920235,0.7974028514094056,2.490060960338034,1.0273456216114094,1.1047319859007922,1.0660388037561008,1.023663441448785,1.0901839461926444,1.0569236938207147,1.0231283732410563,1.088081614673715,1.0556049939573855,1.0464057604820727,1.182311007987953,1.1143583842350129,1.0370088519334817,1.1435837116696792,1.0902962818015804,1.0535558154726363,1.212412445097924,1.1329841302852801,1.0370088519334817,1.1435837116696792,1.0902962818015804,0.0,0.002959406840451767,0.001862914863221084,0.000891802312350273,0.00047846528191070997,0.00047079581200713035,0.00047846528191070997,0.0,0.0,5.403211770309892,0,1,10.50983192323606,655.7361716464865,655.7361716464865,5.248554454255508,125,28.059364692491112,23.059364692491112,5.248554454255508,4,87.86083816239884,87.86083816239884,5.565961487299911,16,93.77496581279317,93.77496581279317,5.469521042563128,17,92.57970553878096,-136.42029446121904,5.669292973531949,-24,9.487955344201781,9.487955344201781,5.25491596161803,2
STZ,260.0400085449219,0.0,0.2751597444089457,0.7248402555910542,0.6902303415409055,0.4527986633249791,0.6333053319950015,1.56906197320145,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.4049663720728354,0.17585108956700546,0.4168677879566942,0.15281959035269588,0.4126521795010377,0.1609264841679279,0.37288404985893514,0.24058586275776586,0.40418281149198954,0.17738370992635083,0.341039924763357,0.3099911502266444,0.40418281149198954,0.17738370992635083,0.6333053319950015,1.7806557256158468,1.56906197320145,3.2617200821300782,1.1067888085894058,1.2310910086903717,1.1689399086398886,1.0921782583305168,1.1980217768901027,1.1451000176103099,1.0972989207420034,1.2095593145956394,1.1534291176688214,1.14890996421926,1.329009282525393,1.2389596233723266,1.1077679680192598,1.2333237032482136,1.1705458356337366,1.1958523744221763,1.4426597966483174,1.3192560855352469,1.1077679680192598,1.2333237032482136,1.1705458356337366,0.0,0.0,0.006156770792237644,0.0023167263502067324,0.0014034162814531071,0.0012519541033505232,0.0014034162814531071,0.0,0.0,259.8466671270896,0,1,0.0,0.0,0.0,259.18509222865754,0,92.73374774023236,92.73374774023236,252.19460757193528,0,228.24511228911297,228.24511228911297,261.12792033956003,1,275.05718552624745,275.05718552624745,259.6459525188724,1,246.19068241521347,246.19068241521347,261.12792033956003,1,27.829712021274126,27.829712021274126,252.38011692376998,0
DIS,112.7300033569336,0.0,0.2827476038338658,0.7172523961661341,0.5162827640984908,0.8909774436090225,0.3025637155791968,0.7466834020489844,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.4460636121027639,0.09794177113342113,0.4565738328255434,0.07861235403952829,0.46211785893229373,0.0684829387760396,0.3808786618080918,0.22403782691657037,0.4023136261192794,0.1810484268395522,0.37172838053667984,0.2430038984524598,0.4023136261192794,0.1810484268395522,0.3025637155791968,1.4499141092000423,0.7466834020489844,2.439341510977613,1.0370558561931433,1.0912648457743852,1.0641603509837643,1.0296354721876675,1.0726163464649403,1.051125909326304,1.0257681100192475,1.0629713669867422,1.0443697385029949,1.0867928509368345,1.2211350957282883,1.1539639733325613,1.0695738227480698,1.1752089659732228,1.1223913943606463,1.0944774097362056,1.2419632727640215,1.1682203412501135,1.0695738227480698,1.1752089659732228,1.1223913943606463,0.0,0.0027414572877437764,0.0016939579344913591,0.0008673658998774099,0.0007195368448915245,0.0004558188872261552,0.0007195368448915245,0.0,0.0,111.93112978836152,0,1,0.0,607.44358701389,607.44358701389,108.27330560348072,6,25.51452264192449,25.51452264192449,108.27330560348072,0,85.45334980784457,85.45334980784457,113.85823951425749,1,141.0228611808447,141.0228611808447,112.50056366251388,1,89.63456615831818,89.63456615831818,113.85823951425749,1,14.268398797036758,14.268398797036758,108.67995381798306,0
TSLA,168.2899932861328,1.0,0.5247603833865815,0.4752396166134185,0.6735504368546466,0.1399331662489557,0.736373380321562,0.8754912754981207,673,337,0,4544,0,1515,2861,2356,0,4544,5554,0.0,1.0,1.0,1.0,0.2889868071298378,0.44026831665181293,0.2901253377598057,0.43712338920213895,0.27552623974083784,0.4787028218528481,0.38710799511149574,0.21134875151105273,0.4008927902953991,0.18384240643033414,0.3216449943127995,0.35564469233152335,0.4008927902953991,0.18384240643033414,0.736373380321562,1.8837237739424073,0.8754912754981207,2.568149384426749,1.3215432110994536,1.5147565256019744,1.418149868350714,1.3189139410696955,1.5102700361542405,1.414591988611968,1.3541024340629544,1.5706751943657726,1.4623888142143635,1.1432061335212016,1.2205982283001968,1.1819021809106993,1.1234657248803082,1.1893387759846699,1.156402250432489,1.2525884829182412,1.3985541273157325,1.3255713051169868,1.1234657248803082,1.1893387759846699,1.156402250432489,0.0,0.004314248433324834,0.002929116664777541,0.001075166953342654,0.00164574465577363,0.0006053919710192528,0.00164574465577363,0.0,-673.0,181.1598608244158,-4,1,0.0,955.937761760535,-3588.062238239465,179.48293557736068,-20,44.11857693901084,-292.88142306098916,179.09244548247224,-2,105.92602012462075,-1409.0739798753793,181.1598608244158,-8,322.5514048071723,-2538.4485951928277,181.1598608244158,-14,119.04738526360508,-2236.952614736395,181.1598608244158,-12,32.63507801356614,32.63507801356614,156.94354471266703,0
CRWD,304.07000732421875,0.0,0.343492586490939,0.6565074135090609,0.3892508143322475,0.7155797101449275,0.8712015209269252,2.3054867364352067,0,0,0,608,0,0,0,0,0,608,608,0.0,1.0,1.0,1.0,0.4324231374616442,0.1233326448946375,0.43449736633999164,0.11944619903702386,0.4417512608580834,0.10592814763303522,0.39052851744602857,0.204452551862693,0.39377260358330585,0.1979565068835711,0.40191185856595124,0.1818377426442419,0.39377260358330585,0.1979565068835711,0.8712015209269252,2.0185519145477704,2.3054867364352067,3.9981448453638353,1.0904892295893724,1.186393622841108,1.1384414262152402,1.0875165113445064,1.180020936998632,1.1337687241715693,1.0772396100928205,1.1581205250373032,1.117680067565062,1.154426242884785,1.3275519074055735,1.2409890751451793,1.1491709468382778,1.3156543651716517,1.2324126560049646,1.1362339748189545,1.286591255557871,1.2114126151884128,1.1491709468382778,1.3156543651716517,1.2324126560049646,0.0,0.0208966908028427,0.009963574266092307,0.0044567186082886045,0.0021651243824910393,0.0021429936441742666,0.0021651243824910393,0.0,0.0,301.40433536872064,0,1,0.0,4630.223813716885,4022.223813716885,281.0495761851499,14,150.07210983845428,150.07210983845428,280.27706188295474,1,439.07828781722105,439.07828781722105,311.0312908363751,1,424.3452401347522,424.3452401347522,303.8505245654288,1,421.40927231979697,421.40927231979697,311.0312908363751,1,42.934365840886755,42.934365840886755,283.0337139852941,0
RBLX,36.0099983215332,0.0,0.3406451612903226,0.6593548387096775,0.4461343472750317,0.3804511278195489,0.1207950918226876,0.5084744538062494,1116,0,0,108,0,0,0,0,0,108,1224,1.0,1.0,1.0,1.0,0.3827584629227649,0.22019048180830147,0.38606722929510096,0.21345690159399675,0.38421554869492003,0.21721924926423847,0.37652842812911763,0.23300420578175307,0.38631018197755856,0.21296436509639785,0.3639024221188116,0.2595617588317235,0.38631018197755856,0.21296436509639785,0.1207950918226876,1.268145485443533,0.5084744538062494,2.201132562734878,1.053699683071777,1.18972731193501,1.1217134975033936,1.0520155328319165,1.1834235185627944,1.1177195256973556,1.052956209597407,1.1869415965658072,1.1199489030816072,1.056912001712667,1.2018160659100614,1.1293640338113642,1.0518924491698225,1.1829637324601008,1.1174280908149616,1.0636010266177163,1.2272635901475166,1.1454323083826163,1.0518924491698225,1.1829637324601008,1.1174280908149616,0.0037628176565968692,0.0018570111399478055,0.001192005554662504,0.0006077469277469295,0.0004763061623526743,0.0003263742409871227,0.0004763061623526743,648.9982701392028,-467.00172986079724,39.440536492544624,-12,1,0.0,411.47075791321845,303.47075791321845,32.951349247876465,9,17.954077899147123,17.954077899147123,32.95766568677012,1,59.87555058221836,59.87555058221836,36.71868199178652,2,93.35179746517143,93.35179746517143,35.86270062830994,3,64.17990635306104,64.17990635306104,36.71868199178652,2,9.44514005388933,9.44514005388933,32.95052235016188,0
GTLS,150.0,0.0,0.384185303514377,0.615814696485623,0.3514694201747418,0.5401002506265664,0.4137753483106431,0.6355264142397525,0,150,0,0,0,0,0,0,0,0,150,0.0,0.0,0.64,1.0,0.4100579259962169,0.1659426338073103,0.4087479315833646,0.16848376514211405,0.41417453419675637,0.15799269438759558,0.38963427757594765,0.20625073166065833,0.3849731837487918,0.21567802970016856,0.40650337515302193,0.17285086892677007,0.3849731837487918,0.21567802970016856,0.4137753483106431,1.5611257419314886,0.6355264142397525,2.328184523168381,1.0767120962124774,1.1505455940646154,1.1136288451385465,1.077931449984761,1.1530190244339185,1.1154752372093397,1.0729062437158254,1.1428416711755995,1.1078739574457126,1.0962174355158685,1.1904128516347725,1.1433151435753204,1.1008301150578086,1.1999346356140277,1.1503823753359181,1.0800302174838619,1.1572822074264346,1.1186562124551482,1.1008301150578086,1.1999346356140277,1.1503823753359181,0.0,0.0,0.0009498878114656003,0.0007539318401333155,0.0009237189009713046,0.00037844211213054925,0.0009237189009713046,0.0,0.0,149.20990204427372,0,1,0.0,0.0,0.0,148.31733544121323,0,14.3072821228022,-135.6927178771978,160.40159119504102,-1,74.27776590628001,74.27776590628001,153.90697986345705,0,181.04073928477868,181.04073928477868,149.48906367991833,1,74.41879985115487,74.41879985115487,153.90697986345705,0,18.317324191238686,18.317324191238686,139.3965354254755,0
MTDR,65.61000061035156,0.0,0.3478434504792332,0.6521565495207668,0.386417791898332,0.5342522974101922,0.4895155809376778,1.044066208156244,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.40671795630436697,0.1724326446983732,0.40825512266124436,0.16944116565584197,0.41214189418145925,0.16191147808836762,0.3813290914245189,0.22311447698498488,0.3842667425807891,0.2171150283503684,0.38689953102484925,0.21177063853718017,0.3842667425807891,0.2171150283503684,0.4895155809376778,1.6368659745585232,1.044066208156244,2.7367243170848727,1.0886865273009665,1.1895779526748405,1.1391322399879034,1.0870828210056904,1.1860006825372031,1.1365417517714467,1.0830566686841627,1.177044075629594,1.1300503721568784,1.1162190382843238,1.251850817536054,1.184034927910189,1.1129238894744857,1.244312408653002,1.1786181490637437,1.1099967196289984,1.237635331376781,1.1738160255028895,1.1129238894744857,1.244312408653002,1.1786181490637437,0.0,0.0,0.002937485748824425,0.00128584145472956,0.0010933503908490969,0.0006511791120695054,0.0010933503908490969,0.0,0.0,64.89247051011586,0,1,0.0,0.0,0.0,64.41074906318107,0,44.24463271646467,44.24463271646467,60.34447558349387,1,126.68178405902603,126.68178405902603,67.19970272048232,2,214.28701182630803,214.28701182630803,65.48416937792554,3,128.05120375090888,128.05120375090888,67.19970272048232,2,21.681112666138443,21.681112666138443,60.77312045793786,0
CME,210.94000244140625,0.0,0.2695686900958466,0.7304313099041533,0.7323272438443209,0.2940685045948203,0.6917627560702759,1.3275577439440314,0,211,0,0,0,211,211,422,0,0,211,0.0,0.0,1.0,1.0,0.3504143154710573,0.2889138038606431,0.3599520360856998,0.2680470870142747,0.3516427915381319,0.28619464832083275,0.3473984237220041,0.2956305552227006,0.37807326753507514,0.22980986698594988,0.3074296691270067,0.3911410728429619,0.37807326753507514,0.22980986698594988,0.6917627560702759,1.8391131496911215,1.3275577439440314,3.02021585287266,1.1924743157574218,1.3762254968640157,1.2843499063107187,1.177409468815018,1.3448467040743952,1.2611280864447068,1.190500335634967,1.3720953789056385,1.2812978572703027,1.1973644035967563,1.3864809134786462,1.2919226585377013,1.1502960609625033,1.2891915936654985,1.2197438273140009,1.2691099026987143,1.54085783706627,1.4049838698824921,1.1502960609625033,1.2891915936654985,1.2197438273140009,0.0,0.0,0.004989264009547074,0.0018889971143994434,0.0016136476728392827,0.001053723657162488,0.0016136476728392827,0.0,0.0,210.87148856234404,0,1,0.0,0.0,0.0,210.50362698313012,0,75.14867219908355,-135.85132780091647,215.81886567066894,-1,186.1050004681983,-24.894999531801687,216.56826613454402,0,316.26067987653056,105.26067987653056,210.51905295759352,1,207.2096297616875,-214.7903702383125,216.56826613454402,-1,31.99859559304743,31.99859559304743,204.81241142865923,0
NSIT,182.75,0.0,0.3246805111821086,0.6753194888178914,0.3645750595710881,0.565998329156224,0.7436313184661324,0.6877699410177358,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.3925215807221106,0.200456573235122,0.39420384054575947,0.19709615315974952,0.39915847997145315,0.1872627299180488,0.36200729629014006,0.2636214088101178,0.3649598142274289,0.25730534719811826,0.3695037195396538,0.24767783242762592,0.3649598142274289,0.25730534719811826,0.7436313184661324,1.8909817120869779,0.6877699410177358,2.3804280499463646,1.1362235691403546,1.1898795004492067,1.1630515347947807,1.1337936181541413,1.1864167328838668,1.160105175519004,1.1267127905981758,1.176341597259338,1.1515271939287568,1.182880039634378,1.2568815098939181,1.219880774764148,1.1781297671054114,1.2500153921965893,1.2140725796510003,1.1709256451345982,1.2396215245152464,1.2052735848249223,1.1781297671054114,1.2500153921965893,1.2140725796510003,0.0,0.0,0.0016896260518170882,0.0008732188732188574,0.0017481820893522548,0.00043638718717160536,0.0017481820893522548,0.0,0.0,182.66682784600764,0,1,0.0,0.0,0.0,181.9246065007451,0,25.449275497161103,25.449275497161103,177.10175513981767,0,86.0299878546405,86.0299878546405,184.31125532686,0,342.6282362826449,342.6282362826449,182.53485323026442,2,85.81341689724341,85.81341689724341,184.31125532686,0,34.666409924394316,34.666409924394316,177.2761627884703,0
HLT,202.1199951171875,0.0,0.264776357827476,0.735223642172524,0.4293089753772836,0.7969924812030075,0.6852467804276704,1.795490407969961,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.40059488844489294,0.18442913306272188,0.40823064632579353,0.16948873766193867,0.41409053232633125,0.15815439263168843,0.3448725058219767,0.30130228610733256,0.3602243721755384,0.26745926076854304,0.34142932711981633,0.30910366407981,0.3602243721755384,0.26745926076854304,0.6852467804276704,1.8325971740485159,1.795490407969961,3.4881485168985895,1.1181941634033035,1.2591292693376284,1.1886617163704658,1.1081202615959094,1.2358442354407035,1.1719822485183065,1.1005384076662046,1.2184670168232816,1.159502712244743,1.2002250653428277,1.4570857276683113,1.3286553965055696,1.1758710785774997,1.3967608351009182,1.2863159568392089,1.2059102246686848,1.4713571115316233,1.338633668100154,1.1758710785774997,1.3967608351009182,1.2863159568392089,0.0,0.01233599911781233,0.008149703208870644,0.0029980798344937934,0.001683415391436124,0.0015598809872375476,0.001683415391436124,0.0,0.0,201.19692648184832,0,1,0.0,2733.3723516411974,2733.3723516411974,194.24268369554454,14,122.75144666454256,122.75144666454256,194.2327404170445,1,295.3724199729925,295.3724199729925,204.27712839099868,1,329.93453600278616,329.93453600278616,201.97203957641275,2,306.7430057593798,306.7430057593798,204.27712839099868,2,33.38208782025818,33.38208782025818,195.2333200816294,0
CROX,125.4000015258789,0.0,0.3358626198083067,0.6641373801916932,0.3320095313741064,0.5772765246449457,0.6617367796881511,0.7395134720322795,0,125,0,0,0,0,0,0,0,0,125,0.0,0.0,1.0,1.0,0.38656343292926143,0.21245122217097934,0.3863969424089079,0.2127885379744016,0.3926601011612831,0.20017944418266762,0.35783977625007857,0.2726209856344006,0.35599192121239887,0.2766439823937517,0.3730189631566598,0.240304019588223,0.35599192121239887,0.2766439823937517,0.6617367796881511,1.8090871733089966,0.7395134720322795,2.432171580960908,1.1342207396285253,1.2078275781828354,1.1710241589056802,1.1344475705708315,1.208189740459178,1.1713186555150048,1.125999242874949,1.1947254258388114,1.16036233435688,1.175408592371759,1.274178057508835,1.224793324940297,1.1782151962884602,1.2787421342817278,1.228478665285094,1.1531041931025556,1.2381006742403353,1.1956024336714455,1.1782151962884602,1.2787421342817278,1.228478665285094,0.0,0.0,0.001859518650015947,0.000929321453625095,0.001545703779787883,0.0004623208411108702,0.001545703779787883,0.0,0.0,124.65801991640271,0,1,0.0,0.0,0.0,124.12335056326695,0,28.008210672102,-96.991789327898,134.46046212749053,-1,91.55724391722555,91.55724391722555,128.14254540586816,1,302.94427743529326,302.94427743529326,124.95137909103734,2,90.91314375123977,90.91314375123977,128.14254540586816,1,30.65126978372527,30.65126978372527,118.15731086947241,0
ORCL,117.20999908447266,0.0,0.2340255591054313,0.7659744408945687,0.6278792692613185,0.4436090225563909,0.5811104042290818,1.7433771069983652,0,0,0,0,0,0,0,117,0,0,0,0.0,0.0,1.0,1.0,0.36269011653847333,0.26215638165879,0.3744321318703857,0.23735727731503828,0.3714638395895052,0.24355835738733453,0.3265077864463211,0.3439169396584455,0.35582044049708206,0.2770183552326921,0.29882508890858844,0.41359427900823875,0.35582044049708206,0.2770183552326921,0.5811104042290818,1.7284607978499271,1.7433771069983652,3.436035215926994,1.1542608444610296,1.3820728080580462,1.268166826259538,1.138702357858156,1.3404085022282441,1.2395554300432001,1.1425730227245547,1.3507074959356993,1.246640259330127,1.20707745803346,1.5288303351367682,1.3679538965851141,1.1636866531319159,1.407660085903119,1.2856733695175175,1.2539915892860978,1.6661356583134106,1.4600636237997542,1.1636866531319159,1.407660085903119,1.2856733695175175,0.0,0.0,0.008237738276833731,0.0028738195571748077,0.001407870728041882,0.0016248093341569713,0.001407870728041882,0.0,0.0,116.78839017123335,0,1,0.0,0.0,0.0,116.44407812292192,0,124.0774375224572,124.0774375224572,113.38459540897,1,283.13023135748455,283.13023135748455,118.19186921733451,2,275.9302176821213,275.9302176821213,117.0009256684158,2,319.5108492397484,202.51084923974838,118.19186921733451,2,27.918043592895483,27.918043592895483,113.41139681171153,0
CDW,242.25999450683597,0.0,0.237220447284345,0.7627795527156549,0.573868149324861,0.4189640768588137,0.9405644800665884,2.1105538615464376,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.35362142846169814,0.28183506946455,0.3638863116571572,0.259596185377343,0.3611549979648007,0.2654537659717922,0.32215132070436125,0.354414202988002,0.34830455055241605,0.29360626750101343,0.2968386675216822,0.4188906454197197,0.34830455055241605,0.29360626750101343,0.9405644800665884,2.087914873687434,2.1105538615464376,3.803211970475066,1.230569865690367,1.457158403673982,1.3438641346821745,1.2105875973926024,1.414506230929316,1.3125469141609591,1.2158191054396308,1.4256179120036319,1.3207185087216313,1.2981077805192736,1.6055121191398,1.4518099498295367,1.2412797726677383,1.4802525983407624,1.3607661855042503,1.361208637240456,1.7499257850604726,1.5555672111504641,1.2412797726677383,1.4802525983407624,1.3607661855042503,0.0,0.0,0.009963574266092307,0.004272723291194905,0.00264981463352052,0.0023616116412170938,0.00264981463352052,0.0,0.0,241.75112292472707,0,1,0.0,0.0,0.0,241.27164249549932,0,150.07210983845428,150.07210983845428,234.77931505112372,1,420.95097131004064,420.95097131004064,244.2618130517914,2,519.3402448685874,519.3402448685874,242.1003134472991,2,464.3994376430953,464.3994376430953,244.2618130517914,2,52.545762177049475,52.545762177049475,234.8319477319628,0
TREX,90.52999877929688,0.0,0.2819488817891374,0.7180511182108626,0.3343923749007148,0.8287385129490392,0.7208705117772658,1.5573672406318555,181,0,0,1811,0,0,0,0,0,1811,1992,1.0,1.0,1.0,1.0,0.38278369960825565,0.22013893934824355,0.38543100017478826,0.21474793747742477,0.39417337643155653,0.1971569075704547,0.3338199435757071,0.3266450922093122,0.33780657377417006,0.31740209119819607,0.3462400298519204,0.29822632253495035,0.33780657377417006,0.31740209119819607,0.7208705117772658,1.8682209053981111,1.5573672406318555,3.250025349560484,1.1474979599670658,1.2962423485671035,1.2218701542670847,1.1436381966488605,1.28803191288542,1.2158350547671404,1.1311337218797715,1.2616009528814303,1.1963673373806007,1.2264806432530577,1.4696208138303284,1.348050728541693,1.2194159941346498,1.4536971011413873,1.3365565476380186,1.2048890072390945,1.421209502242605,1.3130492547408497,1.2194159941346498,1.4536971011413873,1.3365565476380186,0.01857644572483537,0.009594960871006523,0.0062926108120564895,0.0024449656777132327,0.001854837741444329,0.0012324467203206773,0.001854837741444329,3204.0035529270335,3023.0035529270335,86.563955380338,35,1,0.0,2126.021614416215,315.021614416215,85.64163335886197,4,94.7797804018333,94.7797804018333,85.55321564801464,1,240.87931904555165,240.87931904555165,91.48508111711908,3,363.5318012993892,363.5318012993892,90.25624777424352,4,242.3546504653201,242.3546504653201,91.48508111711908,3,36.78138900963789,36.78138900963789,85.9393185187679,0
RIVN,9.039999961853027,1.0,0.3410596026490066,0.6589403973509933,0.5032362459546925,0.1670040485829959,-0.7340832332140854,-0.3563107109751816,0,145,0,5144,0,0,27,9,0,5144,5289,0.0,1.0,1.0,1.0,0.27677929473616975,0.4750226154123569,0.279134187017192,0.4681651839345861,0.26942830645359084,0.4969341324405006,0.3232496538519492,0.3517525691045112,0.33655452267873487,0.32029222323242257,0.2841065891635655,0.45393027017860116,0.33655452267873487,0.32029222323242257,-0.14735039362084545,1.0,-0.3563107109751816,1.336347397953447,1.0,1.1476634469423035,1.0738317234711516,1.0,1.1453838787154453,1.0726919393577226,1.0,1.1549777930664673,1.0774888965332337,1.0,1.1073692578997936,1.0536846289498967,1.0,1.0973141909465605,1.0486570954732803,1.0,1.1406663100740786,1.0703331550370394,1.0,1.0973141909465605,1.0486570954732803,0.0,0.0002398198084645821,0.0001482220741308224,0.00011702006869142744,0.00021675272317789757,6.6260501358359e-05,0.00021675272317789757,0.0,0.0,9.021370929155236,0,1,8.36213370122383,53.138527943509274,-5090.861472056491,9.85157853856923,-517,2.2325321009694585,-142.76746789903055,9.839663777264684,-15,11.528879410453968,11.528879410453968,9.15025970738456,1,42.48161773549612,15.481617735496123,8.9546636866451,2,13.029805168521687,4.029805168521687,9.15025970738456,0,4.298201428603986,4.298201428603986,8.36213370122383,1
V,274.5199890136719,0.0,0.2192492012779552,0.7807507987220448,0.556791104050834,0.4786967418546365,0.8384358760336804,2.4744827158205305,0,275,0,0,0,0,0,0,0,0,275,0.0,1.0,1.0,2.0,0.34823114935877225,0.2937700449175805,0.3593939739332652,0.26925298365725303,0.35817730034971257,0.27188835140434386,0.3075341859610099,0.3908730464668309,0.3339072383499421,0.32644142018923816,0.28484878739099007,0.4518331828057162,0.3339072383499421,0.32644142018923816,0.8384358760336804,1.9857862696545259,2.4744827158205305,4.1671408247491595,1.2232737177524802,1.5208622814278898,1.372067999590185,1.2028714456202665,1.4685653553098055,1.335718400465036,1.2050480858749153,1.4740994364516549,1.339573761163285,1.3075363922615098,1.746940191529283,1.5272382918953964,1.2510005757526734,1.5934588584051668,1.42222971707892,1.3633764603477216,1.9057391526480036,1.6345578064978628,1.2510005757526734,1.5934588584051668,1.42222971707892,0.0,0.02727592496302556,0.009963574266092307,0.011521082672756084,0.0047541355367019,0.006563907117612039,0.0047541355367019,0.0,0.0,274.30344999351837,0,1,0.0,6043.714696097973,6043.714696097973,267.7999388709294,23,150.07210983845428,-124.92789016154572,282.1920507755114,0,1135.063192983803,1135.063192983803,276.6788816512226,4,931.7685405370822,931.7685405370822,274.4273539900969,3,1290.760394706373,1290.760394706373,276.6788816512226,5,94.27439644602711,94.27439644602711,268.0785600116598,0
