,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,sim1,sim2,sim3,dm,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sim1_status,sim1_status_scaled,sim2_status,sim2_status_scaled,sim3_status,sim3_status_scaled,dm_status,dm_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,sim1_sharpe_adj_status,sim1_w_sharpe_adj_status,sim1_mean_sharpe_adj_status,sim2_sharpe_adj_status,sim2_w_sharpe_adj_status,sim2_mean_sharpe_adj_status,sim3_sharpe_adj_status,sim3_w_sharpe_adj_status,sim3_mean_sharpe_adj_status,dm_sharpe_adj_status,dm_w_sharpe_adj_status,dm_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,sim1_norm,sim2_norm,sim3_norm,dm_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares,sim1_target,sim1_diff,sim1_bid_ask,sim1_nshares,sim2_target,sim2_diff,sim2_bid_ask,sim2_nshares,sim3_target,sim3_diff,sim3_bid_ask,sim3_nshares,dm_target,dm_diff,dm_bid_ask,dm_nshares
ADYEY,12.56999969482422,0.0,0.0255506607929515,0.9744493392070483,0.0635335073977371,0.7092682926829268,0.5535068483041236,0.4361939288977146,0,0,0,63,0,0,176,75,230,63,63,1.0,1.0,0.0,1.0,0.05149385853048043,2.618168312333374,0.053576181255355675,2.545042946270522,0.0549367286059746,2.4993222974074283,0.03931819959660831,3.140952207053662,0.04271863582175727,2.975903412441745,0.03821236757993781,3.1984905496183713,0.04271863582175727,2.975903412441745,0.5535068483041236,1.700857241924969,0.4361939288977146,2.128852037826343,4.017235490917038,7.23002986597135,5.623632678444194,3.8642002024479263,6.841389757664773,5.35279498005635,3.7714932478863425,6.609084567177641,5.190288907531992,5.302940263958845,10.73221247288101,8.017576368419927,4.857863216147332,9.4739098224154,7.165886519281367,5.467502389303886,11.209086200617127,8.338294294960507,4.857863216147332,9.4739098224154,7.165886519281367,0.04975739254619496,0.00596827865236292,0.0,0.002741189295474927,0.00747136296845739,0.002145176642228817,0.00747136296845739,8581.989518546967,8581.989518546967,12.451120991533587,689,0,-79.8469770808193,1322.4326379614915,1259.4326379614915,12.435381768409654,101,0.0,0.0,12.718518105761206,0,270.06342742877604,270.06342742877604,12.898722743233133,21,1464.3210979575524,1288.3210979575524,12.753612702784325,101,421.83854826475573,346.83854826475573,12.898722743233133,27,148.15695283461656,-81.84304716538344,13.307829513469883,-6
SPWR,1.9900000095367432,0.0,0.0922523961661341,0.9077476038338658,0.0635424940428911,0.0100250626566416,0.0230946803683097,-1.0830041132205843,0,0,0,16,0,0,0,0,0,16,16,0.0,0.0,0.02,0.0,0.024330650172155223,4.1440045510755,0.024237481627165595,4.152187863885913,0.022743558909620862,4.287867054208621,0.03794085429878696,3.2129303450094513,0.03836797038925849,3.1902715670420605,0.030105012776557652,3.6918538889169374,0.03836797038925849,3.1902715670420605,0.0230946803683097,1.1704450739891552,-0.6926581089286286,1.0,1.9197603305085,1.0,1.45988016525425,1.9222344272022711,1.0,1.4611172136011357,1.9637227192471485,1.0,1.4818613596235743,1.6580862760395985,1.0,1.3290431380197991,1.6521838538959803,1.0,1.3260919269479903,1.7878951492672408,1.0,1.3939475746336205,1.6521838538959803,1.0,1.3260919269479903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1156221432005036,0,0,0.0,0.0,-16.0,2.2363959622785523,-7,0.0,0.0,2.1214090659772746,0,0.0,0.0,2.2467166847551243,0,0.0,0.0,2.154680639018186,0,0.0,0.0,2.2467166847551243,0,0.0,0.0,2.0643976715527215,0
AREN,0.7382000088691711,1.0,0.1194089456869009,0.880591054313099,0.0704617834394904,0.0087719298245614,0.4677234722517077,-0.1718315311583084,0,0,0,17,0,0,0,0,0,17,17,0.0,0.0,0.02,0.0,0.022561184937157835,4.30502788797991,0.022466066594009695,4.31403180353415,0.02095066376146967,4.462632772214391,0.037301640452591406,3.2474279913157953,0.037793165370202046,3.220837852731983,0.028605251917901513,3.7997482789609243,0.037793165370202046,3.220837852731983,0.4677234722517077,1.6150738658725532,-0.1718315311583084,1.52082657777032,7.875425794334459,6.079364159132526,6.977394976733493,7.909491987629609,6.102356688375647,7.005924338002628,8.49349002796484,6.494635884752512,7.494062956358676,4.743400487772859,3.9020308048681382,4.322715646320498,4.683321038697196,3.858772451517789,4.271046745107492,6.181283668415174,4.918775513572969,5.550029590994072,4.683321038697196,3.858772451517789,4.271046745107492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791551239299023,0,0,0.0,0.0,-17.0,0.8718191005863499,-19,0.0,0.0,0.7960527389743294,0,0.0,0.0,0.8727336366821742,0,0.0,0.0,0.8057269483104363,0,0.0,0.0,0.8727336366821742,0,0.0,0.0,0.7649168443765966,0
ULTA,406.3900146484375,0.0,0.0059904153354632,0.9940095846645368,0.0254169976171564,0.0847953216374269,0.6025721134450388,0.5616586195465847,0,0,0,0,0,1219,0,406,1795,0,0,,,,,0.01320477729453956,5.412157854056599,0.013963677030427484,5.301909375400114,0.014139143033985013,5.277047221197291,0.009989805074593952,5.934237818257552,0.011284831152726785,5.712406637851337,0.009216953686627847,6.074936112344521,0.011284831152726785,5.712406637851337,0.6025721134450388,1.7499225070658841,0.5616586195465847,2.2543167284752132,20.665989241411012,81.39028074115643,51.02813499128372,19.429594823683598,74.41374935305801,46.921672088370805,19.161158917060895,72.92500631328853,46.04308261517471,27.677792826466767,124.41552327944247,76.04665805295461,24.446815966076468,103.88787214360664,64.16734405484155,29.944963441304925,139.49003057644646,84.7174970088757,24.446815966076468,103.88787214360664,64.16734405484155,,,,,,,,,,423.11293127671786,0,0,0.0,,,423.23541811560347,0,,,423.23541811560347,0,,,422.5313412060293,0,,,422.7784581627024,0,,,422.3746051954278,0,,,422.7784581627024,0
BURL,,,,,,,,,0,184,0,0,0,0,0,0,0,0,184,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
UNH,,,,,,,,,0,0,0,0,0,0,0,0,1366,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
VRTS,,,,,,,,,0,0,0,0,0,0,0,0,481,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
PAC,183.47000122070312,1.0,0.948482428115016,0.051517571884984,0.9908657664813344,0.9883040935672516,0.5909818332247593,0.7921320121454547,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9745975472677764,-4.05208715619473,0.9759812925757184,-4.171528567572355,0.9759009207590251,-4.164402832152474,0.9684079876635967,-3.5906180117166153,0.9723342473089439,-3.870525751316018,0.9646373154372272,-3.356595364499994,0.9723342473089439,-3.870525751316018,0.5909818332247593,1.7383322268456047,0.7921320121454547,2.4847901210740835,0.10640475593046451,0.025017945153734105,0.06571135054209931,0.09960456463165787,0.02244076588837372,0.0610226652600158,0.09999778129797068,0.02258678432483057,0.06129228281140063,0.13733300062203202,0.03807725576786592,0.08770512819494897,0.11764131896513144,0.029513518758914305,0.07357741886202288,0.15630447728355001,0.047116431009358445,0.10171045414645423,0.11764131896513144,0.029513518758914305,0.07357741886202288,0.000270692245127935,0.00028552599314495106,0.00010723196663035243,0.00011625387868870353,8.198080342738407e-05,4.19912762874183e-05,8.198080342738407e-05,46.688097819497465,46.688097819497465,175.21122640903067,0,1,0.0,63.26596231758715,63.26596231758715,175.04468444820264,0,1.6151359988462421,1.6151359988462421,175.04468444820264,0,11.453393963849146,11.453393963849146,180.0279471434329,0,16.0675127942573,16.0675127942573,178.9463402853241,0,8.257380152370395,8.257380152370395,180.37735603438833,0,1.6256774136142258,1.6256774136142258,175.04468444820264,0
TSCO,273.8999938964844,1.0,0.9604632587859424,0.0395367412140574,0.9912629070691024,0.9081035923141186,0.6724242940044055,1.7457579872059756,274,274,0,822,0,0,0,0,0,822,1370,1.0,1.0,1.0,1.0,0.9522958981659363,-2.762023088678788,0.9532432037190294,-2.8003638188528104,0.9505429757353984,-2.6936589378785234,0.961785112207064,-3.1983571054115103,0.9653059516773485,-3.3959068323011987,0.9519594069399765,-2.7486444965690597,0.9653059516773485,-3.3959068323011987,0.6724242940044055,1.819774687625251,1.7457579872059756,3.4384160961346044,0.19134861824436136,0.03300392786430597,0.11217627305433367,0.18700622570650247,0.031477574127126436,0.10924189991681445,0.19934310299275093,0.035911481162580076,0.11762729207766551,0.14735700906268295,0.019254586682487508,0.08330579787258523,0.13091951512520886,0.015086091550768073,0.07300280333798846,0.19288746263786172,0.03355377205789958,0.11322061734788065,0.13091951512520886,0.015086091550768073,0.07300280333798846,0.0004269142746770714,0.00196560999665021,0.0007794860066637488,0.0003516048654088232,9.351736996472477e-05,0.00012626309379028624,9.351736996472477e-05,73.632753709818,-200.36724629018198,276.0892489107122,-1,1,0.0,435.5337551212499,-386.4662448787501,275.960540271416,-1,11.740677239460089,-262.25932276053993,276.0190899813993,-1,34.640298358705174,34.640298358705174,270.5775866859122,0,18.328577856942513,18.328577856942513,269.314400712097,0,24.829022997645403,24.829022997645403,270.97232475162826,0,1.8544472580940348,1.8544472580940348,262.847098114556,0
NEM,42.72999954223633,1.0,0.9572683706070289,0.0427316293929712,0.9948371723590153,0.8771929824561403,0.3697341170713452,0.2256782741540059,0,43,0,0,0,0,0,0,0,0,43,1.0,1.0,1.0,1.0,0.9410214313307436,-2.3722214970606257,0.9421496657601202,-2.4064559070279024,0.9383052911499716,-2.293444117880824,0.9557002702345718,-2.904720699232428,0.9601236716935198,-3.11266418201594,0.9421890054930072,-2.4076663793988655,0.9601236716935198,-3.11266418201594,0.3697341170713452,1.5170845106921906,0.2256782741540059,1.9183363830826345,0.372052924225715,0.2132258201441734,0.2926393721849442,0.3667819537008292,0.20852303204379066,0.28765249287230993,0.3844715406071473,0.22445426644866476,0.304462903527906,0.29800061608265566,0.15072405950128542,0.22436233779197054,0.27326081485530956,0.13162858778789704,0.2024447013216033,0.3665969540081217,0.2083586613691143,0.28747780768861797,0.27326081485530956,0.13162858778789704,0.2024447013216033,0.001356701305706093,0.00037352061549557184,0.00018439815521714825,0.0001105024254469189,0.00014898346036706494,5.378373476458623e-05,0.00014898346036706494,233.9993273272727,233.9993273272727,40.82510727392079,6,1,0.0,82.76353730354822,82.76353730354822,40.7620760947078,2,2.7774189728210366,-40.22258102717896,43.2294152705248,-1,10.886757731270546,10.886757731270546,42.08105629905112,0,29.199441277748466,29.199441277748466,41.902900389323555,1,10.576309729802517,10.576309729802517,42.248240648831846,0,2.954338532865925,2.954338532865925,40.7620760947078,0
CPNG,22.90999984741211,1.0,0.9819121447028424,0.0180878552971576,0.9302030456852792,0.9578313253012049,-0.111429975911873,1.0495717882881952,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.9569902580203068,-2.962547088828131,0.955320661328797,-2.8881143860800598,0.9562344355573001,-2.92840076588834,0.9603150346091741,-3.1223076254876085,0.9552879128978439,-2.8866903055240276,0.9672514694128813,-3.5155425004115406,0.9552879128978439,-2.8866903055240276,-0.111429975911873,1.0359204177089725,1.0495717882881952,2.7422298972168235,0.9007304383666771,0.05036127083307506,0.4755458545998761,0.9030995459950111,0.05428826161829779,0.47869390380665444,0.9018165041324917,0.05212623008142732,0.47697136710695953,0.8956664080812199,0.04286521167593946,0.4692658098785797,0.903144933544915,0.054366306647354194,0.4787556200961346,0.8833227464545705,0.02882884582250372,0.4560757961385371,0.903144933544915,0.054366306647354194,0.4787556200961346,0.0,0.0038402423441234288,0.0012501116337024533,0.0010384098774401669,0.0001101898018312745,0.00025457019370570146,0.0001101898018312745,0.0,0.0,22.53043101877979,0,1,0.0,850.9089654418092,850.9089654418092,21.076685235071942,40,18.82927606027702,18.82927606027702,21.076685235071942,1,102.30469345561906,102.30469345561906,22.37374446833574,5,21.596227125157533,21.596227125157533,22.32856208262861,1,50.059989853663616,50.059989853663616,22.306487888045513,2,2.1850611918728102,2.1850611918728102,21.076685235071942,0
CMG,3186.969970703125,1.0,0.9516773162939296,0.0483226837060702,0.949166004765687,0.9051796157059316,0.7241776350144624,2.2355574178450763,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.9353793011131387,-2.213892613080283,0.9353008415142038,-2.2118303986047105,0.9338583541738785,-2.174543871444116,0.9432786950331553,-2.4416577158592183,0.9434545462967818,-2.4472280630218854,0.9395582782037136,-2.3291657662533543,0.9434545462967818,-2.4472280630218854,0.7241776350144624,1.871528028635308,2.2355574178450763,3.928215526773705,0.24968160260093542,0.0483632410263794,0.1490224218136574,0.25000452564008757,0.048499890183748354,0.14925220791191796,0.25591581582678147,0.051038304042838274,0.15347705993480987,0.2164660123677888,0.03541428204089026,0.12594014720433955,0.21571159435520051,0.035145406234962706,0.12542850029508162,0.2322788211880027,0.04130671234981344,0.13679276676890806,0.21571159435520051,0.035145406234962706,0.12542850029508162,0.0,0.0044764801643118815,0.001755799373032674,0.000789933955997001,0.00017500686605953432,0.00022927073056551388,0.00017500686605953432,0.0,0.0,3172.176532739291,0,1,0.0,991.8845645937641,991.8845645937641,3081.3806315533902,0,26.44598307063067,26.44598307063067,3081.3806315533902,0,77.82471351069573,77.82471351069573,3168.500880735708,0,34.299798756975505,34.299798756975505,3161.421274243479,0,45.08497353433337,45.08497353433337,3170.5097571114547,0,3.4703820587998995,3.4703820587998995,3081.3806315533902,0
KTEC,11.597399711608888,1.0,0.9887640449438202,0.0112359550561798,0.9090909090909092,0.8189368770764119,-0.3313138335097105,0.4907142498237657,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.9028437243854351,-1.5831504601877042,0.9005190841984513,-1.5504355845108868,0.8973624335270529,-1.5078537748393206,0.9313506630421757,-2.1124324924747864,0.9252514892709184,-1.9742560665163769,0.9287586645390296,-2.0515988238152847,0.9252514892709184,-1.9742560665163769,-0.14735039362084545,1.0,0.4907142498237657,2.1833723587523943,1.0,0.2904755982848813,0.6452377991424406,1.0,0.2979917076648087,0.6489958538324043,1.0,0.30806676970948055,0.6540333848547403,1.0,0.19213894401810472,0.5960694720090524,1.0,0.21403010668195213,0.607015053340976,1.0,0.20148642362121985,0.60074321181061,1.0,0.21403010668195213,0.607015053340976,0.0,0.0017089084368229906,0.0006733712743256386,0.00056034979909143,0.00012546729182455216,0.00016698284540867068,0.00012546729182455216,0.0,0.0,11.283499789728813,0,1,0.0,378.65462116916166,378.65462116916166,10.952208527604254,35,10.142369108098235,10.142369108098235,10.952208527604254,1,55.20596025654582,55.20596025654582,11.562118471588294,5,24.59048011693941,24.59048011693941,11.504942493507459,2,32.83636401108933,32.83636401108933,11.573754870016327,3,2.4880134609462403,2.4880134609462403,10.952208527604254,0
LFMD,11.949999809265137,1.0,0.9384984025559104,0.0615015974440894,0.8827969805323799,0.7911445279866333,0.9248790004414784,1.4080312168913216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.8686295985467214,-1.196229732031521,0.8669963131220061,-1.181745323363636,0.8638259484082733,-1.154412444050838,0.8936794342800374,-1.4606640204129888,0.8896880715063017,-1.4123081901548573,0.8891641921011314,-1.406163247651166,0.8896880715063017,-1.4123081901548573,0.9248790004414784,2.0722293940623238,1.4080312168913216,3.10068932581995,0.4182805396799085,0.25828728326604095,0.33828391147297476,0.42271832447957586,0.26255573346618544,0.3426370289728806,0.4312213268459657,0.27080362629119065,0.35101247656857815,0.34497740210555505,0.19148934364987713,0.2682333728777161,0.35734874510844317,0.20225975762766807,0.27980425136805565,0.35895231088874474,0.20367112636983636,0.28131171862929055,0.35734874510844317,0.20225975762766807,0.27980425136805565,0.0,0.0,0.0015224114857385147,0.0005918745835554042,0.0005324859478653195,0.00022865468825413861,0.0005324859478653195,0.0,0.0,11.895172703107791,0,1,10.695512102777593,0.0,0.0,11.850361740243535,0,22.93067704474298,22.93067704474298,10.695512102777593,2,58.31179878996942,58.31179878996942,11.755074971940669,5,104.36253881881787,104.36253881881787,11.643641524324511,9,44.963831811463315,44.963831811463315,11.76965824994776,4,10.559183885998104,10.559183885998104,10.695512102777593,1
AXP,235.63999938964844,0.0,0.8414536741214057,0.1585463258785943,0.9019062748212868,0.9945697577276524,0.5155311885225888,1.7658176146994455,0,0,0,236,0,0,0,0,0,236,236,0.0,1.0,1.0,1.0,0.9060395857262645,-1.630143238310925,0.908153893945388,-1.6626012455413228,0.9109105682514939,-1.7066748528234266,0.8824159729960679,-1.330862733312853,0.8874353066398727,-1.3862011401617753,0.8841437744660622,-1.349488460895895,0.8874353066398727,-1.3862011401617753,0.5155311885225888,1.6628815821434344,1.7658176146994455,3.458475723628074,0.43648005911746307,0.1322941677827134,0.28438711345008827,0.42933440172288495,0.12707191478076157,0.2782031582518233,0.4198184625333791,0.1203092391025449,0.270063850817962,0.508234211268051,0.1917866588226943,0.35001043504537266,0.4941306372930826,0.17905950134718898,0.3365950693201358,0.5034428681465549,0.18740504283371276,0.3454239554901338,0.4941306372930826,0.17905950134718898,0.3365950693201358,0.0,0.004618938476538209,0.0018328398184826232,0.0012354000935762479,0.0003276114650916082,0.0003921315797349515,0.0003276114650916082,0.0,0.0,233.0367020143158,0,1,0.0,1023.4500347419142,787.4500347419142,224.64833324193322,4,27.60637209195953,27.60637209195953,224.64833324193322,0,121.71227432844172,121.71227432844172,235.1149485946122,1,64.20895120364838,64.20895120364838,233.8698012885326,0,77.11076704261122,77.11076704261122,235.08901623029124,0,6.496527686658307,6.496527686658307,224.64833324193322,0
GRAB,3.5,1.0,0.918646080760095,0.0813539192399049,0.8434579439252337,0.8736338797814208,-0.172388337143672,0.7842952898809366,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,3.0,0.8787709478454586,-1.2929397411655408,0.8763602967675808,-1.268826586683815,0.8773760181768916,-1.2788959577839767,0.8851740312931908,-1.3608027133130354,0.8779584264617861,-1.2847288833789376,0.8944721756943457,-1.4706052550436253,0.8779584264617861,-1.2847288833789376,-0.14735039362084545,1.0,0.7842952898809366,2.476953398809565,1.0,0.3095194715500884,0.6547597357750442,1.0,0.31636364952971,0.658181824764855,1.0,0.3134873870588217,0.6567436935294109,1.0,0.29104191553906916,0.6455209577695346,1.0,0.311833219488158,0.655916609744079,1.0,0.26345252207033704,0.6317262610351685,1.0,0.311833219488158,0.655916609744079,0.0,0.0028306026301394066,0.0034026004022940696,0.0025140684710983586,0.00040672507329618106,0.000774902076137999,0.00040672507329618106,0.0,0.0,3.460408302307271,0,1,9.469334783999562,627.1961349716768,627.1961349716768,3.156444927999854,199,51.25022483620373,51.25022483620373,3.156444927999854,16,247.68736300563006,247.68736300563006,3.46649827311224,71,79.71451907909358,79.71451907909358,3.4435637145336635,23,152.380722599035,152.380722599035,3.4616488973176858,44,8.065348686096554,8.065348686096554,3.156444927999854,3
GDX,34.58000183105469,1.0,0.8769968051118211,0.1230031948881789,0.8852263701350278,0.8512949039264829,0.3001902435353863,0.6062340375208326,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.8711251487720908,-1.2189159996273002,0.8713847180710331,-1.2213153039624316,0.8702832368085065,-1.211185826287714,0.8755879106578395,-1.2612559723248158,0.8766420071933863,-1.271606291545141,0.8719278882221085,-1.2263607430236139,0.8766420071933863,-1.271606291545141,0.3001902435353863,1.4475406371562318,0.6062340375208326,2.298892146449461,0.637095578378681,0.3625260327389232,0.4998108055588021,0.6365304571025784,0.36180270146294413,0.49916657928276126,0.638919722880955,0.36486633963364346,0.5018930312572992,0.6271963016104598,0.34997136459122646,0.48858383310084313,0.6247998391859757,0.34696900287790317,0.4858844210319394,0.6353437121151452,0.3602863306703303,0.4978150213927377,0.6247998391859757,0.34696900287790317,0.4858844210319394,0.0019209033336391337,0.0013369068167817702,0.0006383635303172219,0.00041428197946017634,0.00030993730387727104,0.00016201263412308364,0.00030993730387727104,331.31101594859643,331.31101594859643,33.066868779181554,10,1,0.0,296.22765815826216,296.22765815826216,32.92183878247941,9,9.61507981775724,9.61507981775724,32.92183878247941,0,40.81528097300145,40.81528097300145,34.50414582067602,1,60.744971838153766,60.744971838153766,34.2764444114479,2,31.858996146826755,31.858996146826755,34.50787884954265,1,6.146049483353374,6.146049483353374,32.92183878247941,0
MCHP,93.5999984741211,1.0,0.7991214057507987,0.2008785942492013,0.9634630659253376,0.8137009189640768,0.6462930974801341,1.6066928492502115,0,0,0,0,0,187,0,468,0,0,0,0.0,0.0,1.0,1.0,0.8508566289976005,-1.0522453207785687,0.8558708417705392,-1.0900297295763486,0.8513805718036737,-1.056099646099073,0.8499138951948088,-1.0453634456266871,0.8655966410658017,-1.1695533092106403,0.8256529936857262,-0.8887208412077203,0.8655966410658017,-1.1695533092106403,0.6462930974801341,1.7936434911009795,1.6066928492502115,3.29935095817884,0.5407634733076915,0.2847646140587437,0.4127640436832176,0.5289566474653258,0.2722058825052479,0.40058126498528684,0.5395471057980468,0.28345741945713415,0.4115022626275905,0.5429421135153151,0.28711361116384626,0.41502786233958067,0.5049426725318313,0.24755415214844953,0.37624841234014045,0.5949759577476927,0.3461479582610475,0.4705619580043701,0.5049426725318313,0.24755415214844953,0.37624841234014045,0.0,0.0,0.0023022887637775234,0.0011356272229493427,0.0004611996478518132,0.00046250509540598676,0.0004611996478518132,0.0,0.0,92.54167606940288,0,1,0.0,0.0,0.0,92.31328671240708,0,34.67724764327647,34.67724764327647,88.81332903219153,0,111.88259804508914,-75.11740195491086,96.10955451244205,-1,90.39105415854823,90.39105415854823,92.69837692947247,1,90.94937646179305,-377.05062353820693,96.37076208853573,-4,9.145578224829695,9.145578224829695,88.81332903219153,0
AAON,91.1500015258789,1.0,0.7919329073482428,0.2080670926517571,0.8884034948371724,0.9853801169590644,0.7814094074135111,0.8999167639659527,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.8783218239652523,-1.2883905371923874,0.8817473907475433,-1.323769881804172,0.8845344760032132,-1.353760558046215,0.8487250835734519,-1.036781299259625,0.8571838108674148,-1.1002664983440589,0.8472921163913901,-1.026576110456516,0.8571838108674148,-1.1002664983440589,0.7814094074135111,1.9287598010343565,0.8999167639659527,2.5925748728945814,0.4289931289552903,0.2930572692046373,0.3610251990799638,0.4191383336451368,0.28334461021413954,0.35124147192963817,0.41096202996242853,0.2753638177195917,0.3431629238410101,0.506091395074158,0.3724355401511095,0.4392634676126338,0.48542038827146233,0.35057851975634535,0.4179994540139038,0.5094954037705913,0.3760740122514353,0.44278470801101333,0.48542038827146233,0.35057851975634535,0.4179994540139038,0.0,0.0,0.0007145446576278864,0.0004905640501148314,0.0006392816407640025,0.00020816256226741824,0.0006392816407640025,0.0,0.0,90.44016230012588,0,1,0.0,0.0,0.0,90.31592427981451,0,10.762525724221806,10.762525724221806,85.71362307492153,0,48.33063114833145,48.33063114833145,90.89325545469181,1,125.29355059575279,125.29355059575279,90.32389952713555,1,40.9341549508598,40.9341549508598,90.89476434847737,0,12.676939977159774,12.676939977159774,85.71362307492153,0
FANG,207.75999450683597,0.0,0.9177316293929711,0.0822683706070287,0.8157267672756155,0.8116123642439432,0.483919037358952,1.363715957688741,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.8477766553453852,-1.0300100008562467,0.8446292957857018,-1.0080052825059627,0.844486304187306,-1.0070221553988479,0.8640120063715525,-1.1559888090205892,0.8547996943471481,-1.081786262101675,0.8722821526763096,-1.229669607099652,0.8547996943471481,-1.081786262101675,0.483919037358952,1.6312694309797975,1.363715957688741,3.0563740666173693,0.6040827102963879,0.3163970650852029,0.4602398876907954,0.6106227403169788,0.324271872068584,0.4674473061927814,0.6109165825788424,0.3246282409595873,0.46777241176921486,0.5679664357987639,0.27485694114275233,0.42141168847075816,0.5889692483784059,0.2986140704652687,0.4437916594218373,0.5478524506035009,0.2531373949061309,0.4004949227548159,0.5889692483784059,0.2986140704652687,0.4437916594218373,0.0,0.0,0.0019125462015938243,0.000930715106249675,0.00040741169805103613,0.0003115042333962128,0.00040741169805103613,0.0,0.0,204.06796788277742,0,1,0.0,0.0,0.0,203.32360438915936,0,28.806915668153643,28.806915668153643,192.0669029662622,0,91.694547315083,91.694547315083,207.45677014504696,0,79.84909146155698,79.84909146155698,206.32595865588095,0,61.25579171776553,61.25579171776553,207.187379140361,0,8.07896443891831,8.07896443891831,192.0669029662622,0
PWR,261.6600036621094,0.0,0.7975239616613419,0.2024760383386581,0.8256552819698173,0.935672514619883,0.784283656012016,1.6199246161547534,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.8471847783806298,-1.0258177244653826,0.848175039093815,-1.0328461795617359,0.8514927828897323,-1.056927888033262,0.8259619704109108,-0.8904996293440179,0.8277857301709578,-0.9010996907437983,0.831954666973409,-0.9259982280121642,0.8277857301709578,-0.9010996907437983,0.784283656012016,1.9316340496328614,1.6199246161547534,3.3125827250833817,0.5089712118200137,0.29268721073399867,0.4008292112770062,0.5066214909742964,0.2902336592203158,0.3984275750973061,0.4986525563023783,0.2819819267999205,0.39031724155114944,0.5563960331847465,0.34418482406232437,0.4502904286235354,0.552526616759935,0.3398426785080734,0.44618464763400423,0.5435432332753636,0.3298576246512226,0.4367004289632931,0.552526616759935,0.3398426785080734,0.44618464763400423,0.0,0.0,0.0022198927664975774,0.0011787229175335356,0.0006854906343851963,0.00043451110704300456,0.0006854906343851963,0.0,0.0,260.34244844028007,0,1,0.0,0.0,0.0,260.16911999477304,0,33.43619289486893,33.43619289486893,249.18567154229117,0,116.12840879812376,116.12840879812376,261.9623370392621,0,134.35010487648674,134.35010487648674,260.4231149719114,1,85.44449486895998,85.44449486895998,261.94030597417157,0,13.593263239377595,13.593263239377595,249.18567154229117,0
