,price,sim1_direction,sim2_direction,sim3_direction,sim4_direction,sim5_direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,et,rollover,roth,simple,fid,schwab,dm,sim1,sim2,sim3,sim4,sim5,owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sim1_status,sim1_status_scaled,sim2_status,sim2_status_scaled,sim3_status,sim3_status_scaled,dm_status,dm_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,sim1_sharpe_adj_status,sim1_w_sharpe_adj_status,sim1_mean_sharpe_adj_status,sim2_sharpe_adj_status,sim2_w_sharpe_adj_status,sim2_mean_sharpe_adj_status,sim3_sharpe_adj_status,sim3_w_sharpe_adj_status,sim3_mean_sharpe_adj_status,dm_sharpe_adj_status,dm_w_sharpe_adj_status,dm_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,sim1_norm,sim2_norm,sim3_norm,dm_norm,et_target,et_diff,et_bid_ask,et_nshares,qe,exact_amt,fid_target,fid_diff,DEL,fid_bid_ask,fid_nshares,qf,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares,sim1_target,sim1_diff,sim1_bid_ask,sim1_nshares,q1,sim2_target,sim2_diff,sim2_bid_ask,sim2_nshares,q2,sim3_target,sim3_diff,sim3_bid_ask,sim3_nshares,q3,dm_target,dm_diff,dm_bid_ask,dm_nshares,qd,sim4_status,sim4_status_scaled,sim5_status,sim5_status_scaled,sim4_sharpe_adj_status,sim5_sharpe_adj_status,sim4_norm,sim5_norm,sim4_target,sim4_diff,sim4_bid_ask,sim4_nshares,q4,sim5_target,sim5_diff,sim5_bid_ask,sim5_nshares,q5,up_down,et_sell_w,fid_sell_w,schwab_sell_w,sim1_sell_w,sim2_sell_w,sim3_sell_w,sim4_sell_w,sim5_sell_w,dm_sell_w,et_q,fid_q,schwab_q,sim1_q,sim2_q,sim3_q,sim4_q,sim5_q,dm_q,ltest,lt2,testy,sort_col,et_sort_col,fid_sort_col,schwab_sort_col,sim1_sort_col,sim2_sort_col,sim3_sort_col,sim4_sort_col,sim5_sort_col,dm_sort_col,currently_active
KSA,39.2599983215332,1.0,1.0,1.0,1.0,1.0,0.9524,0.0475999999999999,0.869928400954654,0.5640167364016736,0.515864016480526,393.0,353.0,0.0,0.0,353.0,0.0,0.0,393.0,393.0,0.0,314.0,510.0,746.0,1,1,1,1,0.8862419373434298,-1.063841788002768,0.8830052358682284,-1.2364334110847752,0.7470247402401816,-0.5490367809021758,0.8862419373434298,-1.063841788002768,0.8836658719124102,-1.155644224040661,0.8760525899611336,-0.9191830014754232,0.8862419373434298,-1.063841788002768,0.515864016480526,1.560466141544361,,,0.6228851065474341,,,0.5768380033260987,,,0.7832425159884269,,,0.6228851065474341,,,0.5979525561026858,,,0.6642994403779976,,,0.6228851065474341,,,0.0004999187864647191,0.0003454083851929104,0.0006218534211079264,0.0004999187864647191,0.00039599221439514157,0.0005330307675509891,0.0004999187864647191,101.36698968205982,-291.63301031794015,39.55522196369853,-7,-2.0,38.443830944413506,75.9490004426771,-277.0509995573229,,39.53457713026745,-7,-2.0,15.96643538452991,15.96643538452991,38.443830944413506,0,77.03804535318096,-315.96195464681904,39.55522196369853,-8,,60.11890756986507,-332.8810924301349,39.53816854535712,-8,,77.79759840623517,77.79759840623517,38.443830944413506,2,,25.1689373191134,25.1689373191134,38.443830944413506,1,0.0,0.8892532893222139,-0.9146833363343648,0.9298294866937875,-12.290172107676188,0.6656308874633655,0.00421571049312588,0.0006417074917883676,0.0001762240929420631,98.4451404924453,-215.55485950755468,39.603283002029485,-5,,31.012131151296202,-478.9878688487038,38.86808928704441,-12,,1,0.004750346,0.005250558,0.003810854,0.004543162,0.004750346,0.889862496,0.004878505,0.003687633,0.004750346,-0.1237861788954138,-0.1672089540676114,0.0,-0.14146991873761577,-0.1669391965698177,0.026403043443792747,-0.06536293795060663,-12.0,0.017683739842201972,0.102423642,0.102423642,1.13e-05,0.064479472,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-466.41707144453295,0.0,1.0
KTEC,12.81999969482422,0.0,0.0,0.0,0.0,0.0,0.2226502311248074,0.7773497688751926,0.40625,0.4364478114478115,-0.073489861986719,13.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,103.0,0.0,1464.0,51.0,1,1,1,1,0.34477084219525433,0.2336868833771149,0.35408491431838485,0.2596624736755649,0.32723773536793943,0.34217352952023367,0.34477084219525433,0.2336868833771149,0.3534765524202218,0.24255791551237835,0.3800865328903235,0.16386960301463213,0.34477084219525433,0.2336868833771149,-0.044602125063835145,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.00017521110711540432,0.00010094117536607246,0.00012807045114632902,0.00017521110711540432,0.00011147843228265906,0.00015162359989737988,0.00017521110711540432,35.5270155233562,22.527015523356198,12.394502709901115,2,,12.394502709901115,22.195122357207726,-15.804877642792274,,13.417089034082228,-1,,3.2882806678980456,3.2882806678980456,12.436216617175097,0,27.000228000613774,27.000228000613774,12.394502709901115,2,,16.924478115489105,16.924478115489105,12.39867100195625,1,,22.129964444492696,-80.8700355555073,13.417089034082228,-6,,8.821187544851936,8.821187544851936,12.394502709901115,1,,0.33607818319335164,0.2089066249419264,0.25033098066900783,-7.424894854688163,1.0,1.0,0.0002581646877939926,0.008052687217239014,39.60536425909402,39.60536425909402,12.388386189560675,3,,1417.1217336524264,-46.87826634757357,12.56105406580653,-4,,1,,,,,,,,,,0.0017065487332034157,-0.0010535093786767722,0.0,0.0017065487332034157,0.0009192865996517198,-0.0025174918867662314,0.002045717716154377,-3.4455664751984223,0.0008532743666017079,,,,0.087488638,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-37.68316219741959,0.0,1.0
KVUE,19.170000076293945,0.0,0.0,0.0,0.0,0.0,0.5958485958485958,0.4041514041514041,0.5654261704681873,0.7179125528913963,-0.0792994346692847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.0,0.0,1,1,1,1,0.5718131510729202,-0.10175858519544045,0.5707855933600401,-0.11961906049083952,0.6226054515866787,-0.23121188127050868,0.5718131510729202,-0.10175858519544045,0.5707325773634305,-0.11112451899094233,0.5679013082310107,-0.09000214580355044,0.5718131510729202,-0.10175858519544045,-0.044602125063835145,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.00017521110711540432,0.00010094117536607246,0.00012807045114632902,0.00017521110711540432,0.00011147843228265906,0.00015162359989737988,0.00017521110711540432,35.5270155233562,35.5270155233562,18.346625770096765,2,,0.0,22.195122357207726,22.195122357207726,,18.346625770096765,1,,3.2882806678980456,3.2882806678980456,18.346625770096765,0,27.000228000613774,27.000228000613774,18.346625770096765,1,,16.924478115489105,16.924478115489105,18.346625770096765,1,,22.129964444492696,22.129964444492696,18.346625770096765,1,,8.821187544851936,8.821187544851936,18.346625770096765,0,,0.5728774170048827,-0.08665164907818632,0.588350551648419,-9.845148784857845,1.0,1.0,0.0002581646877939926,0.008052687217239014,39.60536425909402,39.60536425909402,18.346625770096765,2,,1417.1217336524264,-1.8782663475735717,19.09807007907175,0,,1,,,,,,,,,,0.00032358780190555353,0.00022357374426111131,0.0,0.00016179390095277677,0.00019294779251512973,0.0001265685351444305,0.00023464088399903585,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L,109.72000122070312,0.0,0.0,0.0,0.0,0.0,0.0392,0.9608,0.0855210819411296,0.1761506276150627,0.5242435690838567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0681289420801876,1.6469133920903176,0.0706435290561892,1.9097512053315222,0.07134985163146385,2.049122497031142,0.0681289420801876,1.6469133920903176,0.07045494417334634,1.7792609502287235,0.07785570817010977,1.3870330771841506,0.0681289420801876,1.6469133920903176,0.5242435690838567,1.5688456941476918,,,2.0994411250814826,,,2.363249529786735,,,2.5163314722863963,,,2.0994411250814826,,,2.228374941223851,,,1.8675672453587935,,,2.0994411250814826,,,0.001716128172576523,0.0014457541184445207,0.0020421880577804626,0.001716128172576523,0.0015077227084755096,0.0015288809365394671,0.001716128172576523,347.97401392502667,347.97401392502667,108.7437945621012,3,,108.7437945621012,317.8949466453164,317.8949466453164,,108.85984721094817,3,,52.43432384679499,52.43432384679499,108.90087104139054,0,264.45727500211086,264.45727500211086,108.7437945621012,2,,228.90006130619997,228.90006130619997,108.78989621013562,2,,223.14521478437584,223.14521478437584,108.57098905886556,2,,86.40027855842824,86.40027855842824,108.7437945621012,1,,0.06583344475804379,1.4185677104474173,0.04520675801334348,-5.956184908051341,1.8942783654158648,0.06840502173434161,0.001855385426141169,0.0029166935775982797,284.6369744493201,284.6369744493201,108.65021445443053,3,,513.2832988186198,513.2832988186198,106.90270399968064,5,,1,,,,,,,,,,0.1271401744240517,0.17096014060618134,0.0,0.08476011628270114,0.09893029778152564,0.06012064866259168,0.09432817261518879,2.77157333272645,0.04238005814135057,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.70811199904193,0.0,1.0
LDOS,140.66000366210938,1.0,1.0,1.0,1.0,1.0,0.7076,0.2924,0.8814638027048528,0.4556485355648536,0.6501261774637657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.0,281.0,0.0,0.0,1,1,1,1,0.8365405751299836,-0.7397543560643777,0.843442928590701,-0.9245659855815723,0.624767505776859,-0.2356927469702633,0.8365405751299836,-0.7397543560643777,0.843730471576869,-0.8612561134026626,0.863388367281998,-0.8356133260365036,0.8365405751299836,-0.7397543560643777,0.6501261774637657,1.6947283025276008,,,0.6768964182824188,,,0.6140190657784635,,,0.8830855374431267,,,0.6768964182824188,,,0.634871970510171,,,0.6435183245044153,,,0.6768964182824188,,,0.0007204537921788204,0.0005115400522695317,0.0009834721122620254,0.0007204537921788204,0.0005851127421401155,0.0007033476977257562,0.0007204537921788204,146.08419226378751,146.08419226378751,134.08485351979513,1,,0.0,112.47832224619414,112.47832224619414,,134.08485351979513,1,,25.251198111835272,25.251198111835272,134.08485351979513,0,111.02273693141188,-29.977263068588115,144.10308594999353,0,,88.83088501222684,-52.169114987773156,143.94298261058563,0,,102.65591605344645,-38.34408394655355,143.9437392905506,0,,36.27200422872284,36.27200422872284,134.08485351979513,0,,0.8295646827078076,-0.5925455309697313,0.7423797747071621,-10.948013424880752,0.7315563258240685,0.0031031961120535695,0.0009005068948703631,0.00017606473115677816,138.1478772093955,-142.8521227906045,144.44052645173798,-1,,30.984086469645405,30.984086469645405,135.49123230613023,0,,1,,,,,,,,,,0.00855057042681597,0.013356597838975378,0.0,0.0,0.0,0.0,-0.0054860969730031375,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0
LEN,86.33000183105469,1.0,1.0,1.0,1.0,1.0,0.444,0.556,0.4272076372315035,0.2359832635983263,0.3927158057303588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,1,1,1,1,0.4305222133223438,0.09834990767785445,0.42968246089057616,0.11880406275978658,0.3349764507106009,0.3239514770550788,0.4305222133223438,0.09834990767785445,0.4300669047021457,0.10983064584362397,0.4284064756622704,0.09504592166293112,0.4305222133223438,0.09834990767785445,0.3927158057303588,1.437317930794194,,,1.0363234072913836,,,1.0440418749361011,,,1.1247072026193994,,,1.0363234072913836,,,1.0406486629181135,,,1.0350819974264398,,,1.0363234072913836,,,0.0006278959274963604,0.0004499406197480855,0.0006374631348842232,0.0006278959274963604,0.0004958702794799157,0.0006104954423298184,0.0006278959274963604,127.31651965718392,127.31651965718392,82.25019078979035,2,,0.0,98.93373118125203,98.93373118125203,,82.29960351983341,1,,16.367223541224785,16.367223541224785,82.72004726451881,0,96.75946623573427,96.75946623573427,82.25019078979035,1,,75.28223640515587,75.28223640515587,82.26931117652171,1,,89.10382316095625,89.10382316095625,82.25019078979035,1,,31.612081141899175,31.612081141899175,82.25019078979035,0,,0.43121066467722713,0.08164586444714134,0.43909906885894373,-8.776493242936922,1.0300624083971586,0.04142271239952816,0.0007784999534069287,0.0012773155319949128,119.43064132369926,119.43064132369926,82.25019078979035,1,,224.78354768911865,-293.2164523108813,85.5092222538507,-3,,1,,,,,,,,,,0.00030227201063257796,0.0002205375832536142,0.0,0.00015113600531628898,0.00018848079322543053,0.0001411519878868131,0.00010415698720814028,-3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.5276667615521,0.0,1.0
LEU,175.77999877929688,0.0,0.0,0.0,0.0,0.0,0.396,0.604,0.3098647573587907,0.3899581589958159,0.8884300253354851,703.0,879.0,0.0,0.0,879.0,0.0,1230.0,527.0,703.0,1055.0,703.0,0.0,1582.0,1,1,1,1,0.32520441758434365,0.2689566400530745,0.32248585511487615,0.32696436976814464,0.3615884642835295,0.2645213399797908,0.32520441758434365,0.2689566400530745,0.3225864736536429,0.30377047623726255,0.31562704378157547,0.26900322509982666,0.32520441758434365,0.2689566400530745,0.8884300253354851,1.9330321503993202,,,1.1939493418809037,,,1.240480608091415,,,1.1904642125696419,,,1.1939493418809037,,,1.2216617624456725,,,1.1939860011427033,,,1.1939493418809037,,,0.001992898493012472,0.0017494473839819084,0.0022737645998940027,0.001992898493012472,0.0019067789412185179,0.002135795364842306,0.001992898493012472,404.0938777419692,-298.9061222580308,200.14686708648867,-1,,-1200.881202518932,384.6715535474772,-494.3284464525228,,200.14686708648867,-2,,58.3801814568426,58.3801814568426,157.67681388563784,0,307.1078916131427,-219.89210838685727,200.14686708648867,-1,,289.48414326372097,-413.51585673627903,200.14686708648867,-2,,311.7263771382683,-743.2736228617317,200.14686708648867,-4,,100.33457155850724,-1129.6654284414928,200.14686708648867,-6,,0.32795363495855095,0.2213041345675189,0.3709646437274845,-8.288643945553162,1.1570333877600145,0.004240979808611084,0.0021026549687071846,0.00039156736123542964,322.57090099515847,-380.42909900484153,200.14686708648867,-2,,68.90850256889941,68.90850256889941,157.4714287688303,0,,0,,,,,,,,,,-0.0011302761598224857,-0.0033408030968087505,0.0,-0.0011302761598224857,-0.0028836406947941656,-0.004522670944631751,-0.0015304849992712037,0.0,-0.006781656958934915,,,,-3.703718009,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0
LFMD,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.1204,0.8796,0.2076372315035799,0.2782426778242677,0.6469657429369227,31.0,28.0,13.0,0.0,41.0,0.0,0.0,166.0,0.0,0.0,166.0,217.0,72.0,1,1,1,1,0.1795286102455237,0.6661894856195617,0.18387820988751152,0.7731484737202013,0.18155066607901793,0.8485846304804023,0.1795286102455237,0.6661894856195617,0.18356513840447045,0.7202266551052885,0.19581064923115754,0.5634513874139729,0.1795286102455237,0.6661894856195617,0.6469657429369227,1.6915678680007578,,,1.4193320703137429,,,1.5014180132953527,,,1.5621505966061622,,,1.4193320703137429,,,1.460226179499545,,,1.3447142104047798,,,1.4193320703137429,,,0.0015010511443933042,0.0012415264508005934,0.0017264678243032522,0.0015010511443933042,0.0013357571465437005,0.0014594987529335153,0.0015010511443933042,304.3635086050089,273.3635086050089,2.9567871178689065,92,,76.87646506459157,272.9890095423919,231.9890095423919,,2.9599805442038623,78,,44.32802976478865,44.32802976478865,2.967438577438194,15,231.31366387923595,65.31366387923595,2.9567871178689065,22,,202.79252346288732,202.79252346288732,2.959153210864436,69,,213.01865627158386,213.01865627158386,2.9272906907277854,73,,75.57199927049503,75.57199927049503,2.9567871178689065,26,,0.17545922868254962,0.5735326744966439,0.13422565790763943,-6.59356913318449,1.3518591522292642,0.031243370646691502,0.0016548950172422443,0.0017604378993009882,253.87949269320603,87.87949269320603,2.9528818865811854,30,,309.8040120699257,92.8040120699257,2.827977298316508,33,,1,,,,,,,,,,0.6379746192032059,0.7285182479443499,0.16877247072364712,0.15255914807033183,0.5592519374369765,0.3621227346319901,0.15419049783528435,22.416876236949182,0.18029717499221035,,,,0.411461871,2.9567871178689065,2.9599805442038623,0.0,0.0,2.959153210864436,0.0,0.0,62.21550056296318,0.0,1.0
LGIH,57.5,0.0,0.0,0.0,0.0,0.0,0.4332,0.5668,0.3842482100238663,0.8037656903765691,0.3403338180158125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,460.0,0.0,172.0,0.0,0.0,1,1,1,1,0.39400037880522365,0.15306403837377314,0.392428420773669,0.1855278900326177,0.49367419422578984,0.011387817504924028,0.39400037880522365,0.15306403837377314,0.3923262754203731,0.17266184834350665,0.3879998106316645,0.15216531948500148,0.39400037880522365,0.15306403837377314,0.3403338180158125,1.3849359430796477,,,1.0511091071643814,,,1.0622803581840834,,,1.0037153719936596,,,1.0511091071643814,,,1.0578388458661918,,,1.0508015227078666,,,1.0511091071643814,,,0.000560917462901422,0.00039460963484065485,0.0004885637381675428,0.000560917462901422,0.00043443330760989976,0.000539332778229538,0.000560917462901422,113.73550307341432,113.73550307341432,53.68296855706418,2,,53.68296855706418,86.76745735185091,86.76745735185091,,53.97192794547892,2,,12.544148012852402,12.544148012852402,53.33282352432918,0,86.4380097654933,-201.5619902345067,63.20396386989906,-3,,65.95497314350926,-394.0450268564907,63.20396386989906,-6,,78.71739764817039,78.71739764817039,53.54363795662025,1,,28.239979867126557,28.239979867126557,53.68296855706418,1,,0.39564490832528165,0.12624714942573384,0.42055490301442927,-8.643715161073615,1.0419697113123143,0.05991313895748209,0.0007055228635599426,0.0016103056521237326,108.23513565382673,-63.76486434617327,63.20396386989906,-1,,283.38355581011916,283.38355581011916,53.98700676325703,5,,1,,,,,,,,,,0.0007321437451027467,0.0010756436868735962,0.0,-0.0010982156176541202,-0.0027948856756308833,0.0003617856945933214,-0.00024903660528318073,5.0,0.00036607187255137337,,,,0.062429842,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,269.9350338162851,0.0,1.0
LH,335.1099853515625,1.0,1.0,1.0,1.0,1.0,0.9324,0.0676,0.8643595863166269,0.911715481171548,0.5439297658637613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.8782488477198196,-0.9979317272470349,0.8758410394049125,-1.1685279857342266,0.9022266491040009,-1.5743496227209712,0.8782488477198196,-0.9979317272470349,0.8759451739917986,-1.0872621523962371,0.8696797375634306,-0.8755340789667764,0.8782488477198196,-0.9979317272470349,0.5439297658637613,1.5885318909275963,0.0,0.0,0.6301149393519111,0.0,0.0,0.5822783214715399,0.0,0.0,0.48257200146273194,0.0,0.0,0.6301149393519111,0.0,0.0,0.6045952402211672,0.0,0.0,0.6668393300666033,0.0,0.0,0.6301149393519111,0.0,0.0,0.0005375112003693982,0.0003744412848688825,0.000412187109800532,0.0005375112003693982,0.00043001490726094014,0.0005720015431790597,0.0005375112003693982,108.98948744684078,108.98948744684078,323.86300070950205,0,0.0,0.0,82.3328052513273,82.3328052513273,0.0,323.86300070950205,0,0.0,10.583135239878546,10.583135239878546,323.86300070950205,0,82.83107847322877,82.83107847322877,323.86300070950205,0,0.0,65.28417863662357,65.28417863662357,323.86300070950205,0,0.0,83.48551163087302,83.48551163087302,323.86300070950205,0,0.0,27.06156695188238,27.06156695188238,323.86300070950205,0,0.0,0.880650181311642,-0.8529721521480672,0.9148847575095546,-12.183166352244161,0.6738388743104569,0.0035582220848782284,0.0006848284176371592,0.00015888392052068812,105.06037509336625,105.06037509336625,323.86300070950205,0,0.0,27.960586425828005,27.960586425828005,326.1109624207882,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LHX,262.82000732421875,0.0,0.0,0.0,0.0,0.0,0.064,0.936,0.064041368337311,0.003765690376569,0.6072003588708786,263.0,263.0,0.0,0.0,263.0,0.0,0.0,263.0,788.0,0.0,0.0,0.0,526.0,1,1,1,1,0.06342923406470058,1.7403826642753146,0.06279223347602719,2.0925091132166713,0.009587104502459037,6.006734815139996,0.06342923406470058,1.7403826642753146,0.06378205011350928,1.9223534080717408,0.06358555132267732,1.6276586971984572,0.06342923406470058,1.7403826642753146,0.6072003588708786,1.6518024839347136,,,2.3951379092239744,,,2.8581126467809073,,,20.380582701008684,,,2.3951379092239744,,,2.6241733756615386,,,2.263400571830453,,,2.3951379092239744,,,0.0023351184286127106,0.0021488104954911083,0.009927054707108333,0.0023351184286127106,0.0021823844625811395,0.002247245865765424,0.0023351184286127106,473.4847580613523,210.4847580613523,259.81761190127725,1,,0.0,472.4842136711194,209.4842136711194,,260.1459646638082,1,,254.8826976899917,254.8826976899917,264.261529991167,1,359.8443672834654,96.84436728346537,259.81761190127725,0,,331.32613475300417,-456.67386524699583,271.10609216715653,-2,,327.99294530060433,327.99294530060433,259.49306564062726,1,,117.5639943001175,117.5639943001175,259.81761190127725,0,,0.06366083695710202,1.4556194669872935,0.06217923014441034,-6.077709505756992,2.0761755628576624,0.04734933604245171,0.0023687165569493338,0.0024430902072700446,363.38773852520814,363.38773852520814,259.5924804523132,1,,429.9379991543797,429.9379991543797,253.6813646723665,2,,1,,,,,,,,,,0.04732705965796941,0.06841553732648156,0.5637634865533582,0.0,-0.1154825820476574,0.0413948880400903,0.03310668801050582,1.1543297761365283,0.0,,,,0.0,0.0,0.0,264.261529991167,0.0,-0.0,0.0,0.0,253.6813646723665,0.0,1.0
LI,12.229999542236328,1.0,1.0,1.0,1.0,1.0,0.332892998678996,0.667107001321004,0.4299738219895287,0.1791310541310541,0.2593312808826717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1,1,1,1,0.40414493234713805,0.13752983701361218,0.40799813446347577,0.15713854159266574,0.2702597448802782,0.4944161481215045,0.40414493234713805,0.13752983701361218,0.4082734456987145,0.14563230830099552,0.4194959323910123,0.10732165026520124,0.40414493234713805,0.13752983701361218,0.2593312808826717,1.3039334059465069,,,1.0371726547713498,,,1.0425840277888405,,,1.1402081390378949,,,1.0371726547713498,,,1.0394052633273387,,,1.0288910773649418,,,1.0371726547713498,,,0.0004503873668406068,0.00030431007241811466,0.0004334911790530782,0.0004503873668406068,0.0003353370073872366,0.000421403917476515,0.0004503873668406068,91.32365656893325,91.32365656893325,11.52779686849635,8,0.0,23.0555937369927,66.91223147893884,66.91223147893884,,11.533525372052594,6,0.0,11.130129167390113,11.130129167390113,11.65602275286591,1,69.405198069337,69.405198069337,11.52779686849635,6,,50.9103306050145,50.9103306050145,11.530251084589178,4,,61.505291503676816,61.505291503676816,11.51983896842692,5,,22.675225881177738,22.675225881177738,11.52779686849635,2,0.0,0.40021417757125577,0.12036662564239382,0.35160269141362516,-8.150010430790697,1.032459215418099,0.11499188454552499,0.0005848297977487289,0.0024727478145111195,89.71946305799018,89.71946305799018,11.525175076558074,8,,435.15718110639705,325.15718110639705,11.548325036412997,28,,1,0.01097107,0.012146204,0.007789039,0.010505198,0.01097107,1.808820983,0.011243211,0.008452069,0.01097107,0.0023643070086238416,0.0023149238675503067,0.0038194894925516476,0.0017732302564678812,0.001325548076317263,0.0008998387980973569,0.0018110155710670222,28.0,0.0005910767521559604,0.128378172,0.128378172,3.49e-05,0.003417909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.35310101956395,0.0,1.0
LII,393.3900146484375,0.0,0.0,0.0,0.0,0.0,0.0396,0.9604,0.0270485282418456,0.0234309623430962,0.4880150669670999,787.0,787.0,393.0,0.0,1180.0,0.0,0.0,787.0,1180.0,787.0,787.0,393.0,1967.0,1,1,1,1,0.029036502477968726,2.920276843566909,0.028667345121326442,3.5092573819364707,0.02839619862394934,3.815277904921098,0.029036502477968726,2.920276843566909,0.02869427071851729,3.260864268369293,0.02778201738287035,2.80418531938568,0.029036502477968726,2.920276843566909,0.4880150669670999,1.532617192030935,,,3.479507039314257,,,4.474397418246935,,,5.098953734655126,,,3.479507039314257,,,4.024149469340081,,,3.3112383200949305,,,3.479507039314257,,,0.0026258056776814237,0.002493004821725176,0.003760175815035021,0.0026258056776814237,0.0024795824234074694,0.0024836772698350142,0.0026258056776814237,532.4265145523021,-254.57348544769786,412.16657491920176,-1,,0.0,548.1662647044731,-631.8337352955269,,412.16657491920176,-2,,96.54462313363882,96.54462313363882,391.86387711619454,0,404.63959819629156,-382.36040180370844,412.16657491920176,-1,,376.44625602650393,-803.553743973496,412.16657491920176,-2,,362.5008884516885,-424.4991115483115,412.16657491920176,-1,,132.19894971560532,132.19894971560532,389.58550771389054,0,,0.02940724603320926,2.4318442586783022,0.03555137864914232,-5.8870514262657245,2.8245278514669705,0.08097338850377922,0.002581625970434046,0.003166589628755351,396.050435144588,-390.949564855412,412.16657491920176,-1,,557.2603111742573,164.26031117425725,375.4701072613787,0,,1,,,,,,,,,,-0.13325026317301733,-0.3848402303961129,0.0,-0.13325026317301733,-0.3322886180227377,-0.12286648914778388,-0.09240416403854096,0.0,0.0,,,,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0
LIN,489.510009765625,1.0,1.0,1.0,1.0,1.0,0.2972,0.7028,0.4045346062052506,0.0786610878661087,0.7948784355552898,979.0,0.0,2448.0,0.0,2448.0,0.0,0.0,0.0,0.0,490.0,490.0,490.0,3427.0,1,1,1,1,0.3743689064878785,0.18405389981762665,0.3781831111469869,0.21228790588491034,0.1564016993621118,1.0009482983714668,0.3743689064878785,0.18405389981762665,0.3793398874296375,0.19531563980189331,0.39198991713783693,0.14633779981582154,0.3743689064878785,0.18405389981762665,0.7948784355552898,1.839480560619125,,,1.1187117106921658,,,1.1381292640982295,,,1.840544036089885,,,1.1187117106921658,,,1.1264167836604282,,,1.0932888364974116,,,1.1187117106921658,,,0.0015759317712575858,0.0013161501977298794,0.002868438102864464,0.0015759317712575858,0.0014413932894450873,0.0016241511122636462,0.0015759317712575858,319.54682224764093,-659.4531777523591,500.2107006768228,-1,,0.0,289.3974096609971,-2158.6025903390027,,500.2107006768228,-4,,73.648757197977,73.648757197977,483.3019129266859,0,242.8528524127164,242.8528524127164,478.47137385210334,1,,218.83003450543634,218.83003450543634,478.5717647891665,0,,237.0502111228323,-252.9497888771677,500.2107006768228,-1,,79.34194321937288,79.34194321937288,478.47137385210334,0,,0.37012699344543787,0.16013775638224964,0.3159268651996601,-7.894567947516087,1.1025230957496215,0.008134778600312857,0.0017298982517843467,0.0006251006960121379,265.385831728313,-224.614168271687,500.2107006768228,0,,110.00598410722628,-379.99401589277375,487.3733199778641,-1,,1,,,,,,,,,,-0.0005293099693449523,-0.0028166346865625344,0.0,0.0005293099693449523,0.0,-0.00033460549460836655,0.0,-0.9738156730929433,0.0,,,,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-487.3733199778641,0.0,1.0
