,price,sim1_direction,sim2_direction,sim3_direction,sim4_direction,sim5_direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,et,rollover,roth,simple,fid,schwab,dm,sim1,sim2,sim3,sim4,sim5,owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sim1_status,sim1_status_scaled,sim2_status,sim2_status_scaled,sim3_status,sim3_status_scaled,dm_status,dm_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,sim1_sharpe_adj_status,sim1_w_sharpe_adj_status,sim1_mean_sharpe_adj_status,sim2_sharpe_adj_status,sim2_w_sharpe_adj_status,sim2_mean_sharpe_adj_status,sim3_sharpe_adj_status,sim3_w_sharpe_adj_status,sim3_mean_sharpe_adj_status,dm_sharpe_adj_status,dm_w_sharpe_adj_status,dm_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,sim1_norm,sim2_norm,sim3_norm,dm_norm,et_target,et_diff,et_bid_ask,et_nshares,qe,exact_amt,fid_target,fid_diff,DEL,fid_bid_ask,fid_nshares,qf,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares,sim1_target,sim1_diff,sim1_bid_ask,sim1_nshares,q1,sim2_target,sim2_diff,sim2_bid_ask,sim2_nshares,q2,sim3_target,sim3_diff,sim3_bid_ask,sim3_nshares,q3,dm_target,dm_diff,dm_bid_ask,dm_nshares,qd,sim4_status,sim4_status_scaled,sim5_status,sim5_status_scaled,sim4_sharpe_adj_status,sim5_sharpe_adj_status,sim4_norm,sim5_norm,sim4_target,sim4_diff,sim4_bid_ask,sim4_nshares,q4,sim5_target,sim5_diff,sim5_bid_ask,sim5_nshares,q5,up_down,et_sell_w,fid_sell_w,schwab_sell_w,sim1_sell_w,sim2_sell_w,sim3_sell_w,sim4_sell_w,sim5_sell_w,dm_sell_w,et_q,fid_q,schwab_q,sim1_q,sim2_q,sim3_q,sim4_q,sim5_q,dm_q,ltest,lt2,testy,sort_col,et_sort_col,fid_sort_col,schwab_sort_col,sim1_sort_col,sim2_sort_col,sim3_sort_col,sim4_sort_col,sim5_sort_col,dm_sort_col,currently_active
CMCSA,27.059999465942383,1.0,1.0,1.0,1.0,1.0,0.8508,0.1492,0.956642800318218,0.5761506276150627,0.1840882072779429,0.0,0.0,81.0,0.0,81.0,0.0,27.0,54.0,81.0,0.0,81.0,135.0,81.0,1,1,1,1,0.9312200637043243,-1.6346980742687378,0.9350847149706549,-2.039970231667166,0.7506217648182585,-0.5610519960814673,0.9312200637043243,-1.6346980742687378,0.9354189039883166,-1.9041056912731418,0.9465310426824011,-1.85079081245969,0.9312200637043243,-1.6346980742687378,0.1840882072779429,1.228690332341778,0.0,0.0,0.7141486403750046,0.0,0.0,0.6569617470686088,0.0,0.0,0.8908778063201559,0.0,0.0,0.7141486403750046,0.0,0.0,0.6756038857746854,0.0,0.0,0.6830629850241613,0.0,0.0,0.7141486403750046,0.0,0.0,0.00025307159149486915,0.00015117070798019647,0.0002654489965392713,0.00025307159149486915,0.00017180207869886668,0.00022394214405681466,0.00025307159149486915,51.314545679097584,51.314545679097584,25.892840625233497,2,0.0,-27.43801848149946,33.23967992524406,-47.76032007475594,0.0,27.380331361633672,-2,0.0,6.815551876487949,6.815551876487949,25.892840625233497,0,38.998615917306246,-15.001384082693754,27.43801848149946,-1,0.0,26.082718079152652,-54.917281920847344,27.392491111028892,-2,0.0,32.68509446388899,32.68509446388899,25.892840625233497,1,0.0,12.741155555737757,-14.258844444262243,27.43801848149946,-1,0.0,0.9272099842120352,-1.3109016690516113,0.8734865598474367,-11.886751117163632,0.76339577956168,0.08646094198103645,0.0003626408442010226,0.0014920940971362353,55.633180713187656,-25.366819286812344,27.52523097686707,-1,0.0,262.58054195618377,127.58054195618377,26.269580812922097,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08350743106306,-0.13004620456525598,0.0,-0.04175371553153,-0.11330057761058654,0.053522291116956236,-0.026850987280035942,5.0,-0.04175371553153,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,131.34790406461047,-0.0,1.0
CME,285.79998779296875,1.0,1.0,1.0,1.0,1.0,0.9496,0.0504,0.9801113762927606,0.7313807531380753,0.6883275509989957,286.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,857.0,572.0,1143.0,0.0,286.0,1,1,1,1,0.9731515621601202,-3.0490247163936512,0.974107010799614,-3.709150123656419,0.8665579663050137,-1.1779054375701825,0.9731515621601202,-3.0490247163936512,0.9743607633759485,-3.4664481094244866,0.9773410833975581,-3.119477599342319,0.9731515621601202,-3.0490247163936512,0.6883275509989957,1.7329296760628308,,,0.18704711549999598,,,0.1301144860558826,,,0.5232854189961165,,,0.18704711549999598,,,0.14868880308287324,,,0.17994020448498824,,,0.18704711549999598,,,0.00021485400836454045,0.00011851042208395679,0.0006385419332891019,0.00021485400836454045,0.0001498289562074481,0.00021378949489897633,0.00021485400836454045,43.565284279578854,-242.43471572042114,287.82614642447106,-1,,0.0,26.058279084016363,26.058279084016363,,275.52083828852534,0,,16.394922295368072,16.394922295368072,275.52083828852534,0,33.10924351883366,-1395.8907564811664,287.82614642447106,-5,,22.746793603716487,-834.2532063962835,287.29284415279045,-3,,31.203281836880823,-540.7967181631192,287.6121462386353,-2,,10.81705112050039,10.81705112050039,275.52083828852534,0,,0.9720817916598303,-2.503315960988222,0.956299387531864,-12.4796992446669,0.2524967917224529,0.001047335190464459,0.00033201613141672996,6.453252523461092e-05,50.935005623804784,-1092.0649943761953,288.42513305138635,-4,,11.356512623719658,11.356512623719658,277.96427647441527,0,,1,,,,,,,,,,-0.1452586206434279,0.0,0.0,-0.7262931032171395,-0.5632623044687155,-0.3040981403999537,-0.3916619250336491,0.0,0.0,,,,0.0,-0.0,0.0,0.0,-287.82614642447106,-287.29284415279045,-0.0,-0.0,0.0,0.0,1.0
CMG,38.02999877929688,1.0,1.0,1.0,1.0,1.0,0.7824,0.2176,0.9554494828957836,0.7263598326359832,0.5965321888524259,114.0,38.0,38.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,190.0,1,1,1,1,0.9116647142196121,-1.3322989507057559,0.9187651187675451,-1.7055156253281525,0.8074709628132016,-0.7919153490652381,0.9116647142196121,-1.3322989507057559,0.9185889920369469,-1.5827819289966356,0.9379919852977349,-1.6590525895682968,0.9116647142196121,-1.3322989507057559,0.5965321888524259,1.641134313916261,,,0.5168490312074747,,,0.4296040147123212,,,0.6754979949884037,,,0.5168490312074747,,,0.4565346709765737,,,0.43960698103714846,,,0.5168490312074747,,,0.000492853961394508,0.00031472289474154504,0.0006594227416156531,0.000492853961394508,0.0003699514445066981,0.0004260073084608018,0.000492853961394508,99.93447690321031,-14.06552309678969,38.86040013209877,0,,36.06428359383027,69.20182108114275,-6.798178918857246,,38.641535473456784,0,,16.931048761197665,16.931048761197665,36.06428359383027,0,75.949347890899,75.949347890899,36.06428359383027,2,,56.165439342307245,56.165439342307245,36.06428359383027,2,,62.177171599356605,62.177171599356605,36.06428359383027,2,,24.813251267344683,24.813251267344683,36.06428359383027,1,,0.9046748260783716,-1.0463568309354214,0.8182485443821722,-11.491241402630791,0.5955009710925953,0.003370752852710754,0.0006664990817649857,0.00016979999235392063,102.24844899283005,102.24844899283005,36.06428359383027,3,,29.881610082113614,-464.11838991788636,37.673625753208405,-12,,1,,,,,,,,,,0.0,0.0,0.0,0.055469390439114315,0.07828745733619721,0.08601423421728974,0.0513216852021196,-12.0,0.027734695219557157,,,,0.057206079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-452.0835090385009,0.0,1.0
CMI,564.8499755859375,0.0,0.0,0.0,0.0,0.0,0.0244,0.9756,0.0123309466984884,0.0924686192468619,0.7591310527661597,2824.0,0.0,2259.0,565.0,2824.0,0.0,0.0,2259.0,1130.0,2259.0,1130.0,565.0,5648.0,1,1,1,1,0.013816220326428888,4.1253113541177395,0.013542938402247994,4.958504302151962,0.023138419307973845,4.251167837962956,0.013816220326428888,4.1253113541177395,0.013547199520309645,4.6094100349068,0.012867440147435646,3.966780766647456,0.013816220326428888,4.1253113541177395,0.7591310527661597,1.8037331778299948,,,11.396997999534179,,,18.630796436610336,,,12.275280254374442,,,11.396997999534179,,,15.163628694900867,,,10.37956917991217,,,11.396997999534179,,,0.015012787954368762,0.01991797236083529,0.009927054707108333,0.015012787954368762,0.017937383473500292,0.014327079413738127,0.015012787954368762,3044.0966870462844,220.0966870462844,564.5864226047488,0,,564.5864226047488,4379.598633094676,1555.5986330946762,,573.1572375105256,3,,254.8826976899917,254.8826976899917,565.6224562218162,0,2313.4874516022446,54.48745160224462,564.5864226047488,0,,2723.2250026323245,1593.2250026323245,567.8902811746833,3,,2091.0844897102784,-167.91551028972162,597.8561345186071,0,,755.8346060181809,755.8346060181809,564.5864226047488,1,,0.014101758282253797,3.4335112683556726,0.019738413404427058,-5.773829013817038,7.578276681728165,0.03318218480623851,0.01121935371388368,0.0023711830658509326,1721.1749383190515,591.1749383190515,563.0687149164585,1,,417.2836925656804,-147.71630743431962,557.0962740482705,0,,1,,,,,,,,,,0.0,1.1525046053652896,0.0,0.0,0.9959372282765393,0.0,0.18420311921758406,0.0,0.265909277631449,,,,0.0,0.0,573.1572375105256,0.0,0.0,567.8902811746833,0.0,0.0,0.0,0.0,1.0
CMS,68.20999908447266,0.0,0.0,0.0,0.0,0.0,0.0536,0.9464,0.073587907716786,0.0322175732217573,0.4781948861017088,68.0,205.0,0.0,0.0,205.0,0.0,0.0,68.0,0.0,682.0,68.0,0.0,273.0,1,1,1,1,0.06804737730188788,1.6484558025686191,0.06888650262875315,1.9480214126922153,0.04669464938932028,2.8029146942611294,0.06804737730188788,1.6484558025686191,0.06891281040584991,1.8105416347822358,0.07132589628905266,1.4884010742151244,0.06804737730188788,1.6484558025686191,0.4781948861017088,1.5227970111655438,0.0,0.0,2.0002178132840593,0.0,0.0,2.2687704527547377,0.0,0.0,3.2503489602672713,0.0,0.0,2.0002178132840593,0.0,0.0,2.141317043721252,0.0,0.0,1.8700127706755012,0.0,0.0,2.0002178132840593,0.0,0.0,0.001476639964864378,0.0012319969137490159,0.002334593078669777,0.001476639964864378,0.0012858993767023953,0.0013692922173366012,0.001476639964864378,299.4137290599463,231.41372905994632,67.46295566556192,3,0.0,67.46295566556192,270.89363825213053,65.89363825213053,0.0,67.58529669042287,1,0.0,59.94198676810436,59.94198676810436,67.83991666931979,1,227.55187375133727,159.55187375133727,67.46295566556192,2,0.0,195.22319621914994,195.22319621914994,67.52324603211834,3,0.0,199.8527149090805,-482.14728509091947,69.91027969670262,-7,0.0,74.34299275166813,74.34299275166813,67.46295566556192,1,0.0,0.06720968404092173,1.3959929125162076,0.05730746990597659,-6.042827215273784,1.7987340648338572,0.07876365416669223,0.0016130526477134402,0.0030077591151949344,247.46040299967567,179.46040299967567,67.41982128847118,3,0.0,529.3091233705397,529.3091233705397,66.49962944910638,8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12737843123541331,0.05929355350480272,0.12275516848914,0.0849189541569422,0.15365910990374676,-0.24230256725114302,0.09134982242791331,4.564470094206689,0.0424594770784711,0.0,0.0,0.0,0.050713913,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,332.49814724553187,0.0,1.0
CNC,64.75,0.0,0.0,0.0,0.0,0.0,0.4144,0.5856,0.3898170246618934,0.9836820083682009,0.3712007647104351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.395027356334026,0.15147777843697727,0.39429242024098227,0.1820849160612169,0.5084733733542399,-0.015255358094358257,0.395027356334026,0.15147777843697727,0.39410909399433314,0.1695994394707075,0.3918635429992489,0.1465216408214451,0.395027356334026,0.15147777843697727,0.3712007647104351,1.4158028897742703,0.0,0.0,1.0540799870968776,0.0,0.0,1.0653574105568386,0.0,0.0,0.9947098036961822,0.0,0.0,1.0540799870968776,0.0,0.0,1.060742547703479,0.0,0.0,1.0522651257291455,0.0,0.0,1.0540799870968776,0.0,0.0,0.0006065474183842303,0.0004322409101714554,0.0005299767222356842,0.0006065474183842303,0.00047582387706511086,0.0005865524379638453,0.0006065474183842303,122.98774834174672,122.98774834174672,61.160021647579754,2,0.0,0.0,95.04188805266105,95.04188805266105,0.0,61.24851215722249,2,0.0,13.607449607344693,13.607449607344693,60.9392160077638,0,93.46963705201117,93.46963705201117,61.160021647579754,2,0.0,72.23882350441284,72.23882350441284,61.21815798479466,1,0.0,85.60926271210838,85.60926271210838,61.12603355339293,1,0.0,30.537267987747697,30.537267987747697,61.160021647579754,0,0.0,0.3958504645762034,0.12598149986973906,0.40858228229147453,-8.557989999435186,1.0447768921404974,0.05101754960440361,0.0007551349495806262,0.0014877736697535312,115.84618717017747,115.84618717017747,61.12178494244589,2,0.0,261.8202278675414,261.8202278675414,61.26541908950195,4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007170474175063117,0.0010360911455318876,0.0,0.0007170474175063117,0.000449437029199659,0.0003354467379532588,0.0004959793221696582,4.0,0.0,0.0,0.0,0.0,0.09252496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0616763580078,0.0,1.0
CNP,39.2400016784668,0.0,0.0,0.0,0.0,0.0,0.0644,0.9356,0.094272076372315,0.0569037656903765,0.4637210627467227,157.0,78.0,118.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,353.0,1,1,1,1,0.08564586263959098,1.3676676659622777,0.08698847977617062,1.6104755432737496,0.06818217668778853,2.1237524558814225,0.08564586263959098,1.3676676659622777,0.08695455113558115,1.4977612319657791,0.09073085983855426,1.2200949501962852,0.08564586263959098,1.3676676659622777,0.4637210627467227,1.5083231878105579,0.0,0.0,1.754369344031149,0.0,0.0,1.9384780069325727,0.0,0.0,2.3937452885735246,0.0,0.0,1.754369344031149,0.0,0.0,1.850725478534571,0.0,0.0,1.6511256545927167,0.0,0.0,1.754369344031149,0.0,0.0,0.001253526552449054,0.001013177088498531,0.0016533086849057506,0.001253526552449054,0.001069695486694388,0.0011665447105828086,0.001253526552449054,254.17371090785912,97.17371090785912,38.78353656618655,3,0.0,77.5670731323731,222.77915198818584,26.779151988185845,0.0,38.847736075480974,1,0.0,42.44962782579651,42.44962782579651,38.91219921428098,1,193.16984681031187,193.16984681031187,38.78353656618655,5,0.0,162.39946583472715,162.39946583472715,38.81463068050195,4,0.0,170.26104765736196,170.26104765736196,38.738064182070744,4,0.0,63.11011324368611,63.11011324368611,38.78353656618655,2,0.0,0.08434450536455648,1.1619410340130405,0.06974640297400074,-6.131891219934143,1.6121296909316696,0.08044363914275277,0.001405403097851852,0.0029652286779453725,215.60462856832652,176.60462856832652,38.7662500769429,5,0.0,521.8245650681797,521.8245650681797,38.23318960360454,14,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08768038333681427,0.040525491804419986,0.07047382021659958,0.1461339722280238,0.14020554424872803,0.09303948046840473,0.10547710675963232,8.225019672866814,0.05845358889120952,0.0,0.0,0.0,0.000135366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.86551682883635,0.0,1.0
CNQ,48.9900016784668,1.0,1.0,1.0,1.0,1.0,0.6424,0.3576,0.5719968178202068,0.6104602510460251,0.597248885790234,0.0,0.0,2303.0,0.0,2303.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2303.0,1,1,1,1,0.5859075414119356,-0.12256678045658154,0.5834732136479671,-0.14191172081770909,0.6070286342648845,-0.19955699701432167,0.5859075414119356,-0.12256678045658154,0.5835869361495482,-0.13212345517787538,0.5772967526650369,-0.10288538560316486,0.5859075414119356,-0.12256678045658154,0.597248885790234,1.6418510108540691,0.0,0.0,0.9410381629215528,0.0,0.0,0.9320551656340886,0.0,0.0,0.9057923418437053,0.0,0.0,0.9410381629215528,0.0,0.0,0.9365896660336775,0.0,0.0,0.9502662492696462,0.0,0.0,0.9410381629215528,0.0,0.0,0.0008986907607812564,0.0006840065926653931,0.0008858209292970801,0.0008986907607812564,0.0007602905539206872,0.0009223755489594477,0.0008986907607812564,182.22475238366573,182.22475238366573,46.99313444683082,4,0.0,-51.022041886004644,150.40056708560843,-2152.5994329143914,0.0,50.970690798074386,-42,0.0,22.743949216661775,22.743949216661775,46.99313444683082,0,138.48925357886537,138.48925357886537,46.99313444683082,3,0.0,115.42610151367688,115.42610151367688,46.99313444683082,2,0.0,134.6237532729543,134.6237532729543,46.99313444683082,3,0.0,45.245531953950845,-52.754468046049155,51.022041886004644,-1,0.0,0.5883385357699019,-0.10584573139318126,0.6237100438413011,-10.0983262849081,0.948872460898105,0.006690977755269119,0.0010633748030777544,0.00033759976762315504,163.13364457281457,163.13364457281457,46.99313444683082,3,0.0,59.41121951819896,59.41121951819896,47.19076934501721,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009389134794682411,-0.013216177081697235,0.0,0.0007041851096011809,0.0005455189815043764,0.0004961907455021214,0.0005251555712886318,1.0,-0.00023472836986706028,0.0,0.0,0.0,-0.060037406,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,47.19076934501721,-0.0,1.0
COF,215.6699981689453,0.0,0.0,0.0,0.0,0.0,0.4516,0.5484,0.403739061256961,0.6251046025104603,0.5382129792453217,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1,1,1,1,0.4133002015692345,0.12374950781028116,0.411719381186391,0.15046884541775296,0.48055296995909424,0.035044423131970315,0.4133002015692345,0.12374950781028116,0.4116752146383526,0.13996492038369499,0.4074091059649155,0.12423740464393342,0.4133002015692345,0.12374950781028116,0.5382129792453217,1.582815104309157,,,1.0584720325050614,,,1.0715391171129636,,,1.0162227562345836,,,1.0584720325050614,,,1.066383041858141,,,1.0587092040712323,,,1.0584720325050614,,,0.0008918509045557974,0.000679198254600311,0.0008552668075283256,0.0008918509045557974,0.000747588192216702,0.0008959625983561673,0.0008918509045557974,180.83785584325776,-35.162144156742244,227.01577447292755,0,,0.0,149.3433012939007,149.3433012939007,,202.95503154219358,1,,21.959455002442102,21.959455002442102,201.00011008139052,0,137.4352240677273,137.4352240677273,201.2362204267736,1,,113.49764918193767,113.49764918193767,201.91524686858392,1,,130.76869602513574,130.76869602513574,201.17521719480166,1,,44.90117219538339,44.90117219538339,201.2362204267736,0,,0.41492835003922873,0.10175269280569231,0.43918975227608625,-8.777142545272005,1.047834174121711,0.017765311630918185,0.0010536157024894188,0.0007827529658698397,161.63648887369513,161.63648887369513,201.10080131262407,1,,137.74982314479752,137.74982314479752,204.2429957338312,1,,1,,,,,,,,,,0.0,0.0003537636475211193,0.0,0.00023928032317635682,0.00030609654590646994,0.0002411708236353195,0.0001617751639563998,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.2429957338312,0.0,1.0
COIN,178.63999938964844,1.0,1.0,1.0,1.0,1.0,0.7636499626028422,0.2363500373971577,0.7490747594374537,0.5052974735126324,0.2846469941480906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,1,1,1,1,0.7519635144871968,-0.43833693800401474,0.7511899538356639,-0.5205615068734478,0.6429646113301449,-0.2743697233828246,0.7519635144871968,-0.43833693800401474,0.7515827932483375,-0.48511263436817825,0.7501095553558708,-0.4061641384324178,0.7519635144871968,-0.43833693800401474,0.2846469941480906,1.3292491192119258,0.0,0.0,0.8827114445351826,0.0,0.0,0.8622938247311185,0.0,0.0,0.924881625322702,0.0,0.0,0.8827114445351826,0.0,0.0,0.8710377608971152,0.0,0.0,0.8908314082831085,0.0,0.0,0.8827114445351826,0.0,0.0,0.0004093683051719454,0.000271814590133994,0.000380470731812535,0.0004093683051719454,0.00030350965220889283,0.0003920974862879208,0.0004093683051719454,83.00634801099928,83.00634801099928,161.84145866344576,1,0.0,0.0,59.76706794446555,59.76706794446555,0.0,161.84145866344576,0,0.0,9.76879944532031,9.76879944532031,161.84145866344576,0,63.084114687930054,63.084114687930054,161.84145866344576,0,0.0,46.078352210987795,46.078352210987795,161.84145866344576,0,0.0,57.22792122202207,57.22792122202207,161.84145866344576,0,0.0,20.610078061212292,20.610078061212292,161.84145866344576,0,0.0,0.7525803500543493,-0.3690028191207302,0.7593498183362758,-11.06952063426957,0.9003034136986632,0.04282886965839663,0.0005398484632825608,0.0009889105740754516,82.8188208686358,82.8188208686358,161.84145866344576,1,0.0,174.02969087895528,-4.970309121044721,174.83724078625468,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003002176112792742,0.0,0.0,0.0,0.0,0.0,0.002127548133110099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COO,71.16999816894531,0.0,0.0,0.0,0.0,0.0,0.166,0.834,0.1109785202863961,0.4393305439330544,0.292597949120685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,1,1,1,1,0.11960650527516198,1.014937817875675,0.11808424105790646,1.2256920319707223,0.17675240000610334,0.8750379490984764,0.11960650527516198,1.014937817875675,0.11808764732683001,1.139500276587465,0.11417698464640176,0.9934044363424277,0.11960650527516198,1.014937817875675,0.292597949120685,1.33720007418452,0.0,0.0,1.343016940323124,0.0,0.0,1.4278346340758428,0.0,0.0,1.2895156939454566,0.0,0.0,1.343016940323124,0.0,0.0,1.392518019028267,0.0,0.0,1.33463975073513,0.0,0.0,1.343016940323124,0.0,0.0,0.0006356744928858911,0.0004609544733778511,0.0005436016655440654,0.0006356744928858911,0.0004969437914439373,0.0006007041461499501,0.0006356744928858911,128.89375535812198,128.89375535812198,69.63918978544655,2,0.0,0.0,101.35547659931845,101.35547659931845,0.0,69.75465091610424,1,0.0,13.957277669018083,13.957277669018083,69.53728800437435,0,97.95815188125489,97.95815188125489,69.63918978544655,1,0.0,75.44521528250259,75.44521528250259,69.7110533711228,1,0.0,87.6747511927888,87.6747511927888,69.56874784501179,1,0.0,32.0037012010416,32.0037012010416,69.63918978544655,0,0.0,0.12118307717614839,0.8407144949244021,0.148324117011824,-6.694515510216361,1.2767184544327859,0.14294741176089437,0.0007791962818888457,0.0033742914644544946,119.53746593788628,119.53746593788628,69.56021654179028,2,0.0,593.811933949155,24.81193394915499,68.46702566973232,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032190586692319896,0.023473764956820596,0.0,0.016095293346159948,0.02028845125535796,0.015419568346012758,0.022087526936749764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COP,130.35000610351562,1.0,1.0,1.0,1.0,1.0,0.782,0.2179999999999999,0.7044550517104217,0.6707112970711298,0.5708425902832713,0.0,130.0,130.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,1,1,1,1,0.7198736839926693,-0.36060651801777255,0.7171225228498265,-0.42295985085582943,0.7145558510226614,-0.450156060990566,0.7198736839926693,-0.36060651801777255,0.717326241980502,-0.3937263153816596,0.7103216361618391,-0.3183196454558036,0.7198736839926693,-0.36060651801777255,0.5708425902832713,1.6154447153471065,0.0,0.0,0.8411791725862855,0.0,0.0,0.8163958802326322,0.0,0.0,0.8058163013619115,0.0,0.0,0.8411791725862855,0.0,0.0,0.8279229453822076,0.0,0.0,0.85841348729329,0.0,0.0,0.8411791725862855,0.0,0.0,0.0007599921854882915,0.0005614949488076075,0.0007373651332752663,0.0007599921854882915,0.0006298309500446567,0.000784137592935886,0.0007599921854882915,154.1012702675749,154.1012702675749,125.0357833981715,1,0.0,0.0,123.46249235302362,-136.5375076469764,0.0,134.33800740758684,-1,0.0,18.932263384945717,18.932263384945717,125.0357833981715,0,117.11564765898645,117.11564765898645,125.0357833981715,1,0.0,95.61993214490731,95.61993214490731,125.0357833981715,1,0.0,114.4474676963603,114.4474676963603,125.0357833981715,1,0.0,38.262606242185605,38.262606242185605,125.0357833981715,0,0.0,0.7225870844138442,-0.30756050785487543,0.7614271614676235,-11.08439461882433,0.8628545150247533,0.004911432370719097,0.0009216509882991118,0.00023337744984008613,141.39161875022987,141.39161875022987,125.0357833981715,1,0.0,41.07004871675109,41.07004871675109,125.82164352728506,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020318290755765955,-0.002795234928687273,0.0,0.0020318290755765955,0.0024221939285002823,0.0015832405731735703,0.0014780229061242013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COR,322.0299987792969,1.0,1.0,0.0,1.0,1.0,0.5776,0.4224,0.6014319809069213,0.4882845188284518,0.7227327198883179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5960306689848949,-0.13779627082011878,0.5968587859659404,-0.16590771228221154,0.5489849271012137,-0.08881311851174493,0.5960306689848949,-0.13779627082011878,0.5969380333856193,-0.1543787327190414,0.5993051652838361,-0.13378331887454806,0.5960306689848949,-0.13779627082011878,0.7227327198883179,1.767334844952153,0.0,0.0,0.9245286759142324,0.0,0.0,0.9098460144907637,0.0,0.0,0.9506810617567251,0.0,0.0,0.9245286759142324,0.0,0.0,0.9158392052758799,0.0,0.0,0.9266438862935741,0.0,0.0,0.9245286759142324,0.0,0.0,0.0011358276931474503,0.0008965178352196006,0.0012574508722809812,0.0011358276931474503,0.0009984450843606803,0.0011850599834886079,0.0011358276931474503,230.308276402413,230.308276402413,308.9984138314716,1,0.0,0.0,197.1279111418599,197.1279111418599,0.0,308.9984138314716,1,0.0,32.285756450008456,32.285756450008456,308.9984138314716,0,175.03232066328334,175.03232066328334,308.9984138314716,1,0.0,151.58234318306418,151.58234318306418,308.9984138314716,0,0.0,172.96341279948186,172.96341279948186,308.9984138314716,1,0.0,57.18444032940711,57.18444032940711,308.9984138314716,0,0.0,0.5951632581180841,-0.1144679223809932,0.5830100581361435,-9.806910317260602,0.9368928534676217,0.003754622816904012,0.0013057893386552999,0.0002488048860408894,200.32275848799506,200.32275848799506,308.9984138314716,1,0.0,43.78498778552451,43.78498778552451,311.32889536677646,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029668456643642995,0.0004300838905424545,0.0,0.00029668456643642995,0.0,0.0002796558813920157,0.00020473289459720442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
