stock,price,sim1_direction,sim2_direction,sim3_direction,sim4_direction,sim5_direction,RSI,RSIRev,fair_value_mult,geomean,sharpe
HGBL,1.2200000286102295,0,0,0,0,0,0.3120496397117694,0.6879503602882306,0.4229390681003584,0.3525963149078727,0.6152148631646642
HHH,74.76000213623047,1,1,1,1,1,0.9843875100080064,0.015612489991993606,0.982484076433121,0.5489949748743719,0.08269004767762438
HIG,137.63999938964844,1,1,1,1,1,0.7926341072858286,0.20736589271417138,0.9311305732484076,0.3710217755443886,0.6217899333922633
HII,294.1000061035156,1,1,1,1,1,0.41152922337870296,0.5884707766212971,0.6174363057324841,0.02931323283082077,0.3960782942071731
HLT,339.4100036621094,0,0,0,0,0,0.4631705364291433,0.5368294635708567,0.39490445859872614,0.483249581239531,0.8521100876234996
HMC,29.6299991607666,1,1,1,1,1,0.9467574059247398,0.05324259407526022,0.9980095541401274,0.6934673366834171,0.30328794239564344
HMY,16.290000915527344,1,1,1,1,1,0.5324259407526021,0.4675740592473979,0.5748407643312102,0.2185929648241206,0.5452339881515358
HON,231.17999267578125,0,0,0,0,0,0.3522818254603683,0.6477181745396317,0.23964968152866242,0.30778894472361806,0.5222201537874104
HOOD,117.55000305175781,1,1,1,1,1,0.8790849673202614,0.12091503267973858,0.9862681744749596,0.7118491921005387,0.6952720861050753
HPE,43.150001525878906,0,0,0,0,0,0.35828662930344274,0.6417133706965572,0.03343949044585987,0.9472361809045227,0.6365070374746332
HPQ,22.600000381469727,0,0,0,0,0,0.29063250600480384,0.7093674939951962,0.13972929936305734,0.39489112227805695,0.43441295445014866
HRL,24.280000686645508,0,0,0,0,0,0.5356285028022418,0.46437149719775817,0.2929936305732484,0.8111390284757118,0.055772502607462464
HSIC,86.62000274658203,1,1,1,1,1,0.9827862289831866,0.01721377101681343,0.9597929936305732,0.9363484087102177,0.21667749027121888
HSY,177.50999450683594,1,1,1,1,1,0.31024819855884705,0.689751801441153,0.2659235668789809,0.04648241206030151,0.4288701351929698
HUBB,495.6000061035156,0,0,0,0,0,0.3270616493194556,0.6729383506805444,0.258359872611465,0.1800670016750419,0.7542840939474482
HUM,392.8599853515625,0,0,0,0,0,0.9047237790232185,0.09527622097678146,0.9255573248407644,0.9970686767169179,0.45563176401215333
HWM,277.9100036621094,1,1,1,1,1,0.6618377483443708,0.3381622516556292,0.6795876288659793,0.6313963573287077,0.982504135840084
IBIT,36.119998931884766,1,1,1,1,1,0.4184514003294893,0.5815485996705108,0.6280193236714976,0.15090543259557343,0.49708308635274867
IBKR,95.98999786376953,1,1,1,1,1,0.7025620496397118,0.2974379503602882,0.8730095541401274,0.8572026800670016,0.9080571047118011
IBM,299.5199890136719,1,1,1,1,1,0.8174539631705364,0.18254603682946358,0.9980095541401274,0.8869346733668342,0.5609602760375891
IBN,30.079999923706055,1,1,1,1,1,0.9659727782225781,0.0340272217774219,0.9319267515923567,0.5406197654941374,0.6559683955705808
ICE,134.91000366210938,1,1,1,1,1,0.33146517213771015,0.6685348278622898,0.7121815286624203,0.06574539363484087,0.6086089968805002
IDXX,564.97998046875,1,1,1,1,1,0.533626901521217,0.46637309847878305,0.6747611464968153,0.15829145728643215,0.7074509942599179
IEFA,98.30999755859375,1,1,1,1,1,0.6957566052842273,0.30424339471577266,0.8136942675159236,0.7110552763819096,0.6551219536855869
IEX,224.4600067138672,0,0,0,0,0,0.6625300240192153,0.33746997598078465,0.5513535031847133,0.8140703517587939,0.5931472087878635
IFF,82.7699966430664,1,1,1,1,1,0.9091273018414732,0.09087269815852683,0.9761146496815286,0.8404522613065326,0.09230351541452174
IHS,8.260000228881836,1,1,1,1,1,0.5820512820512821,0.4179487179487179,0.5658783783783784,0.5,-0.01903098149285412
IMPUY,11.329999923706055,1,1,1,1,1,0.31064851881505207,0.6893514811849479,0.3606687898089172,0.05820770519262981,0.5487467783308926
INCY,115.62000274658203,1,1,1,1,1,0.910728582866293,0.08927141713370701,0.9526273885350318,0.817001675041876,0.2673454095229279
INDL,46.0,1,1,1,1,1,0.6905524419535628,0.3094475580464372,0.6898885350318471,0.3458961474036851,0.2720950364702006
INFY,10.880000114440918,1,1,1,1,1,0.2389911929543635,0.7610088070456364,0.20461783439490447,0.005443886097152429,0.31484734360900785
INTC,122.19999694824219,0,0,0,0,0,0.46036829463570855,0.5396317053642914,0.2464171974522293,0.9840871021775545,0.5644975875874415
INTU,272.1400146484375,1,1,1,1,1,0.15972778222578063,0.8402722177742193,0.20501592356687898,0.007537688442211055,0.449482785456317
IONQ,48.869998931884766,0,0,0,0,0,0.2099487929773226,0.7900512070226774,0.14699493120926865,0.6101829753381066,0.7586651898109749
IP,38.58000183105469,1,1,1,1,1,0.8606885508406725,0.13931144915932747,0.9251592356687898,0.5540201005025126,0.2868641486521602
IPM,1.7300000190734863,0,0,0,0,0,0.3122497998398719,0.6877502001601281,0.5079617834394905,0.5368509212730318,0.6338013569948399
IQV,205.97000122070312,1,1,1,1,1,0.9515612489991994,0.04843875100080064,0.9936305732484076,0.5100502512562815,0.5033843459369676
IR,80.62999725341797,1,1,1,1,1,0.7101576182136602,0.2898423817863398,0.7101827676240209,0.2667893284268629,0.6253381627545368
IT,135.11000061035156,0,0,0,0,0,0.24379503602882305,0.756204963971177,0.1588375796178344,0.0347571189279732,0.2689175710822661
ITW,274.2699890136719,1,1,1,1,1,0.8734987990392313,0.12650120096076867,0.9331210191082803,0.3999162479061977,0.6198691449282628
IVV,754.760009765625,0,0,0,0,0,0.489191353082466,0.510808646917534,0.6194267515923567,0.7872696817420436,0.8932971705255563
IVZ,27.829999923706055,1,1,1,1,1,0.6076861489191353,0.3923138510808647,0.6540605095541401,0.6884422110552764,0.33836139656552405
IX,39.849998474121094,0,0,0,0,0,0.7397918334667735,0.26020816653322654,0.7965764331210191,0.9296482412060302,0.6031397105418485
J,128.97999572753906,1,1,1,1,1,0.7117694155324259,0.2882305844675741,0.9175955414012739,0.4074539363484087,0.5805656281471968
JBHT,277.739990234375,0,0,0,0,0,0.4931945556445156,0.5068054443554844,0.4068471337579618,0.8806532663316583,0.5871280222303968
JBL,338.2200012207031,0,0,0,0,0,0.12209767814251402,0.877902321857486,0.01751592356687898,0.6340033500837521,0.9942063886470588
JCI,142.72000122070312,0,0,0,0,0,0.3915132105684548,0.6084867894315452,0.3236464968152866,0.6708542713567839,0.6863992051347352
JD,26.780000686645508,0,0,0,0,0,0.27702161729383507,0.7229783827061649,0.4781050955414013,0.35678391959798994,0.31760393689079824
JKHY,146.3800048828125,1,1,1,1,1,0.8795036028823059,0.12049639711769411,0.9984076433121019,0.18927973199329984,0.38976605041985524
JMIA,7.130000114440918,1,1,1,1,1,0.6947835738068813,0.30521642619311873,0.7098017621145375,0.39243498817966904,0.3396852034971221
JNJ,259.3299865722656,1,1,1,1,1,0.8751000800640513,0.12489991993594873,0.9928343949044586,0.9175041876046901,0.6449463998434534
JPM,337.7200012207031,1,1,1,1,1,0.8150520416333067,0.1849479583666933,0.8519108280254777,0.6465661641541038,0.8649399407120512
JPXN,101.69000244140625,1,1,1,1,1,0.7902321857485989,0.20976781425140112,0.8383757961783439,0.7952261306532663,0.6205415261021566
KB,113.91000366210938,1,1,1,1,1,0.7834267413931145,0.21657325860688548,0.982484076433121,0.7541876046901173,0.6488800579552094
KD,12.279999732971191,1,1,1,1,1,0.7225085910652921,0.2774914089347079,0.8735144312393888,0.0849146110056926,-0.11437197517458195
KDP,31.75,0,0,0,0,0,0.5196156925540433,0.4803843074459567,0.2607484076433121,0.8144891122278057,0.5148512493223248
KEY,23.43000030517578,1,1,1,1,1,0.8574859887910328,0.14251401120896723,0.7308917197452229,0.7051926298157454,0.49633731374106166
KEYS,319.7300109863281,0,0,0,0,0,0.16853482786228982,0.8314651721377102,0.02587579617834395,0.7809882747068677,0.9119338935633658
KHC,24.81999969482422,1,1,1,1,1,0.799839871897518,0.20016012810248196,0.9486464968152867,0.8220268006700168,-0.1638482330277746
KKR,95.97000122070312,1,1,1,1,1,0.466373098478783,0.533626901521217,0.6186305732484076,0.11683417085427136,0.7978655322967501
KLAC,233.30999755859375,0,0,0,0,0,0.3098478783026421,0.6901521216973578,0.039410828025477705,0.666247906197655,1.0678805525429993
KLAR,19.8799991607666,1,1,1,1,1,0.9421052631578948,0.05789473684210522,0.8823529411764706,0.9902912621359223,-0.9718101372996786
KMB,113.01000213623047,1,1,1,1,1,0.9479583666933546,0.05204163330664535,0.9952229299363057,0.9137353433835846,0.19190599775656875
KMI,31.690000534057617,0,0,0,0,0,0.2946357085668535,0.7053642914331465,0.2519904458598726,0.5996649916247906,0.5221392243221835
KNSL,347.2300109863281,1,1,1,1,1,0.8252114377768828,0.17478856222311723,0.9423307969563476,0.28655710071639273,0.9774197935500246
KO,82.95999908447266,1,1,1,1,1,0.6649319455564452,0.3350680544435548,0.8236464968152867,0.9639865996649917,0.5979162465247703
KOS,2.0899999141693115,0,0,0,0,0,0.07846277021617294,0.921537229783827,0.11982484076433121,0.7738693467336684,0.27652597945711965
KR,58.25,0,0,1,0,0,0.23298638911128902,0.767013610888711,0.31011146496815284,0.09589614740368509,0.3709592875625752
KRMD,4.599999904632568,1,1,1,1,1,0.8919135308246597,0.10808646917534026,0.8817675159235668,0.3731155778894472,0.6741316500655364
KRYS,374.67999267578125,1,1,1,1,1,0.9617137648131268,0.03828623518687324,0.8360507246376812,0.7005758157389635,0.8654496744492589
KSA,37.29999923706055,0,0,0,0,0,0.1789431545236189,0.8210568454763811,0.18471337579617833,0.29857621440536014,0.4810807454307227
KTEC,12.510000228881836,1,1,1,1,1,0.2835583796664019,0.7164416203335982,0.5271013354281225,0.1227154046997389,-0.08813764606536985
KVUE,19.559999465942383,1,1,1,1,1,0.941025641025641,0.05897435897435899,0.9534005037783375,0.808955223880597,-0.07605492513617411
L,116.30000305175781,1,1,1,1,1,0.9731785428342674,0.026821457165732587,0.9828821656050956,0.7030988274706867,0.5636589071478346
LDOS,108.72000122070312,1,1,1,1,1,0.18094475580464373,0.8190552441953562,0.41003184713375795,0.00628140703517588,0.5968906050578735
LEN,87.6500015258789,1,1,0,1,1,0.3238590872698158,0.6761409127301842,0.2105891719745223,0.13400335008375208,0.39160812751900403
LEU,174.22999572753906,1,1,1,1,1,0.5104083266613291,0.48959167333867093,0.5927547770700637,0.1009212730318258,0.8909234435854311
LFMD,4.909999847412109,1,1,1,1,1,0.7990392313851081,0.20096076861489187,0.8367834394904459,0.791038525963149,0.6585373729907736
LGIH,59.73500061035156,1,1,1,1,1,0.6977582065652522,0.3022417934347478,0.6261942675159236,0.8651591289782244,0.37415338124960934
LHX,301.2699890136719,1,1,1,1,1,0.37710168134507605,0.622898318654924,0.5963375796178344,0.08165829145728644,0.7118595455198291
LI,12.020000457763672,0,0,0,0,0,0.06542372881355932,0.9345762711864407,0.17528542646071188,0.16080586080586082,0.2569207461489246
LII,568.0,1,1,1,1,1,0.8026421136909527,0.19735788630904727,0.7830414012738853,0.8006700167504187,0.6552486599836239
LIN,540.52001953125,1,1,1,1,1,0.7994395516413131,0.20056044835868692,0.9156050955414012,0.8412897822445561,0.8789524221814063
LIXT,7.340000152587891,0,0,0,0,0,0.7774219375500401,0.22257806244995992,0.6340103544404619,0.9020100502512562,0.6475800177935519
LLY,1200.06005859375,1,1,1,1,1,0.7574059247397918,0.24259407526020815,0.8113057324840764,0.8073701842546064,1.1044614142990046
LMT,538.0,1,1,1,1,1,0.5812650120096077,0.4187349879903923,0.9000796178343949,0.0812395309882747,0.5502613193271815
LNT,76.58000183105469,1,1,1,1,1,0.7013610888710968,0.2986389111289032,0.7798566878980892,0.864321608040201,0.5638846640994437
LOW,223.77999877929688,1,1,1,1,1,0.5280224179343475,0.47197758206565255,0.6142515923566879,0.08793969849246232,0.563059463153937
LPLA,304.75,1,1,1,1,1,0.622097678142514,0.37790232185748596,0.9426751592356688,0.11013400335008375,0.9099004018290852
LRCX,350.20001220703125,0,0,0,0,0,0.29583666933546837,0.7041633306645316,0.05015923566878981,0.681323283082077,1.085469219845468
LULU,115.63999938964844,1,1,1,1,1,0.3358686949559648,0.6641313050440352,0.42038216560509556,0.05988274706867672,0.31278260782338346
LUV,50.810001373291016,1,1,1,1,1,0.8855084067253803,0.11449159327461966,0.8503184713375797,0.8291457286432161,0.28571463949393655
LVMUY,113.0,1,1,1,1,1,0.4347477982385909,0.5652522017614091,0.37539808917197454,0.16499162479061977,0.651531724819436
LVS,46.58000183105469,0,0,0,0,0,0.1389111289031225,0.8610888710968775,0.2002388535031847,0.09380234505862646,0.2744847854460371
LW,46.09000015258789,1,1,1,1,1,0.6442507264425072,0.35574927355749275,0.8361535286834503,0.4884732492387995,0.3523190578265151
LYB,52.970001220703125,0,0,0,0,0,0.005204163330664532,0.9947958366693355,0.017914012738853503,0.07872696817420435,0.2426096949638892
LYV,183.2899932861328,1,1,1,1,1,0.8190552441953562,0.18094475580464375,0.822452229299363,0.7173366834170855,0.7306726717381531
MA,533.0999755859375,1,1,1,1,1,0.8562850280224179,0.1437149719775821,0.9792993630573248,0.28391959798994976,0.8290509315755399
MAR,379.75,0,0,0,0,0,0.3911128903122498,0.6088871096877502,0.3431528662420382,0.5033500837520938,0.716152155935396
MAS,81.04000091552734,1,1,1,1,1,0.8927141713370697,0.10728582866293035,0.928343949044586,0.9041038525963149,0.522734754707448
MASI,179.9499969482422,0,0,0,0,0,,,0.4444444444444444,0.55,
MCD,279.5,1,1,1,1,1,0.44835868694955966,0.5516413130504403,0.6604299363057324,0.03685092127303183,0.6273720793078844
MCHP,87.58999633789062,0,0,0,0,0,0.27061649319455566,0.7293835068054444,0.12101910828025478,0.6658291457286433,0.5518731421948531
MCK,784.22998046875,1,1,1,1,1,0.5916733386709367,0.40832666132906326,0.6946656050955414,0.0835427135678392,0.6632794903554254
MCO,498.7799987792969,1,1,1,1,1,0.899119295436349,0.10088070456365095,0.9972133757961783,0.4455611390284757,0.7765100868519242
MDB,357.9100036621094,1,1,1,1,1,0.6516336861481823,0.3483663138518177,0.7942386831275721,0.5380513814832768,0.7475353816566024
MDLZ,59.16999816894531,0,0,0,0,0,0.2922337870296237,0.7077662129703763,0.16162420382165604,0.559463986599665,0.3474161602616998
MDT,83.05999755859375,1,1,1,1,1,0.7722177742193755,0.22778222578062446,0.9566082802547771,0.24204355108877723,0.20697869653670328
MDXG,4.070000171661377,1,1,1,1,1,0.8947157726180944,0.10528422738190557,0.8324044585987261,0.3500837520938023,0.3110370166959081
MELI,1805.6800537109375,1,1,1,1,1,0.8106485188150521,0.18935148118494793,0.8980891719745223,0.23953098827470687,0.7651248542134613
MET,90.45999908447266,1,1,1,1,1,0.8518815052041633,0.14811849479583672,0.9203821656050956,0.9334170854271356,0.5890419683655407
META,600.2899780273438,1,1,1,1,1,0.5028022417934348,0.4971977582065652,0.6512738853503185,0.23576214405360135,0.6234685027979108
MFG,10.350000381469727,1,1,1,1,1,0.9051240992794235,0.0948759007205765,0.955812101910828,0.9183417085427136,0.6539534091717614
MGM,46.880001068115234,0,0,0,0,0,0.5728582866293035,0.4271417133706965,0.4140127388535032,0.8333333333333334,0.39898521162610623
MIY,12.244999885559082,1,1,1,1,1,0.6357085668534828,0.36429143314651724,0.6170382165605095,0.5783082077051926,0.27095024707698034
MKC,51.779998779296875,1,1,1,1,1,0.7734187349879904,0.2265812650120096,0.9785031847133758,0.11683417085427136,0.19363128817474992
MLM,605.2999877929688,1,1,1,1,1,0.567253803042434,0.432746196957566,0.7133757961783439,0.292713567839196,0.5457907854034582
MMM,159.14999389648438,0,1,0,0,0,0.46837469975980783,0.5316253002401922,0.32205414012738853,0.4556113902847571,0.28705422013902376
MMYT,57.349998474121094,1,1,1,1,1,0.9527622097678142,0.04723779023218577,0.9872611464968153,0.5682579564489112,0.5100988296019585
MNST,97.37000274658203,1,1,1,1,1,0.9307445956765412,0.06925540432345878,0.8339968152866242,0.9602177554438861,0.6237571235359299
MO,71.87999725341797,0,0,0,0,0,0.5204163330664532,0.4795836669335468,0.5302547770700637,0.9484924623115578,0.42890638763174777
MOH,227.6999969482422,1,1,1,1,1,0.923138510808647,0.07686148919135305,0.9382961783439491,0.9849246231155779,0.5844722599587026
MOS,21.18000030517578,1,1,1,1,1,0.3206565252201761,0.6793434747798239,0.2806528662420382,0.12060301507537688,0.23259766883377525
MP,53.0099983215332,0,0,0,0,0,0.15912117177097204,0.8408788282290279,0.14643799472295516,0.34770114942528735,0.7328411351011941
MPC,268.989990234375,1,1,1,1,1,0.7309847878302642,0.2690152121697358,0.8459394904458599,0.9346733668341709,0.7867976610199763
MPWR,1346.1300048828125,0,0,0,0,0,0.15412329863891114,0.8458767013610888,0.11624203821656051,0.3442211055276382,0.886829888135328
MRK,126.77999877929688,1,1,1,1,1,0.7289831865492394,0.27101681345076056,0.92078025477707,0.7303182579564489,0.6041714293563903
MRNA,81.80000305175781,1,1,1,1,1,0.9936440677966102,0.006355932203389814,0.9936908517350158,0.9122609673790776,0.6280366170331605
MS,222.10000610351562,1,1,0,1,1,0.6577261809447558,0.34227381905524423,0.6898885350318471,0.8450586264656617,0.938347207749171
MSCI,614.0399780273438,1,1,1,1,1,0.6877502001601281,0.3122497998398719,0.9398885350318471,0.47110552763819097,0.8529672769073418
MSFT,386.739990234375,0,0,0,0,0,0.2698158526821457,0.7301841473178543,0.5648885350318471,0.09882747068676717,0.9271274412104311
MSI,422.8299865722656,1,1,1,1,1,0.6705364291433147,0.3294635708566853,0.8976910828025477,0.22403685092127304,0.933532446802173
MTB,239.9199981689453,1,1,1,1,1,0.8919135308246597,0.10808646917534026,0.8507165605095541,0.7437185929648241,0.4754529961785087
MTCH,37.66999816894531,1,1,1,1,1,0.7381905524419535,0.26180944755804647,0.7261146496815286,0.7047738693467337,0.45209838406666325
MTD,1295.56005859375,1,1,1,1,1,0.8706965572457966,0.12930344275420336,0.9661624203821656,0.49874371859296485,0.574340921971775
MTDR,49.86000061035156,0,0,0,0,0,0.1577261809447558,0.8422738190552442,0.29378980891719747,0.3559463986599665,0.5042253031547945
MTSI,327.6400146484375,0,0,0,0,0,0.1533226581265012,0.8466773418734987,0.039410828025477705,0.8396147403685092,0.7099939135245281
MU,984.75,0,0,0,0,0,0.367093674939952,0.632906325060048,0.0839968152866242,0.9459798994974874,1.1284282834081272
MUSA,563.0599975585938,0,0,0,0,0,0.5412329863891113,0.4587670136108887,0.6214171974522293,0.9120603015075377,0.8112608056077443
NB,4.71999979019165,0,0,0,0,0,0.2466091245376079,0.7533908754623921,0.4254545454545455,0.4194008559201141,0.288323239818204
NCLH,19.260000228881836,0,0,0,0,0,0.388310648518815,0.611689351481185,0.24243630573248406,0.4648241206030151,0.1919223960750421
NCPL,0.5526000261306763,0,0,0,0,0,0.3931144915932746,0.6068855084067254,0.08156737305077968,0.42629815745393634,0.3199171304756689
NDAQ,84.47000122070312,1,1,1,1,1,0.3586869495596477,0.6413130504403524,0.7002388535031847,0.15577889447236182,0.7463510244464048
NDSN,293.6600036621094,0,0,0,0,0,0.44395516413130504,0.5560448358686949,0.3479299363057325,0.6042713567839196,0.6229894338352168
NEE,87.44000244140625,1,1,1,1,1,0.36749399519615694,0.6325060048038431,0.40406050955414013,0.30318257956448913,0.6232056214083279
NEM,98.19999694824219,1,1,1,1,1,0.3398718975180144,0.6601281024819856,0.36106687898089174,0.11222780569514237,0.4937535998033777
NET,247.5500030517578,1,1,1,1,1,0.6857311320754716,0.31426886792452835,0.7087719298245614,0.5504413619167717,0.9089249468859849
NFLX,76.0199966430664,1,1,1,1,1,0.2401921537229784,0.7598078462770216,0.3646496815286624,0.11139028475711893,0.7140998512905076
NFTY,54.345001220703125,1,1,1,1,1,0.6469175340272217,0.35308246597277826,0.7034235668789809,0.3391959798994975,0.48702660787533536
NI,47.04999923706055,0,0,0,0,0,0.31865492393915135,0.6813450760608486,0.23646496815286625,0.5506700167504187,0.5103817999301397
NICE,97.16999816894531,1,1,1,1,1,0.7554043234587671,0.24459567654123293,0.9749203821656051,0.26340033500837523,0.2996042405501347
NIO,5.019999980926514,0,0,0,0,0,0.4091375770020534,0.5908624229979467,0.5010193679918451,0.5068008705114254,0.36523252127549183
NKE,43.34000015258789,1,1,1,1,1,0.46597277822257804,0.534027221777422,0.6377388535031847,0.04815745393634841,0.1237310781743692
NLR,116.51000213623047,0,0,0,0,0,0.10968775020016013,0.8903122497998399,0.056130573248407645,0.005862646566164154,0.5880045821868386
NMAD,7.340000152587891,0,0,0,0,0,0.7774219375500401,0.22257806244995992,0.6340103544404619,0.9020100502512562,0.6475800177935519
NMR,9.3100004196167,1,1,1,1,1,0.9135308246597278,0.08646917534027221,0.9203821656050956,0.7353433835845896,0.5105716302051686
NOC,547.75,1,1,1,1,1,0.5944755804643715,0.40552441953562846,0.8929140127388535,0.02386934673366834,0.5461304323291277
NOW,107.93000030517578,1,1,1,1,1,0.576861489191353,0.42313851080864695,0.8503184713375797,0.21566164154103853,0.7235738515168529
NRG,141.00999450683594,1,1,1,1,1,0.48718975180144114,0.5128102481985588,0.4864649681528662,0.15494137353433834,0.8295298318457263
NSC,321.8999938964844,1,1,1,1,1,0.7229783827061649,0.2770216172938351,0.804140127388535,0.5573701842546064,0.7024747181906997
NSIT,111.70999908447266,0,0,0,0,0,0.5176140912730184,0.4823859087269816,0.3622611464968153,0.9242043551088778,0.593268156089401
NTAP,163.5500030517578,0,0,0,0,0,0.7141713370696557,0.28582866293034426,0.7878184713375797,0.9434673366834171,0.7866573716624633
NTDOY,10.899999618530273,1,1,1,1,1,0.3931144915932746,0.6068855084067254,0.4621815286624204,0.05067001675041876,0.4738671655490144
NTES,130.98500061035156,1,1,1,1,1,0.8406725380304243,0.1593274619695757,0.8614649681528662,0.49246231155778897,0.5502073755726958
NTRS,181.13999938964844,1,1,1,1,1,0.8694955964771818,0.13050440352281822,0.8949044585987261,0.9204355108877722,0.5891780860959888
NUE,223.9199981689453,0,0,0,0,0,0.16373098478783027,0.8362690152121697,0.06847133757961783,0.635678391959799,0.6503566515594122
NVCR,17.31999969482422,1,1,1,1,1,0.7037630104083267,0.2962369895916733,0.8889331210191083,0.783500837520938,0.41516462761045536
NVDA,195.5500030517578,0,0,0,0,0,0.14131305044035228,0.8586869495596477,0.1664012738853503,0.19556113902847572,1.2731798582098675
NVO,49.2599983215332,1,1,1,1,1,0.8390712570056045,0.16092874299439552,0.9442675159235668,0.5305695142378559,0.4213893154292849
NVR,6693.66015625,1,1,1,1,1,0.6601281024819856,0.3398718975180144,0.6787420382165605,0.3333333333333333,0.5732846487866579
NWN,48.650001525878906,0,0,0,0,0,0.2510008006405124,0.7489991993594876,0.15843949044585987,0.27428810720268004,0.177865936657494
NWS,30.020000457763672,1,1,1,1,1,0.5820656525220176,0.4179343474779824,0.8184713375796179,0.585427135678392,0.5043399553972282
NXE,9.680000305175781,0,0,0,0,0,0.19135308246597277,0.8086469175340272,0.1875,0.10720268006700168,0.5674342449766028
NXPI,280.510009765625,0,0,0,0,0,0.22978382706164932,0.7702161729383507,0.1178343949044586,0.7244556113902848,0.5529557255444438
NYT,73.2699966430664,1,1,1,1,1,0.39951961569255406,0.600480384307446,0.5298566878980892,0.19179229480737017,0.7702544235263228
O,63.189998626708984,1,1,1,1,1,0.6845476381104884,0.31545236188951165,0.7758757961783439,0.5757956448911222,0.2941760536710105
ODFL,216.44000244140625,0,0,0,0,0,0.1989591673338671,0.8010408326661329,0.14729299363057324,0.4581239530988275,0.899465241884903
OKE,87.43000030517578,0,0,0,0,0,0.355484387510008,0.644515612489992,0.37261146496815284,0.5389447236180904,0.5197398949913512
OKLO,51.84000015258789,0,0,0,0,0,0.13075060532687652,0.8692493946731235,0.1452513966480447,0.10363153232949512,0.8176543391877036
OKTA,148.60000610351562,1,1,1,1,1,0.9922010398613518,0.0077989601386482255,0.9982773471145564,0.9954504094631483,0.6413761040178351
OMC,79.9000015258789,1,1,1,1,1,0.8943154523618895,0.10568454763811053,0.9852707006369427,0.7709380234505863,0.2543689172441621
ON,94.69000244140625,0,0,0,0,0,0.17854283426741394,0.8214571657325861,0.04179936305732484,0.5284757118927973,0.7224452708932966
ONON,36.869998931884766,1,1,1,1,1,0.491183879093199,0.508816120906801,0.4987551867219917,0.3098982423681776,0.30029967952295566
OPEN,5.090000152587891,1,1,1,1,1,0.8590425531914894,0.14095744680851063,0.852437417654809,0.6104734576757532,0.40344668479733425
OPXS,13.670000076293945,1,1,1,1,1,0.7882305844675741,0.2117694155324259,0.8685782556750299,0.5188442211055276,0.6590904274884627
ORCL,143.75999450683594,0,0,0,0,0,0.02401921537229784,0.9759807846277022,0.007165605095541401,0.028056951423785594,0.5737400621211528
ORLY,84.23999786376953,0,0,0,0,0,0.09567654123298638,0.9043234587670136,0.014729299363057325,0.0347571189279732,0.7081601109810579
OTGLY,15.829999923706055,1,1,1,1,1,0.6494845360824743,0.35051546391752575,0.7949488875526157,0.3157894736842105,0.2854245194827967
OTIS,73.48999786376953,1,1,1,1,1,0.5730695596681558,0.42693044033184424,0.6495888678051865,0.06794783802333562,0.49274163121460046
OXY,48.810001373291016,0,0,0,0,0,0.06405124099279423,0.9359487590072058,0.07643312101910828,0.3157453936348409,0.2237118978492818
P,77.7300033569336,1,1,1,1,1,0.5256204963971177,0.4743795036028823,0.7372611464968153,0.5339195979899497,0.6374152475000464
PAAS,45.02000045776367,0,0,0,0,0,0.19175340272217775,0.8082465972778222,0.14052547770700638,0.03685092127303183,0.4657226833951431
PAC,254.4199981689453,1,1,1,1,1,0.6737389911929543,0.32626100880704567,0.6389331210191083,0.20728643216080403,0.5449153204604419
PANW,357.5299987792969,1,1,1,1,1,0.9895916733386709,0.01040832666132907,0.9960191082802548,1.0,0.9409419342188974
PATH,11.829999923706055,1,1,1,1,1,0.934261407579273,0.065738592420727,0.936495791889824,0.5029585798816568,-0.20864951922468214
PAYC,139.89999389648438,1,1,1,1,1,0.7165732586068855,0.2834267413931145,0.901671974522293,0.4870184254606365,0.49075463446330314
PAYX,105.38999938964844,1,1,1,1,1,0.7962369895916733,0.20376301040832667,0.982484076433121,0.714824120603015,0.4693155063938671
PCAR,125.91000366210938,1,1,1,1,1,0.7830264211369096,0.21697357886309043,0.9470541401273885,0.5288944723618091,0.7737515049224909
PCG,16.81999969482422,1,1,1,1,1,0.5044035228182546,0.4955964771817454,0.4653662420382166,0.38546901172529313,0.08530759319186125
PCTY,113.7699966430664,1,1,1,1,1,0.7101681345076061,0.2898318654923939,0.8738057324840764,0.2981574539363484,0.44402869994130045
PDD,83.73999786376953,1,1,1,1,1,0.5613326602725897,0.43866733972741034,0.7012531328320802,0.2335649385355425,0.5469593338628901
PEG,80.79000091552734,1,1,1,1,1,0.4951961569255404,0.5048038430744596,0.4442675159235669,0.2692629815745394,0.5288208144946752
PEP,143.2899932861328,1,1,1,1,1,0.42594075260208164,0.5740592473979184,0.5943471337579618,0.10510887772194305,0.40050226749397416
PFE,23.719999313354492,0,0,0,0,0,0.10728582866293035,0.8927141713370697,0.08359872611464968,0.1360971524288107,0.15591135420943958
PFG,112.55000305175781,1,1,1,1,1,0.8174539631705364,0.18254603682946358,0.8885350318471338,0.8789782244556114,0.5991333360908891
PG,149.30999755859375,1,1,1,1,1,0.4911929543634908,0.5088070456365092,0.5115445859872612,0.271356783919598,0.5358442102462
PGR,231.6699981689453,1,1,1,1,1,0.8919135308246597,0.10808646917534026,0.9984076433121019,0.6419597989949749,1.0310434459739066
PH,971.3599853515625,1,1,1,1,1,0.6785428342674139,0.3214571657325861,0.7846337579617835,0.39782244556113905,0.9037470636988926
PHM,131.3800048828125,1,1,1,1,1,0.622097678142514,0.37790232185748596,0.5410031847133758,0.4158291457286432,0.7318796625524387
