stock,buy_pt_up,sell_pt_up,buy_pt_down,sell_pt_down,price
TASK,1.0113776308717657,0.9932355309377349,1.009378587019963,0.9965635233252794,28.889999389648438
TDOC,1.0058778657399405,0.9940081238621287,1.0111077216245823,0.9920984317273773,33.7599983215332
TEAM,1.0045889165852409,0.9952440140705698,1.0085526117997532,0.9945291546708516,224.8300018310547
TREX,1.004989299792825,0.9970102515658859,1.006783219360184,0.9958239004850081,58.189998626708984
TTD,1.0084309254011392,0.9965519086515201,1.0097584174916507,0.9922302966932416,58.91999816894531
TTWO,1.004036913672625,0.9967449266617104,1.0062893495674856,0.9976071695372355,119.51000213623047
TWLO,1.0083333489202684,0.9953157732577553,1.010061025968179,0.9943231180681349,111.81999969482422
TWTR,1.0116156717227966,0.9927405234700266,1.0086656760272505,0.9931737919183178,49.02000045776367
UPST,1.017059763929393,0.9944560847190685,1.0199047151612304,0.9887826580991177,75.0199966430664
VEEV,1.005073237924702,0.9956669058380062,1.0067519677308807,0.9958365091103284,181.9499969482422
WK,1.0031155121801172,0.9963011439659648,1.0059984507545414,0.9953084725148941,96.51000213623047
XPEV,1.0222610009181505,0.9857068695999537,1.0311756997109052,0.9770651615267325,24.610000610351562
ZEN,1.006393662646243,0.9954060769567518,1.0068221976093774,0.9954017055545444,122.04000091552734
ZNGA,1.0054356187903375,0.9969660213871343,1.0061389038059527,0.9961191464121032,8.270000457763672
^GSPC,1.0027851051943506,0.9983925926037153,1.0042339442903703,0.9966702625380021,4131.93017578125
^IXIC,1.0043907202872386,0.9968693577603633,1.0079304124326969,0.994215974047784,12334.6396484375
^NYA,1.0039202975687496,0.996718348041114,1.0050532959275857,0.9951485709578114,15615.25
