stock,direction,RSI,RSIRev,fair_value_mult,dev_quantile,drop,climb,geomean,score,sharpe
MELI,0,4075.912873630068,5924.087126369932,0.946884696464642,0.12171837708830549,0.7612381780950938,1.1340418616659969,0.9291264503059806,0.5616305515954183,1.1536880663858202
MNST,1,5926.433948707566,4073.566051292434,1.018343236008124,0.6197295147175815,0.9251948646506499,1.08319512326337,1.001082696612971,0.8917827515458261,0.6498036397951843
MSFT,1,7214.179699000445,2785.820300999555,1.0344478731342581,0.8321400159108989,0.9988512425636383,1.3801635499204457,1.1741286457535558,1.0437202182166327,1.4488047032045352
MTCH,0,4190.494345776118,5809.505654223882,0.9547435412025621,0.10421638822593476,0.8409388801736927,1.1270519907960272,0.9735408769217356,0.5541569475655919,1.1534760247910987
NVCR,1,5145.130883662819,4854.869116337181,1.0265503822109991,0.5497215592680986,0.5023494936385975,1.1138195603911882,0.7480151684072179,0.7496110192091341,1.1223454314229024
NVDA,1,6626.537231619801,3373.462768380199,1.0192347097333267,0.47494033412887826,0.9499090288101028,1.8892689574290833,1.339639369573967,0.9654332803391221,1.3306419260562663
NYT,0,3479.314845043062,6520.685154956938,0.9355289087979651,0.03341288782816229,0.8544803038905469,1.1887309792977305,1.0078428490763984,0.42212319400858167,1.003487549481423
OKTA,1,5971.418244683192,4028.581755316808,1.0378434808171084,0.6225279449699054,0.9803864339567042,1.2643318711292735,1.1133435294078085,0.9459915845697151,1.3417384851791503
OPEN,0,4591.927737490422,5408.072262509578,0.9442932102919847,0.21727019498607242,0.8484848484848485,1.4820042263184228,1.1213644061685266,0.7126891361299171,0.9515358840780609
PANW,0,5571.206256200098,4428.793743799902,1.012449154558258,0.4781225139220366,0.9783295796066293,1.4631617993941852,1.196434063414191,0.9123731345889338,0.9217390374891792
PINS,1,4684.009842048268,5315.990157951732,0.9639289783439189,0.29249617151607965,0.5912317932421752,1.0877635628923308,0.8019478797978896,0.6525508765743735,0.6987630983325113
PTON,0,2856.3019976909004,7143.6980023091,0.8920307872360037,0.06088560885608856,0.402852204583672,1.0766476997472694,0.6585817332747143,0.39176755359653537,0.8275512876385039
PUBM,1,6512.543668365851,3487.456331634149,1.0499711805255252,0.7184873949579832,0.8867169650893202,1.6651924152820041,1.215135533497648,1.0273336025297046,0.8249491798413053
QDEL,1,6268.663977793169,3731.3360222068313,1.0892862606171174,0.9085123309466985,0.9472412746927195,1.4319208677760018,1.1646349419673296,1.07637380717047,0.9491412279813143
RBLX,1,7422.202691557608,2577.797308442392,1.1970935047169515,0.9887005649717514,1.0,1.775847262609796,1.3326091935034052,1.2040641247321433,1.2817769613394567
RDFN,0,3685.8521922678215,6314.147807732179,0.8970927262112074,0.05064456721915286,0.6782729800080828,1.0,0.8235732997178107,0.4189803730041021,0.541354410317213
RGEN,0,5194.669244615701,4805.330755384299,1.0144732898578057,0.46618933969769294,0.8558650821986625,1.6062518725691932,1.1724908916269619,0.8979568703671343,1.269611022118609
ROKU,0,2371.391008218984,7628.608991781016,0.8642801574820057,0.05752636625119847,0.5111783120132463,1.0,0.7149673503127582,0.3992762481485269,1.0615398553032287
ROST,1,5617.051922150724,4382.948077849276,1.0053292397327644,0.45584725536992843,0.915677773226455,1.1040363429248716,1.0054558866755543,0.8250180022696861,0.505141596714436
SE,0,3606.4117416029185,6393.5882583970815,0.9356794221877276,0.07205452775073028,0.8567263740935117,1.2768956224570363,1.0459207220069284,0.5211304767851171,1.5602568162819308
SHOP,1,6229.65956670379,3770.34043329621,1.0661101720567216,0.7287191726332538,0.9776103139114417,1.365980032188282,1.1555934268004242,1.0092368564498857,1.679028076771073
SPGI,1,5767.605591922605,4232.394408077395,1.0167906879245099,0.5425616547334925,0.9817361152454339,1.2464521251294276,1.1062038994525285,0.9064372756237538,1.1639358756759166
SPLK,0,3280.8087542083513,6719.191245791649,0.9287223842872092,0.06443914081145585,0.8050891509136608,1.246026027830597,1.001579770543743,0.4949959957262296,0.6079519377517092
SQ,0,4194.386577335476,5805.613422664524,0.9618754767219657,0.16865552903739062,0.822717462517665,1.1029446681817783,0.952581670358978,0.6194139317148235,1.3690385068187392
TDOC,0,4230.107059416782,5769.892940583218,0.9587066219277921,0.18854415274463007,0.7869398087255234,1.1017157224054808,0.9311197344378814,0.6291837021846649,1.0095018420223782
TEAM,0,5624.967829913633,4375.032170086367,1.010464636013994,0.4033412887828162,0.9609499171463051,1.9887066899076518,1.3824064268134246,0.9394341039977868,1.5428209982288548
TREX,1,7655.692634785176,2344.307365214824,1.1218517845115452,0.9769291964996022,1.0,1.462920382434157,1.2095124565022706,1.1252650126689483,1.1278082839225922
TRUP,1,6850.1476606110355,3149.8523393889645,1.1306351404934438,0.9498806682577565,0.969215201002673,1.734762973193509,1.2966721419679461,1.1592122778538003,1.039117076209051
TSLA,0,5786.405352681628,4213.594647318372,1.0244701581541704,0.5210819411296739,0.8854387552760812,1.9010717804473347,1.297413824101536,0.9736224831900354,1.421862166331376
TTD,1,6813.923123347478,3186.0768766525216,1.169697043071002,0.9785202863961814,0.962916522641684,1.9349497189426978,1.364989031036809,1.2084408207001882,1.3811205775824655
TTWO,0,4771.599713188901,5228.400286811099,0.9767773893043935,0.18854415274463007,0.9177336059576588,1.2188639813158886,1.0576353042258655,0.673705567219609,0.924105359626092
TWLO,0,4121.478497900059,5878.521502099941,0.9852530805911848,0.32140015910898967,0.7387761113721838,1.0626469889529213,0.886035106674673,0.7061125609699912,1.0034283111050786
TWTR,0,3042.1584391795986,6957.841560820401,0.9221446383882298,0.07478122513922036,0.7059561847792679,1.0,0.8402119880002117,0.4697235583615309,0.6550393115079646
UPST,0,3262.8095223975834,6737.190477602417,0.8161155106632861,0.030042918454935622,0.594923087878105,2.051640390713524,1.104793300332117,0.4159239737356791,2.015843316035549
VEEV,1,5172.459081306168,4827.540918693832,1.0019485205019991,0.3731105807478122,0.924193530488224,1.199155271200143,1.0527352676214585,0.8022880612426243,1.2569829281529432
WK,0,3817.0418117292334,6182.958188270766,0.9076462523569951,0.011933174224343675,0.8504818020567537,1.5091009459354938,1.1329002127216548,0.34337128932971356,1.2642351657782538
ZEN,0,3827.8322209562125,6172.167779043788,0.9880425361295881,0.26014319809069214,0.6837045860330081,1.029961051456012,0.8391597549429157,0.6522579075616443,0.9337169407354737
ZG,0,2848.4457956329634,7151.554204367037,0.8127943889993023,0.007955449482895784,0.48254274579829104,1.0,0.6946529678899321,0.23634439243211966,0.47334078811103814
ZNGA,1,3901.954294804331,6098.045705195669,0.9373079290280005,0.046141607000795545,0.6236559259237737,1.0086956437609071,0.793145015545698,0.40613465726434955,0.6986366882315658
^GSPC,1,6683.286650419887,3316.7133495801127,1.012694254381585,0.6133651551312649,0.997228603931299,1.125339246140522,1.0593490857020709,0.9137321576630858,0.890586921124822
^IXIC,1,6570.772748993852,3429.2272510061484,1.0171133671804236,0.6268894192521878,0.9961964903078877,1.1694560849530222,1.0793553851254942,0.9283725841111676,1.1201272661459747
^NYA,1,5656.8728340324,4343.1271659676,1.0035151185162707,0.39618138424821003,0.9931919068764787,1.0710128224431537,1.0313686379813356,0.8064203094201827,0.5938328845332003
