,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,status,status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,sharpe_adj_status,w_sharpe_adj_status,mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares
CNC,70.20999908447266,1,0.7579872204472844,0.2420127795527156,0.69340746624305,0.5037593984962406,0.5973189787153742,1.127229734652131,0,0,0,0,0,0,0,0,0,1.0,1,0.6320431229202264,-0.2509428766948702,0.5973189787153742,1.7441919722601802,1.127229734652131,2.9886905418511063,0.8697083416612136,0.7597687782520869,0.8147385599566502,0.0,0.0,0.0017392241902322878,0.0,0.0,68.63464803367691,0,1,0.0,0.0,0.0,68.63464803367691,0,17.96722941961367,17.96722941961367,65.72177070131927,0
VRTX,360.6199951171875,1,0.8186900958466453,0.1813099041533546,0.7204130262112788,0.4837092731829573,0.5979435627891295,0.5952936036599368,361,0,0,0,0,0,361,1,1,1.0,1,0.6414486763458053,-0.27107727637829715,0.5979435627891295,1.7448165563339355,0.5952936036599368,2.4567544108589123,0.8599379788277965,0.7837576656022543,0.8218478222150254,0.01904176993306264,0.005067703933464122,0.0008010357258733572,1946.6953613897995,1585.6953613897995,341.6962736689161,5,1,0.0,714.3597631136896,714.3597631136896,341.6962736689161,2,8.275179669707303,8.275179669707303,341.6962736689161,0
TSLA,260.5299987792969,0,0.588258785942492,0.4117412140575079,0.6036536934074662,0.7761069340016709,0.8254716356749731,1.4876624831222025,0,0,0,1563,0,1563,1563,0,1,1.0,1,0.645856690795067,-0.2806892582814349,0.8254716356749731,1.972344629219779,1.4876624831222025,3.3491232903211783,0.8264212887409613,0.7122910197028383,0.7693561542218998,0.0,0.016819890516479433,0.002589795507021958,0.0,0.0,252.15154434839226,0,1,0.0,2370.9855908525933,807.9855908525933,231.2633278830027,3,26.754141464841037,26.754141464841037,231.2633278830027,0
SNOW,159.9499969482422,1,0.7447089947089947,0.2552910052910053,0.7350649350649351,0.5603715170278638,0.1048832957564361,1.233462736778881,320,0,0,480,0,480,800,1,1,1.0,1,0.6684848251641105,-0.33204364297299654,0.1048832957564361,1.2517562893012422,1.233462736778881,3.0949235439778566,0.9281521526827565,0.6871994631407017,0.8076758079117291,0.01904176993306264,0.013775773780618686,0.0019826692609936805,1946.6953613897995,1626.6953613897995,141.38447231196866,12,1,0.0,1941.8771545921077,1461.8771545921077,141.38447231196866,10,20.48216306762131,20.48216306762131,141.38447231196866,0
PANW,246.69000244140625,1,0.6809105431309904,0.3190894568690096,0.7811755361397935,0.6528822055137845,0.9035302640363568,1.6494612146904966,2220,0,0,2220,0,2220,4440,1,1,1.0,1,0.7008668541280594,-0.4127768155376542,0.9035302640363568,2.050403257581163,1.6494612146904966,3.5109220218894723,0.7434982895340413,0.5954739682562434,0.6694861288951424,0.01904176993306264,0.017478981565989527,0.0027216972717684644,1946.6953613897995,-273.3046386102005,251.54505545086846,-1,1,0.0,2463.8931742828945,243.8931742828945,232.6733142345554,1,28.116765835731293,28.116765835731293,232.6733142345554,0
PINS,28.07999992370605,1,0.7553956834532374,0.2446043165467626,0.7637655417406749,0.6616766467065869,0.3804356014806892,-0.1026485241040523,168,0,0,140,0,140,308,1,1,1.0,1,0.7238641489869646,-0.4769096544007651,0.3804356014806892,1.5273085950254952,-0.1026485241040523,1.7588122830949233,0.8171156629483468,0.7639280517495518,0.7905218573489493,0.01904176993306264,0.0012649070760495874,0.00020239759215793965,1946.6953613897995,1778.6953613897995,24.572785510639488,72,1,0.0,178.30534914259317,38.30534914259317,24.572785510639488,2,2.0908885655468112,2.0908885655468112,24.572785510639488,0
UNH,524.8099975585938,1,0.8961661341853036,0.1038338658146964,0.966243050039714,0.5446950710108605,0.9577617188545352,1.855970181056716,0,0,0,0,0,0,0,0,0,1.0,1,0.7525038831469879,-0.5674358423945627,0.9577617188545352,2.104634712399341,1.855970181056716,3.7174309882556917,0.6555682930477461,0.47470491816156923,0.5651366056046576,0.0,0.0,0.0028876104021593697,0.0,0.0,520.5159419529693,0,1,0.0,0.0,0.0,520.5159419529693,0,29.83074802054758,29.83074802054758,496.57620596395225,0
ANET,194.0200042724609,1,0.7261446298673513,0.2738553701326487,0.7698851552530838,0.7777278850471486,0.866157330098242,0.6003317147336317,388,0,0,582,0,582,970,1,1,1.0,1,0.7572262255951878,-0.5837584231294994,0.866157330098242,2.013030323643048,0.6003317147336317,2.4617925219326073,0.6646986826760478,0.5910220331905586,0.6278603579333032,0.01904176993306264,0.0039493692226286285,0.0006169960094220543,1946.6953613897995,1558.6953613897995,181.6459396437536,9,1,0.0,556.7157236032439,-25.284276396756127,197.6785488100218,0,6.373938974935473,6.373938974935473,181.6459396437536,0
GOOG,138.72999572753906,1,0.6697284345047924,0.3302715654952076,0.8081810961080222,0.860484544695071,0.805175621126195,1.6638977072451304,0,0,0,0,0,0,0,0,1,1.0,1,0.7706881848386725,-0.6328843718872478,0.805175621126195,1.9520486146710012,1.6638977072451304,3.5253585144441058,0.6548668710298864,0.4504883765148396,0.552677623772363,0.0,0.016363014133552362,0.0022840128302478407,0.0,0.0,135.55337810605087,0,1,0.0,2306.582833910768,2306.582833910768,129.94860333336337,18,23.59522294415834,23.59522294415834,129.94860333336337,0
APO,90.56999969482422,0,0.597444089456869,0.402555910543131,0.8729150119142176,0.9352548036758564,0.6538721093021727,2.379617337987656,0,0,0,0,0,0,0,0,0,1.0,1,0.7714836950343594,-0.6359171091197559,0.6538721093021727,1.8007451028469788,2.379617337987656,4.2410781451866315,0.6879447306616171,0.3990038638663573,0.5434742972639872,0.0,0.0,0.004704328147073853,0.0,0.0,88.67551023032921,0,1,82.92894506863055,0.0,0.0,88.67551023032921,0,48.59853235616114,48.59853235616114,82.92894506863055,1
AMGN,267.4700012207031,0,0.6329872204472844,0.3670127795527156,0.8741064336775218,0.8634085213032582,0.5635929171174167,0.9605845317959032,0,0,0,267,0,267,267,1,1,1.0,1,0.77279026918798,-0.6409316317630336,0.5635929171174167,1.7104659106622226,0.9605845317959032,2.8220453389948785,0.7089075347665492,0.5143032736341085,0.6116054042003289,0.01904176993306264,0.007273486994496446,0.0010378647480053696,1946.6953613897995,1946.6953613897995,255.94873471843877,8,1,0.0,1025.2940019026014,758.2940019026014,255.94873471843877,3,10.721765565744269,10.721765565744269,255.94873471843877,0
PGR,142.86000061035156,1,0.7615814696485623,0.2384185303514376,0.920969023034154,0.7005012531328321,0.973325019280712,1.7925969375170474,0,0,0,0,0,0,0,0,0,1.0,1,0.7840228267444863,-0.6858556486975876,0.973325019280712,2.1201980128255182,1.7925969375170474,3.654057744716023,0.5972455005402396,0.41116610772193324,0.5042058041310864,0.0,0.0,0.0024050436604369347,0.0,0.0,140.98329599197854,0,1,0.0,0.0,0.0,140.98329599197854,0,24.845544038509793,24.845544038509793,136.8936322762454,0
CRWD,176.69000244140625,1,0.8716279069767442,0.1283720930232558,0.7998163452708907,0.7264248704663212,0.7270272718637538,1.5802174169201866,0,0,0,353,0,353,353,0,1,1.0,3,0.7948766648122965,-0.7326800677452795,0.7270272718637538,1.87390026540856,1.5802174169201866,3.441678224119162,0.6311957934545148,0.4043143229406502,0.5177550581975825,0.0,0.014326571738050659,0.005830961320498391,0.0,0.0,168.77414067223373,0,1,0.0,2019.5193972251823,1666.5193972251823,157.2151335884244,11,60.23732901754067,60.23732901754067,157.2151335884244,0
META,315.42999267578125,1,0.7124600638977636,0.2875399361022364,0.8474980142970612,0.8959899749373433,0.6775301142986834,1.3847013327495157,0,0,0,0,0,0,0,0,0,1.0,1,0.8108951597740731,-0.8090488910224715,0.6775301142986834,1.8244031078434895,1.3847013327495157,3.246162139948491,0.614809406605727,0.38572385639525214,0.5002666315004896,0.0,0.0,0.0014862636908844838,0.0,0.0,301.0957250191449,0,1,0.0,0.0,0.0,301.0957250191449,0,15.353995685051245,15.353995685051245,286.5549009551672,0
SMCI,289.6700134277344,1,0.7012779552715654,0.2987220447284345,0.8633836378077839,0.97953216374269,0.8323384810375076,1.2020189928864289,0,0,0,0,0,0,0,0,0,1.0,1,0.832155070549396,-0.9272192905747243,0.8323384810375076,1.9792114745823137,1.2020189928864289,3.063479800085404,0.5309904527804089,0.35413761092106766,0.4425640318507383,0.0,0.0,0.0010429168841841815,0.0,0.0,284.0563294829225,0,1,0.0,0.0,0.0,284.0563294829225,0,10.773957163753103,10.773957163753103,260.0555483331384,0
QLYS,160.97000122070312,1,0.9041533546325878,0.0958466453674121,0.8248610007942812,0.8755221386800334,0.6943688203607064,1.2284512749494176,0,0,0,0,0,0,0,0,0,1.0,1,0.8669247132017688,-1.1811167550999933,0.6943688203607064,1.8412418139055124,1.2284512749494176,3.089912082148393,0.4862651640608271,0.2638252908387273,0.3750452274497772,0.0,0.0,0.0009147062211623694,0.0,0.0,158.90405369338018,0,1,0.0,0.0,0.0,158.90405369338018,0,9.449464088339973,9.449464088339973,150.28511499484128,0
MUSA,356.25,1,0.9213258785942492,0.0786741214057508,0.9019062748212868,0.8329156223893066,0.8848630065380426,1.481129224634854,0,0,0,0,0,0,0,0,0,1.0,1,0.8837157479809058,-1.3448340170391757,0.8848630065380426,2.031736000082849,1.481129224634854,3.3425900318338293,0.38545138868685985,0.1973309473831557,0.29139116803500775,0.0,0.0,0.0009732453524822677,0.0,0.0,351.81217120293223,0,1,0.0,0.0,0.0,351.81217120293223,0,10.054208438353314,10.054208438353314,340.0242965824302,0
BAH,119.4800033569336,1,0.8857827476038339,0.114217252396166,0.9813343923749008,0.8065998329156224,0.9763963483562929,3.3372769123790347,0,0,0,0,0,0,0,0,0,1.0,1,0.8855466982399445,-1.364934485681004,0.9763963483562929,2.123269341901099,3.0338711192308963,4.895331926429872,0.3578157698080061,0.11441752879661451,0.2361166493023103,0.0,0.0,0.0036280117781703793,0.0,0.0,118.55235039739658,0,1,0.0,0.0,0.0,118.55235039739658,0,37.47953847556691,37.47953847556691,114.02096128434572,0
CME,211.92999267578125,1,0.9456869009584664,0.0543130990415335,0.9761715647339158,0.7756892230576441,0.6888996422909247,1.2905329564152237,0,0,0,0,0,0,0,0,0,1.0,1,0.8899387232573185,-1.4152643642452287,0.6888996422909247,1.8357726358357307,1.2905329564152237,3.1519937636141995,0.42327880616130265,0.19695632049935813,0.31011756333033036,0.0,0.0,0.000818995019089043,0.0,0.0,209.91658153271422,0,1,0.0,0.0,0.0,209.91658153271422,0,8.460709944201266,8.460709944201266,203.75850258047424,0
USAC,25.36000061035156,1,0.9432907348242812,0.0567092651757188,0.9956314535345512,0.7886382623224728,0.4794856393366929,1.402536136939548,0,0,0,0,0,0,0,0,0,1.0,1,0.9002210764945878,-1.5463268317834886,0.4794856393366929,1.626358632881499,1.402536136939548,3.2639969441385235,0.4714010419753349,0.16053694229743468,0.3159689921363848,0.0,0.0,0.0009595264219917545,0.0,0.0,24.710907745675055,0,1,0.0,0.0,0.0,24.710907745675055,0,9.912483655028018,9.912483655028018,23.727135615906267,0
FN,175.75999450683594,1,0.9856230031948882,0.0143769968051118,0.9269261318506752,1.0,0.7742107224619295,1.541371623775999,0,0,0,0,0,0,0,0,0,1.0,1,0.969799998563337,-3.685221163971727,0.7742107224619295,1.9210837160067356,1.541371623775999,3.4028324309749745,0.09017148218521286,0.010966041889356756,0.0505687620372848,0.0,0.0,0.0001814086845770161,0.0,0.0,172.93869168803897,0,1,0.0,0.0,0.0,172.93869168803897,0,1.8740605568913222,1.8740605568913222,166.9354639116384,0
MASI,84.05000305175781,1,0.0323482428115015,0.9676517571884984,0.0162827640984908,0.006265664160401,0.5155970746222202,-0.0797788549085912,0,420,0,3614,0,3614,4034,0,1,1.0,1,0.011908154103442552,5.0,0.5155970746222202,1.6624700681670261,-0.0797788549085912,1.7816819522903844,12.69898979218963,17.95357349891848,15.326281645554054,0.0,0.017478981565989527,0.004132101917001144,0.0,0.0,88.0930954896667,0,0,-352.3723819586668,2463.8931742828945,-1150.1068257171055,88.0930954896667,-13,42.68709206377201,-377.312907936228,88.0930954896667,-4
NVCR,14.0,1,0.0004990019960079,0.999500998003992,0.0208230044620723,0.0005279831045406,0.2795922832105989,0.268610118308564,3710,350,0,2982,0,2982,7042,1,1,1.0,1,0.0007602589707540619,5.0,0.2795922832105989,1.4264652767554051,0.268610118308564,2.13007092550754,5.906171074029484,43.85007317774452,24.878122125887003,0.01904176993306264,0.017478981565989527,0.013702737961849133,1946.6953613897995,-1763.3046386102005,14.96688148651296,-118,0,-209.53634081118145,2463.8931742828945,-518.1068257171055,14.96688148651296,-35,141.55750478867864,-208.44249521132136,14.96688148651296,-14
SPWR,5.460000038146973,0,0.0259584664536741,0.9740415335463258,0.0778395552025417,0.006265664160401,0.1549672492271872,-0.8779523113990285,0,0,0,44,0,44,44,0,0,0.02,0,0.014220030225935515,5.0,0.1549672492271872,1.3018402427719933,-0.8614608071989756,1.0,3.739284093561624,1.0,2.369642046780812,0.0,0.0,0.0,0.0,0.0,5.912957958288634,0,0,0.0,0.0,-44.0,5.912957958288634,-7,0.0,0.0,5.912957958288634,0
UI,126.75,0,0.0303514376996805,0.9696485623003196,0.0540111199364575,0.0008354218880534,0.5106891381405474,-1.1531417409950286,0,254,0,887,0,887,1141,0,0,0.02,0,0.002402956454783502,5.0,0.5106891381405474,1.6575621316853535,-0.8614608071989756,1.0,12.512643808663164,1.0,6.756321904331582,0.0,0.0,0.0,0.0,0.0,132.80856897567696,0,0,-265.6171379513539,0.0,-887.0,132.80856897567696,-7,0.0,-254.0,132.80856897567696,-2
MNST,49.970001220703125,0,0.0159744408945686,0.9840255591054312,0.0250198570293884,0.0405179615705931,0.7432957275057549,0.2294787296049693,2648,500,0,2898,0,2898,6046,1,1,1.0,1,0.023575885597092373,4.211221435807673,0.7432957275057549,1.890168721050561,0.2294787296049693,2.090939536803945,14.601757654392706,22.33720781271926,18.469482733555985,0.01904176993306264,0.017478981565989527,0.009445699614624372,1946.6953613897995,-701.3046386102005,51.276846335485,-14,0,-410.164496482367,2463.8931742828945,-434.1068257171055,51.271112443718394,-8,97.57974443883853,-402.42025556116147,51.27056206029587,-8
RMD,146.58999633789062,1,0.2344249201277955,0.7655750798722045,0.6636219221604448,0.0087719298245614,0.530455748037426,0.0014604288505074,0,440,0,4105,0,4105,4545,0,1,1.0,1,0.02504745653955421,4.082086064911001,0.530455748037426,1.6773287415822322,0.0014604288505074,1.862921236049483,8.258682657187531,12.675268749772577,10.466975703480054,0.0,0.016091105377509286,0.0033729716351637976,0.0,0.0,149.41606733852242,0,0,-451.6011843709383,2268.2537055509165,-1836.7462944490835,150.54748635123337,-12,34.84482077422312,-405.15517922577686,150.5337281236461,-3
MICS,1.0199999809265137,0,0.2507987220447284,0.7492012779552716,0.0119236883942766,0.1148705096073517,0.4214467693724847,-0.0792929269698292,0,12,0,200,22,222,234,0,0,0.0,0,0.031068964265513865,3.625605152607616,0.4214467693724847,1.568319762917291,-0.0792929269698292,1.7821678802291463,5.111739902742119,8.125322011133614,6.6185309569378665,0.0,0.0,0.0,0.0,0.0,1.0809942070116776,0,0,-12.534179522297318,0.0,-222.0,1.1418866313803218,-194,0.0,-12.0,1.1394708656633925,-11
RDFN,6.75,0,0.0278317152103559,0.972168284789644,0.1289288005131494,0.1010452961672473,0.1319604993653094,0.3346237159515771,0,0,0,0,0,0,0,0,0,0.0,0,0.055987903281349456,2.4650488876301218,0.1319604993653094,1.2788334929101155,0.3346237159515771,2.1960845231505526,1.8335879104967188,6.953150245004801,4.39336907775076,0.0,0.0,0.0,0.0,0.0,6.91795518399138,0,0,0.0,0.0,0.0,6.91795518399138,0,0.0,0.0,6.91795518399138,0
TDOC,18.700000762939453,0,0.0260995650072498,0.97390043499275,0.2934678194044188,0.2021439509954058,0.3180165142529051,-0.0617984492399119,3908,262,56,3572,0,3628,7798,1,1,1.0,1,0.06428206882201096,2.2228343403149515,0.3180165142529051,1.4648895077977113,-0.0617984492399119,1.7996623579590636,2.336451418726854,3.691878427859257,3.0141649232930554,0.01904176993306264,0.003964770141245227,0.0008459498987917666,1946.6953613897995,-1961.3046386102005,19.572780472310285,-100,0,-254.1851029985782,558.8866863743791,-3069.113313625621,19.56672708581904,-157,8.739170024458224,-253.26082997554178,19.552700230659863,-13
FLGT,26.86000061035156,0,0.0308043354249857,0.9691956645750144,0.298811544991511,0.2276323797930614,0.596834960282392,-0.8421012153119568,3922,1289,0,3653,0,3653,8864,1,1,1.0,1,0.07462203565755367,1.9769518886507642,0.596834960282392,1.7437079538271982,-0.8421012153119568,1.0193595918870186,3.0018015898692716,1.0386348640892218,2.020218226979247,0.01904176993306264,0.0005243107541037153,5.83608273393748e-05,1946.6953613897995,-1975.3046386102005,27.821760984720477,-71,0,-1278.7707833486181,73.90852169287282,-3579.091478307127,27.811558769092425,-129,0.6029023629121453,-1288.3970976370879,27.79936485540474,-46
ZBRA,223.8500061035156,0,0.0579073482428115,0.9420926517571884,0.0929308975377283,0.093984962406015,0.6017106711269067,0.8110873477955812,0,224,0,3134,0,3134,3358,0,1,1.0,1,0.07758022262985902,1.9156112180750904,0.6017106711269067,1.7485836646717128,0.8110873477955812,2.6725481549945567,2.9167071256657957,6.57390391730607,4.745305521485933,0.0,0.017478981565989527,0.006477088566748366,0.0,0.0,225.740151976076,0,0,-230.08206748372123,2463.8931742828945,-670.1068257171055,230.20789679008246,-3,66.91221114765067,-157.08778885234932,230.08206748372123,-1
CHWY,18.75,1,0.0913327120223671,0.9086672879776329,0.3229070837166513,0.0571131879543094,0.1064732636868415,-1.4516035354586438,4238,169,0,3862,0,3862,8269,1,1,1.0,1,0.09507228736468928,1.6135191874093417,0.1064732636868415,1.2533462572316476,-0.8614608071989756,1.0,1.4395924181313473,1.0,1.2197962090656738,0.01904176993306264,0.0002328824050506089,3.2636289635287065e-05,1946.6953613897995,-2291.3046386102005,19.715567955632558,-116,0,-177.3877104807354,32.82784903962999,-3829.17215096037,19.713094204750366,-194,0.3371524537062965,-168.6628475462937,19.7097456089706,-9
MOBQ,0.6899999976158142,0,0.1281948881789137,0.8718051118210862,0.1283273738577671,0.0839598997493734,0.3243473644899146,0.142806568606825,0,10,0,166,0,166,176,0,0,0.0,0,0.1090764694542901,1.426981418550482,0.3243473644899146,1.4712203580347207,0.142806568606825,2.0042673758058003,1.7348942157584246,2.697025870208404,2.215960042983414,0.0,0.0,0.0,0.0,0.0,0.6899999976158142,0,0,-9.785454393812445,0.0,-166.0,0.7527272610624958,-221,0.0,-10.0,0.7527272610624958,-13
TTC,84.37000274658203,1,0.2016773162939297,0.7983226837060703,0.8796664019062749,0.0467836257309941,0.6541270100904382,0.3055931583291289,0,422,0,3965,0,3965,4387,0,1,1.0,1,0.10920921076678376,1.4253924992410567,0.6541270100904382,1.8010000036352443,0.3055931583291289,2.1670539655281047,2.313168826869495,3.0112456731460804,2.662207250007788,0.0,0.00825245878594817,0.0015708483762932866,0.0,0.0,84.6802369636206,0,0,-429.3961211045987,1163.292998335369,-2801.707001664631,85.89809529924294,-33,16.227806236135425,-405.77219376386455,85.87922422091974,-5
ADYEY,7.840000152587891,1,0.2791164658634538,0.7208835341365463,0.4633663366336634,0.0519187358916478,0.3751133343567998,-0.5445481078689014,6515,0,0,78,0,78,6593,1,1,0.0,1,0.11999172999580447,1.3056104461741687,0.3751133343567998,1.521986327901606,-0.5445481078689014,1.3169126993300742,1.7304433339061378,1.4325007217197105,1.5814720278129242,0.01904176993306264,0.0008419425373284663,0.0,1946.6953613897995,-4568.3046386102005,8.054976561474774,-567,0,0.0,118.68291427794004,40.68291427794004,7.579345522933032,5,0.0,0.0,7.781906656385038,0
PYPL,57.77000045776367,0,0.1655372700871248,0.8344627299128751,0.2125,0.1150306748466257,0.3370623876002185,0.2661758126330771,3466,289,982,1386,0,2368,6123,1,1,1.0,1,0.1543197861288082,1.0152745179034206,0.3370623876002185,1.4839353811450247,0.2661758126330771,2.1276366198320527,1.4929087761518927,2.1523154943368863,1.8226121352443894,0.01904176993306264,0.004949031570337196,0.0009993039020350287,1946.6953613897995,-1519.3046386102005,59.38790575679679,-26,0,-296.34287988431777,697.6313270557562,-1670.3686729442438,59.33872362144241,-28,10.323408890363066,-278.67659110963695,59.26857597686355,-5
SBUX,92.8499984741211,1,0.2619808306709265,0.7380191693290734,0.7700555996822875,0.0760233918128654,0.5220306846200834,0.6257690081095701,0,371,0,1950,0,1950,2321,0,1,1.0,1,0.16420786503866228,0.9497819169948294,0.5220306846200834,1.6689036781648894,0.6257690081095701,2.4872298153085457,1.6265267111557435,2.37598568875986,2.0012561999578016,0.0,0.01006982648097432,0.0020491787811841213,0.0,0.0,92.86403505208975,0,0,-376.48185988843596,1419.4749642028792,-530.5250357971208,94.1662411432117,-6,21.16924631690068,-349.8307536830993,94.12046497210899,-4
FTNT,59.93000030517578,1,0.3370607028753993,0.6629392971246006,0.4511517077045274,0.0793650793650793,0.8665929238412042,1.1704699695623433,0,360,120,2517,0,2637,2997,0,1,1.0,1,0.16869689689184317,0.9220438461468963,0.8665929238412042,2.0134659173860103,1.1704699695623433,3.031930776761319,1.9065577088708168,2.7807778733171733,2.343667791093995,0.0,0.017478981565989527,0.0052989116323610315,0.0,0.0,60.0543683578492,0,0,-307.7813796830435,2463.8931742828945,-173.1068257171055,61.571742764541185,-3,54.74093650926886,-305.25906349073114,61.5562759366087,-5
EPAM,244.1499938964844,0,0.1625399361022364,0.8374600638977636,0.1386020651310563,0.2468671679197994,0.677391582948927,0.8348986329548348,0,244,0,0,0,0,244,0,0,1.0,0,0.17223566492857087,0.9009743296143392,0.677391582948927,1.824264576493733,0.8348986329548348,2.6963594401538105,1.7188319909527605,2.444104252447826,2.0814681217002935,0.0,0.0,0.0,0.0,0.0,243.68025212263353,0,0,-251.9697237060246,0.0,0.0,243.68025212263353,0,0.0,-244.0,251.9697237060246,-1
ETSY,62.720001220703125,1,0.1555869872701555,0.8444130127298444,0.2819672131147541,0.1427150671307807,0.4458672926897039,-0.0632998003907042,2760,314,0,2070,0,2070,5144,1,1,1.0,1,0.1766706105821467,0.8754984621605193,0.4458672926897039,1.59274028623451,-0.0632998003907042,1.7981610068082714,1.5030644602043643,1.6714832396297143,1.5872738499170393,0.01904176993306264,0.0025420789585510256,0.00044399661971646477,1946.6953613897995,-813.3046386102005,65.70959015935763,-12,0,-327.79870314535054,358.3395846500199,-1711.6604153499802,65.62083655355374,-26,4.586751479642911,-309.4132485203571,65.5597406290701,-5
QDEL,71.2699966430664,0,0.1689297124600638,0.8310702875399361,0.2267672756155679,0.1574770258980785,0.4471094456053495,0.3102825704919661,3706,71,0,927,0,927,4704,1,1,1.0,1,0.1798608409739355,0.8577764785452843,0.4471094456053495,1.5939824391501556,0.3102825704919661,2.171743377690942,1.4917141572282215,1.944940922238801,1.7183275397335112,0.01904176993306264,0.005368052589617596,0.001022712286765404,1946.6953613897995,-1759.3046386102005,73.29668344819581,-24,0,-73.1695202296318,756.697870800783,-170.302129199217,73.24862591857092,-2,10.565231549658682,-60.434768450341316,73.1695202296318,-1
RGEN,153.60000610351562,0,0.139776357827476,0.860223642172524,0.1810961080222398,0.2635756056808688,0.8007569052571563,0.7599534622396326,4147,307,1382,614,0,1996,6450,1,1,1.0,1,0.1821472241347074,0.845371061598282,0.8007569052571563,1.9476298988019622,0.7599534622396326,2.621414269438608,1.7568729676376853,2.258488765054246,2.0076808663459658,0.01904176993306264,0.01342085313809709,0.0025365931541987572,1946.6953613897995,-2200.3046386102005,158.899033407883,-14,0,-317.52308486587555,1891.8464050762075,-104.15359492379253,158.82030234439682,-1,26.204529238765677,-280.7954707612343,158.76154243293777,-2
IDXX,445.9800109863281,1,0.2440095846645367,0.7559904153354633,0.3534551231135822,0.1119465329991645,0.8646107206338483,2.131054877447684,4014,446,0,4906,0,4906,9366,1,1,1.0,1,0.18915213780095605,0.8088090057540063,0.8646107206338483,2.011483714178654,2.131054877447684,3.9925156846466594,1.759895558821294,3.0640347736671703,2.411965166244232,0.01904176993306264,0.017478981565989527,0.016397251373925375,1946.6953613897995,-2067.3046386102005,457.35645055262415,-5,0,-456.9412206767361,2463.8931742828945,-2442.1068257171055,457.18653368951254,-5,169.39344504347346,-276.60655495652657,456.9412206767361,-1
PAYC,270.2799987792969,1,0.315212810788032,0.6847871892119679,0.4834520318391286,0.0950066283694211,0.8891206900893328,1.0349626102888485,4865,541,0,2703,0,2703,8109,1,1,1.0,1,0.19027686697239213,0.8031314640427197,0.8891206900893328,2.035993683634139,1.0349626102888485,2.8964234174878243,1.7700603072423378,2.3492862912639154,2.0596732992531264,0.01904176993306264,0.017478981565989527,0.003878466447354112,1946.6953613897995,-2918.3046386102005,277.75424800541975,-11,0,-554.7583284193223,2463.8931742828945,-239.1068257171055,277.55819261300746,-1,40.06688548103639,-500.93311451896363,277.37916420966116,-2
DOCU,42.130001068115234,0,0.1341193809874723,0.8658806190125277,0.2691466083150984,0.2534081796311146,0.3331918259621971,0.6604418244294935,4087,84,0,3286,0,3286,7457,1,1,1.0,1,0.1984429682867386,0.7633912047763974,0.3331918259621971,1.4800648195070032,0.6604418244294935,2.521902631628469,1.3489343565185756,2.0261699135622564,1.687552135040416,0.01904176993306264,0.008826757642218122,0.001826349783631592,1946.6953613897995,-2140.3046386102005,43.662718346334756,-49,0,-43.59370955827546,1244.2480028715213,-2041.7519971284787,43.642290410369036,-47,18.867289074784523,-65.13271092521548,43.59370955827546,-1
SHOP,53.650001525878906,0,0.201239866475918,0.798760133524082,0.2672985781990521,0.1872169099144439,0.9668756794346284,1.8213707282079128,4399,322,0,2951,0,2951,7672,1,1,1.0,1,0.21349689033625413,0.6962422943527161,0.9668756794346284,2.1137486729794346,1.8213707282079128,3.6828315354068883,1.6838984173827103,2.4785618031592587,2.0812301102709845,0.01904176993306264,0.017478981565989527,0.010243798165398393,1946.6953613897995,-2452.3046386102005,55.96390200534562,-44,0,-223.48802033177122,2463.8931742828945,-487.1068257171055,55.90010363212623,-9,105.82458132746463,-216.1754186725354,55.872005082942806,-4
DGX,124.2699966430664,1,0.2388178913738019,0.7611821086261981,0.8196981731532963,0.1236424394319131,0.4855488164672478,1.5985262447462736,0,249,0,2610,0,2610,2859,0,1,1.0,1,0.2223030738823435,0.6601452299811384,0.4855488164672478,1.6324218100120538,1.5985262447462736,3.459987051945249,1.3819753162458144,2.269172137393131,1.8255737268194725,0.0,0.017478981565989527,0.00700020519440022,0.0,0.0,124.3388900586277,0,0,-126.23574006700183,2463.8931742828945,-146.1068257171055,126.24948082182851,-1,72.3163197812709,-176.68368021872908,126.23574006700183,-1
ENPH,119.16000366210938,1,0.3278753993610224,0.6721246006389776,0.460683081810961,0.1265664160401002,0.7251294961361016,0.9161670986848992,0,119,0,0,0,0,119,0,0,1.0,1,0.22863032630688865,0.6354814828450235,0.7251294961361016,1.8720024896809075,0.9161670986848992,2.777627905883875,1.4895177703670603,1.9140208035389359,1.7017692869529981,0.0,0.0,0.0027102568307071596,0.0,0.0,118.91269902635293,0,0,-123.63896030979211,0.0,0.0,118.91269902635293,0,27.99857921530338,-91.00142078469662,123.63896030979211,-1
