stock,yestDir,direction,RSI,RSIRev,fair_value_mult,drop,climb,geomean,score,sharpe,wSharpe,status,statusScaled,nUpDown,buy_pt_up_p30,buy_pt_up_p40,buy_pt_up_p50,buy_pt_up_p61,buy_pt_up_p73,buy_pt_up_p84,buy_pt_up_p95,sell_pt_up_p30,sell_pt_up_p40,sell_pt_up_p50,sell_pt_up_p61,sell_pt_up_p73,sell_pt_up_p84,sell_pt_up_p95,buy_pt_down_p30,buy_pt_down_p40,buy_pt_down_p50,buy_pt_down_p61,buy_pt_down_p73,buy_pt_down_p84,buy_pt_down_p95,sell_pt_down_p30,sell_pt_down_p40,sell_pt_down_p50,sell_pt_down_p61,sell_pt_down_p73,sell_pt_down_p84,sell_pt_down_p95,price,LoHiAdj,statusAdj,statusAdj2,statusAdj3,sharpeMin,sharpeMax,adjSharpe,sharpeFinal,ssMin,ssMax,adjSS,ssFinal,inEt,inFid,in_self_managed,currentlyActive,portionET,portionFid,portion_self_managed,cappedET,cappeDFid,cappedSlf,portionNormET,portionNormFid,portionNormSelfManaged,upDownCopy,ET$,ETTarget,ETDiff,etUD,buyUpET,buyDownET,sellUpET,sellDownET,bsET,nSharesET,PctTargET,fidRoll,fidRoth,fidSI,fid (ALL),FidTarget,FidDiff,FidUD,buyUpFid,buyDownFid,sellUpFid,sellDownFId,bsFid,nSharesFid,pctTargFid,TotalIn,TotalTarget,TD,TDTarget,TDDiff,tdUD,buyUpTD,buyDownTD,sellUpTD,sellDownTD,bsTD,nShrs,DMIRA,DMTarget,DMDiff,DMAmtIO,DMfBS,DMdiAmt,DMBSPt,DMNShares,statCopy,Owned,rsiWt,rsiWtRenorm,rsiDollarsTarget,rsiDollarsIn,ddiff,Adel,AdelRaw,AdelNorm,AdelCap,AdelRenrom,AdelIn,AdelDiff,pricecopy
CPRX,0,0,0.212544946,0.787455054,0.274135876,0.343083995,0.268700376,0.30362279,0.398711399,0.850650676,0.697187423,0.257593121,0.533954784,0,14.84,14.94,15.04,15.11,15.22,15.25,15.41,15.96,15.88,15.77,15.71,15.61,15.54,15.32,14.96,15.07,15.09,15.14,15.2,15.3,15.46,15.85,15.79,15.76,15.62,15.55,15.48,15.41,15.38,1.139,1.387,1.629,1.871,0.006,1.09,0.851,1.845,-1.536,1.669,0.697,3.234,0,0.17,0.8,1,0,25.8,142.5,0,25.8,142.5,0,0.003404049,0.006633339,1,0,0,0,0,14.94,15.07,15.96,15.85,15.85,0,#DIV/0!,0,277,0,277,463,186,1,15.04,15.09,15.88,15.79,15.09,12,0.6,323,510,46,46,0,1,15.11,15.14,15.77,15.76,15.14,0,0,29,29,29,0.007,29,15.14,2,0,369,0.007585402,0.007585402,809,1092,-283,0,0.32,0,0,0.001,74,74,15.38
CRWD,1,1,0.62962963,0.37037037,0.7027897,0.125,0.300742574,0.193888684,0.403164773,0.617595331,0.058365102,0.367253943,0.2524308,0,114.12,115.23,115.81,116.08,116.78,117.3,118.19,122.32,121.98,121,120.28,118.99,116.8,116.1,113.42,114.17,114.54,115.36,115.95,116.77,118.36,120.41,119.55,118.9,118.39,118.02,117.02,113.66,117.63,0.919,1.128,1.2,1.272,0.006,1.09,0.618,1.612,-1.536,1.669,0.058,2.595,0,1,1,1,0,51.1,54.4,0,51.1,54.4,0,0.006753323,0.002532657,0,0,0,0,0,115.23,114.17,122.32,120.41,122.32,0,#DIV/0!,0,3058,0,3058,919,-2139,0,115.81,114.54,121.98,119.55,121.98,-18,3.33,3058,937,0,18,18,1,116.08,115.36,121,118.9,116.08,0,0,11,11,11,0.003,11,116.08,0,0,3058,0.003567706,0.003567706,381,706,-325,823,1.27,0.002,0.002,0.003,295,-528,117.63
CTGO,1,1,0.631242509,0.368757491,0.557806913,0.511073966,0.211867948,0.329059558,0.495744869,0.567167602,1.000093099,0.467590099,0.058522355,0,23.91,24.15,24.25,24.25,24.25,24.25,24.35,24.25,24.25,24.25,24.25,24.25,23.96,23.71,24.19,24.25,24.25,24.25,24.27,24.58,24.94,24.39,24.26,24.25,24.25,24.25,24.19,23.95,24.25,0.919,1.026,1.052,1.077,0.006,1.09,0.567,1.562,-1.536,1.669,1,3.537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15,24.25,24.25,24.39,24.25,0,#DIV/0!,0,73,0,73,0,-73,0,24.25,24.25,24.25,24.26,24.25,-3,#DIV/0!,73,0,0,0,0,0,24.25,24.25,24.25,24.25,24.25,0,0,0,0,0,0,0,24.25,0,0,73,0.00355217,0.00355217,379,485,-106,0,0,0,0,0,0,0,24.25
DDOG,1,1,0.480565371,0.519434629,0.384704519,0.384303112,0.401894452,0.393000367,0.493717249,0.66193143,0.346887875,0.415236016,0.155951251,0,77.24,77.43,78.04,78.88,79.3,80.48,81.44,83.87,82.83,81.96,80.98,80.53,79.07,78.15,77.09,77.5,77.9,78.13,78.88,79.84,80.39,83.14,81.92,81.24,80.74,80.46,80.17,79.73,79.96,0.998,1.082,1.131,1.18,0.006,1.09,0.662,1.656,-1.536,1.669,0.347,2.883,1,1,1,1,8.9,74.8,78.2,8.9,74.8,78.2,0.009264334,0.009874311,0.003638025,0,1119,909,-210,0,77.43,77.5,83.87,83.14,83.87,-3,1.23,0,720,0,720,1344,624,1,78.04,77.9,82.83,81.92,78.04,8,0.54,1839,2278,0,25,25,1,78.88,78.13,81.96,81.24,78.88,0,0,16,16,16,0.004,16,78.88,0,0,1839,0.005003613,0.005003613,534,320,214,0,1.18,0.002,0.002,0.003,273,273,79.96
DGX,0,0,0.203755493,0.796244507,0.833531983,0.31759298,0.655662349,0.456326373,0.645458541,0.608054367,0.121449692,0.361490593,0.264731777,0,141.77,141.99,142.44,142.7,143.42,143.72,144.05,145.51,145.14,144.72,144.36,143.85,143.58,142.91,142.13,142.39,142.63,142.84,142.96,143.31,143.75,145.43,145,144.81,144.62,144.5,144.02,143.51,143.78,1.143,1.133,1.214,1.295,0.006,1.09,0.608,1.602,-1.536,1.669,0.121,2.658,0,1,1,1,0,56.5,60.6,0,56.5,60.6,0,0.007466454,0.0028207,0,0,0,0,0,141.99,142.39,145.51,145.43,145.43,0,#DIV/0!,0,3163,0,3163,1017,-2146,0,142.44,142.63,145.14,145,145,-15,3.11,3163,1036,0,20,20,1,142.7,142.84,144.72,144.81,142.84,0,0,12,12,12,0.003,12,142.84,0,0,3163,0.007670069,0.007670069,818,575,243,0,1.3,0.002,0.002,0.003,300,300,143.78
DIS,0,0,0.189772273,0.810227727,0.216527612,0.251984956,0.687421646,0.416196965,0.440076093,0.409478317,-0.386707251,0.244090352,0.579162943,0,99.9,100.05,100.36,100.74,101.13,101.18,101.93,103.52,103.21,102.87,102.62,102.15,101.46,101.13,99.39,99.8,100.34,100.61,100.84,101.13,102.49,103.14,102.84,102.47,102.16,101.76,101.6,100.69,101.68,1.151,1.217,1.387,1.558,0.006,1.09,0.409,1.404,-1.536,1.669,-0.387,2.15,0,1,1,1,0,26,29.6,0,26,29.6,0,0.003432536,0.001379386,1,0,0,0,0,100.05,99.8,103.52,103.14,103.14,0,#DIV/0!,0,0,0,0,467,467,1,100.36,100.34,103.21,102.84,100.34,5,0,0,477,0,10,10,1,100.74,100.61,102.87,102.47,100.61,0,0,6,6,6,0.001,6,100.61,0,0,0,0.007804767,0.007804767,833,712,121,0,1.56,0.002,0.002,0.003,361,361,101.68
DOCS,0,0,0.464197531,0.535802469,0.415274463,0.959322034,0.73559322,0.840042132,0.735756895,0.078647969,0.239383294,0.521492643,-0.038740459,0,32.06,32.32,32.44,32.68,33.03,33.23,33.54,34.55,34.02,33.72,33.45,33.34,33.24,32.95,32.27,32.4,32.53,32.71,32.85,32.96,33.29,34.32,34.19,33.96,33.67,33.35,33.07,32.95,33.26,1.006,0.997,0.979,0.961,0.006,1.09,0.079,1.073,-1.536,1.669,0.239,2.776,1,1,1,1,1.3,59.2,58.1,1.3,59.2,58.1,0.001329779,0.007818761,0.002706423,0,0,130,130,1,32.06,32.27,34.02,34.19,32.27,4,0,33,0,100,133,1065,932,1,32.32,32.4,33.72,33.96,32.4,29,0.12,133,1214,0,19,19,1,32.44,32.53,33.45,33.67,32.53,1,0,12,12,12,0.003,12,32.53,0,0,133,0.005161281,0.005161281,551,0,551,0,0.96,0.001,0.001,0.002,223,223,33.26
DOCU,0,0,0.4175,0.5825,0.322899506,0.60733945,0.676146789,0.64082027,0.60344121,0.463580177,0.762508701,0.425372125,0.136620488,0,57.89,58.23,58.57,59.12,59.73,59.98,61.34,62.72,62.2,61.63,60.85,60.58,60.22,59.89,59.46,59.51,59.63,59.68,59.97,60.32,61.72,63.32,62.93,62.67,62.54,61.73,61.41,59.53,60.46,1.031,1.053,1.115,1.177,0.006,1.09,0.464,1.458,-1.536,1.669,0.763,3.299,1,1,1,1,5.3,124.7,132.1,5.3,124.7,132.1,0.005550414,0.016467518,0.006147644,0,605,544,-61,0,58.23,59.51,62.72,63.32,63.32,-1,1.11,0,0,0,0,2242,2242,1,58.57,59.63,62.2,62.93,59.63,38,0,605,2829,0,43,43,1,59.12,59.68,61.63,62.67,59.68,1,0,27,27,27,0.006,27,59.68,0,0,605,0.00561111,0.00561111,599,363,236,0,1.18,0.002,0.002,0.003,273,273,60.46
DTST,1,1,0.697163404,0.302836596,0.642828764,0.74091099,0.390305056,0.537755805,0.656623436,0.546335021,-1.405671414,0.618609214,-0.222988079,0,1.77,1.77,1.78,1.8,1.82,1.84,1.85,1.93,1.9,1.88,1.87,1.85,1.85,1.84,1.78,1.79,1.8,1.82,1.83,1.85,1.86,1.92,1.9,1.9,1.88,1.86,1.85,1.84,1.84,0.884,0.908,0.941,0.973,0.006,1.09,0.546,1.541,-1.536,1.669,-1.406,1.131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,1.78,1.9,1.9,1.9,0,#DIV/0!,0,17,0,17,0,-17,0,1.77,1.79,1.88,1.9,1.88,-9,#DIV/0!,17,0,0,0,0,0,1.78,1.8,1.87,1.88,1.87,0,0,0,0,0,0,0,1.87,0,0,17,0.002917166,0.002917166,311,0,311,0,0,0,0,0,0,0,1.84
DUOL,0,0,0.570680628,0.429319372,0.406565657,0.698529412,0.514705882,0.599614207,0.618327596,0.041351643,0.877977034,0.510233593,-0.018426256,0,87.88,88.16,88.95,89.22,89.44,89.84,90.72,92.61,92.34,91.63,91.33,90.9,90.38,89.43,87.66,87.7,88.48,89,89.59,89.73,90.22,92.7,92.49,91.3,91.13,90.74,90.39,89.92,90.04,0.95,0.999,0.988,0.978,0.006,1.09,0.041,1.036,-1.536,1.669,0.878,3.414,0,1,1,1,0,135.8,134.4,0,135.8,134.4,0,0.017936644,0.006254235,0,0,0,0,0,87.88,87.66,92.34,92.49,92.49,0,#DIV/0!,90,0,0,90,2442,2352,1,88.16,87.7,91.63,91.3,87.7,27,0.04,90,2486,0,44,44,1,88.95,88.48,91.33,91.13,88.48,0,0,27,27,27,0.006,27,88.48,0,0,90,0.00413555,0.00413555,441,0,441,0,0.98,0.001,0.001,0.002,226,226,90.04
DYAI,0,0,0.081502197,0.918497803,0.041319031,0.034266611,0.443376515,0.123259931,0.158288182,0.264441889,0.498400578,0.067288008,2.1457357,0,1.3,1.3,1.31,1.32,1.34,1.34,1.37,1.41,1.39,1.38,1.37,1.36,1.36,1.34,1.27,1.29,1.31,1.31,1.33,1.34,1.34,1.39,1.39,1.38,1.37,1.36,1.35,1.33,1.34,1.208,1.639,6.233,10.828,0.006,1.09,0.264,1.259,-1.536,1.669,0.498,3.035,0,0.18,1,1,0,25,528.8,0,25,528.8,0,0.003304095,0.024614394,2,0,0,0,0,1.32,1.31,1.41,1.39,1.39,0,#DIV/0!,0,15,0,15,450,435,1,1.34,1.33,1.39,1.39,1.33,327,0.03,16,622,1,172,171,1,1.34,1.34,1.38,1.38,1.34,127,0,108,108,108,0.025,108,1.34,80,0,17,0.008847711,0.008847711,944,795,149,0,1.95,0.003,0.003,0.004,451,451,1.34
EA,0,0,0.038753496,0.961246504,0.213746524,0.129544505,0.023819473,0.055548914,0.160255356,0.742207156,0.598761311,0.061875171,2.288383701,0,110.31,110.67,110.83,110.97,111.19,111.37,111.75,112.81,112.67,112.6,112.29,112.08,111.96,111.45,110.1,110.47,110.61,110.76,111.02,111.36,111.69,112.95,112.58,112.32,112.06,111.79,111.63,111.42,111.74,1.23,3.536,8.601,13.666,0.006,1.09,0.742,1.737,-1.536,1.669,0.599,3.135,0,0.18,1,1,0,61.5,831,0,61.5,831,0,0.008120733,0.03868562,2,0,0,0,0,110.97,110.76,112.81,112.95,112.95,0,#DIV/0!,0,2458,0,2458,1106,-1352,0,111.19,111.02,112.67,112.58,112.58,-12,2.22,2905,1376,447,270,-177,0,111.37,111.36,112.6,112.32,112.32,-2,0,169,169,169,0.039,169,112.32,2,0,3352,0.009259501,0.009259501,988,1117,-129,1117,2.46,0.003,0.003,0.005,570,-547,111.74
EDIT,0,1,0.519296254,0.480703746,0.5,0.31598063,0.402542373,0.356644911,0.502181277,0.270974754,-0.136534637,0.445792229,0.098443344,0,9.33,9.36,9.39,9.43,9.53,9.59,9.81,10.07,10.02,9.98,9.94,9.81,9.74,9.68,9.34,9.42,9.46,9.53,9.6,9.65,9.77,10.13,10.1,10.05,9.96,9.84,9.78,9.64,9.75,0.977,1.023,1.057,1.09,0.006,1.09,0.271,1.265,-1.536,1.669,-0.137,2.4,1,1,1,1,2.8,34,35.1,2.8,34,35.1,0.002916049,0.004483266,0.001631823,0,341,286,-55,0,9.36,9.42,10.07,10.13,10.07,-5,1.19,351,0,98,449,610,161,1,9.39,9.46,10.02,10.1,9.39,17,0.74,790,908,0,11,11,1,9.43,9.53,9.98,10.05,9.43,1,0,7,7,7,0.002,7,9.43,1,0,790,0.004630526,0.004630526,494,0,494,0,1.09,0.001,0.001,0.002,252,252,9.75
EP,1,1,0.492608869,0.507391131,0.47318236,0.687003761,0.214793147,0.384140208,0.514046043,0.954316173,0.5972332,0.444670113,0.10051868,0,12.41,12.47,12.52,12.58,12.62,12.67,12.78,13.02,12.94,12.91,12.89,12.88,12.84,12.75,12.15,12.47,12.52,12.57,12.64,12.73,12.94,13.4,13.26,13.06,13.03,12.97,12.87,12.7,12.75,0.991,1.069,1.096,1.122,0.006,1.09,0.954,1.949,-1.536,1.669,0.597,3.134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47,12.47,13.02,13.4,13.02,0,#DIV/0!,0,26,0,26,0,-26,0,12.52,12.52,12.94,13.26,12.94,-2,#DIV/0!,26,0,0,0,0,0,12.58,12.57,12.91,13.06,12.91,0,0,0,0,0,0,0,12.91,0,0,26,0.004887601,0.004887601,521,0,521,0,0,0,0,0,0,0,12.75
EPAM,0,0,0.04834199,0.95165801,0.025029797,0.062682825,0.032595069,0.045201228,0.084564766,0.850064813,0.409817793,0.036248684,3.305843493,0,300.37,301.42,303,305.3,306.61,307.66,312.22,316.33,315.47,314.96,313.6,310.35,308.76,307.08,304.63,306.33,307.66,308.45,310.89,313.73,316.15,319.29,316.86,315.45,313.42,311.04,309.37,307.75,311.08,1.225,7.566,21.579,35.591,0.006,1.09,0.85,1.844,-1.536,1.669,0.41,2.946,0,0.17,0.8,1,0,96.9,1300.8,0,96.9,1300.8,0,0.012799147,0.060552615,3,0,0,0,0,306.61,310.89,316.33,319.29,319.29,0,#DIV/0!,0,0,0,0,1743,1743,1,307.66,313.73,315.47,316.86,313.73,6,0,311,2165,311,423,112,1,312.22,316.15,314.96,315.45,316.15,0,0,265,265,265,0.061,265,316.15,1,0,622,0.009167137,0.009167137,978,933,45,0,6.05,0.008,0.008,0.013,1401,1401,311.08
EPSN,0,0,0.025169796,0.974830204,0.135876043,0.082323443,0.036773924,0.055021414,0.142413644,0.333167626,-1.003733611,0.045966762,2.833125757,0,5.18,5.19,5.2,5.2,5.23,5.26,5.29,5.41,5.4,5.38,5.36,5.35,5.34,5.33,5.22,5.22,5.24,5.27,5.29,5.31,5.38,5.46,5.44,5.42,5.4,5.39,5.37,5.34,5.34,1.237,2.231,2.792,3.353,0.006,1.09,0.333,1.328,-1.536,1.669,-1.004,1.533,0,0,0.03,1,0,0,0.5,0,0,0.5,0,0,2.15E-05,3,0,0,0,0,5.2,5.27,5.41,5.46,5.46,0,#DIV/0!,139,0,0,139,0,-139,0,5.23,5.29,5.4,5.44,5.44,-26,#DIV/0!,497,0,358,0,-358,0,5.26,5.31,5.38,5.42,5.42,-66,0,0,0,0,0,0,5.42,0,0,855,0.009390351,0.009390351,1002,668,334,0,0,0,0,0,0,0,5.34
ESCA,0,0,0.570515382,0.429484618,0.941597139,0.746761387,0.740493105,0.743620641,0.849458176,0.482817215,1.803761839,0.721223516,-0.469201923,0,12.31,12.36,12.4,12.44,12.49,12.5,12.53,12.76,12.71,12.66,12.64,12.6,12.57,12.46,12.46,12.49,12.5,12.51,12.55,12.68,13.08,13.07,12.94,12.84,12.76,12.69,12.63,12.45,12.5,0.951,0.833,0.671,0.51,0.006,1.09,0.483,1.477,-1.536,1.669,1.669,4.206,0,0.18,1,1,0,46.9,210,0,46.9,210,0,0.006191808,0.009774128,0,0,0,0,0,12.31,12.46,12.71,12.94,12.94,0,#DIV/0!,0,0,0,0,843,843,1,12.36,12.49,12.66,12.84,12.49,67,0,0,911,0,68,68,1,12.4,12.5,12.64,12.76,12.5,5,0,43,43,43,0.01,43,12.5,3,0,0,0.004137142,0.004137142,441,0,441,0,0.09,0,0,0,21,21,12.5
ESOA,0,0,0.34718338,0.65281662,0.748807631,0.297534476,0.109068115,0.180143067,0.394821997,0.698863366,0.751234656,0.307159202,0.391835177,0,2.4,2.42,2.44,2.47,2.48,2.49,2.53,2.57,2.56,2.55,2.53,2.53,2.51,2.49,2.46,2.48,2.49,2.5,2.52,2.53,2.54,2.62,2.6,2.6,2.59,2.58,2.54,2.53,2.52,1.068,1.229,1.412,1.594,0.006,1.09,0.699,1.693,-1.536,1.669,0.751,3.288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,2.48,2.57,2.62,2.62,0,#DIV/0!,665,0,0,665,0,-665,0,2.44,2.49,2.56,2.6,2.6,-256,#DIV/0!,665,0,0,0,0,0,2.47,2.5,2.55,2.6,2.6,0,0,0,0,0,0,0,2.6,0,0,665,0.006288456,0.006288456,671,728,-57,0,0,0,0,0,0,0,2.52
ESTE,0,0,0.330003995,0.669996005,0.364322606,0.486836607,0.316339323,0.392435425,0.486693596,0.298303564,0.044802317,0.360434987,0.267004951,0,12.49,12.58,12.65,12.71,12.73,12.81,12.94,13.32,13.22,13.17,13.09,13.01,12.91,12.75,12.48,12.6,12.67,12.85,12.9,13.01,13.1,13.51,13.45,13.31,13.2,13.13,13.03,12.86,12.95,1.077,1.071,1.18,1.288,0.006,1.09,0.298,1.293,-1.536,1.669,0.045,2.581,0,0.18,1,1,0,8.6,52.4,0,8.6,52.4,0,0.001130085,0.002437606,0,0,0,0,0,12.58,12.6,13.32,13.51,13.51,0,#DIV/0!,0,0,0,0,154,154,1,12.65,12.67,13.22,13.45,12.67,12,0,0,171,0,17,17,1,12.71,12.85,13.17,13.31,12.85,1,0,11,11,11,0.002,11,12.85,1,0,0,0.006453942,0.006453942,688,0,688,0,0.23,0,0,0.001,54,54,12.95
ETSY,0,0,0.273421589,0.726578411,0.260364004,0.478425027,0.509708738,0.493819215,0.501971693,0.607152667,0.478779143,0.31502132,0.371950422,0,124.13,124.82,125.18,126.43,127.11,128.43,129.38,132.64,131.61,130.46,129.92,129.36,128.5,126.65,125.01,125.54,125.89,126.61,127.64,128.17,128.48,132.33,131.65,131.29,131.01,129.89,128.9,127.45,128.45,1.107,1.191,1.35,1.508,0.006,1.09,0.607,1.602,-1.536,1.669,0.479,3.015,1,1,1,1,9.9,98.5,111.5,9.9,98.5,111.5,0.010350244,0.013004884,0.005192665,0,1284,1015,-269,0,124.82,125.54,132.64,132.33,132.33,-2,1.26,0,899,0,899,1771,872,1,125.18,125.89,131.61,131.65,125.89,7,0.51,2183,2822,0,36,36,1,126.43,126.61,130.46,131.29,126.61,0,0,23,23,23,0.005,23,126.61,0,0,2183,0.006998989,0.006998989,747,257,490,771,1.51,0.002,0.002,0.003,349,-422,128.45
FCUV,1,1,0.399197593,0.600802407,0.214903846,0.153374233,0.271472393,0.204051146,0.307560505,0.689807963,-1.569264979,0.248776825,0.563084523,0,5.25,5.31,5.36,5.41,5.44,5.54,5.54,5.85,5.83,5.78,5.7,5.69,5.58,5.51,5.26,5.32,5.38,5.41,5.46,5.48,5.56,5.9,5.85,5.8,5.74,5.68,5.59,5.58,5.55,1.041,1.341,1.171,1,0.006,1.09,0.69,1.684,-1.536,1.669,-1.536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.31,5.32,5.85,5.9,5.85,0,#DIV/0!,6,588,0,594,0,-594,0,5.36,5.38,5.83,5.85,5.83,-102,#DIV/0!,600,0,6,0,-6,0,5.41,5.41,5.78,5.8,5.78,-1,0,0,0,0,0,0,5.78,0,0,606,0.005787413,0.005787413,617,788,-171,0,0,0,0,0,0,0,5.55
FFIV,1,0,0.265681183,0.734318817,0.212951927,0.320100293,0.243627246,0.279258219,0.358982581,0.291680275,-1.184620461,0.249154525,0.561807244,0,139.52,140.1,141.08,141.43,142.05,142.47,142.81,144.83,144.5,143.84,143.27,143.13,142.34,141.76,140.36,141.03,141.47,141.78,142.37,142.84,143.34,145.42,144.34,144.17,144.02,143.58,142.55,141.28,142.89,1.111,1.152,1.168,1.185,0.006,1.09,0.292,1.286,-1.536,1.669,-1.185,1.352,0,0.18,1,1,0,0.7,3.9,0,0.7,3.9,0,9.14E-05,0.000181603,1,0,0,0,0,140.1,141.03,144.83,145.42,145.42,0,#DIV/0!,0,0,0,0,12,12,1,141.08,141.47,144.5,144.34,141.47,0,0,0,14,0,1,1,1,141.43,141.78,143.84,144.17,141.78,0,0,1,1,1,0,1,141.78,0,0,0,0.007073551,0.007073551,755,0,755,0,0.21,0,0,0,49,49,142.89
FLGT,0,0,0.343984962,0.656015038,0.359006211,0.398384926,0.19717362,0.28026951,0.409791945,0.653887161,1.686672696,0.323954309,0.350050363,0,30.97,31.2,31.35,31.55,31.62,31.82,31.91,32.83,32.63,32.47,32.31,31.85,31.67,31.41,31.03,31.21,31.4,31.55,31.73,31.83,31.97,32.81,32.71,32.59,32.38,32.08,31.86,31.58,31.95,1.07,1.191,1.422,1.653,0.006,1.09,0.654,1.648,-1.536,1.669,1.669,4.206,1,1,1,1,12.2,372.6,444.9,12.2,372.6,444.9,0.012735166,0.049205237,0.020711048,0,1629,1249,-380,0,31.2,31.21,32.83,32.81,32.81,-12,1.3,0,607,0,607,6699,6092,1,31.35,31.4,32.63,32.71,31.4,194,0.09,2236,8093,0,145,145,1,31.55,31.55,32.47,32.59,31.55,5,0,91,91,91,0.021,91,31.55,3,0,2236,0.006319266,0.006319266,674,639,35,767,1.65,0.002,0.002,0.004,383,-384,31.95
FNV,0,0,0.020375549,0.979624451,0.245927692,0.26368575,0.366067697,0.310687681,0.392521885,0.492084006,0.735742565,0.053226092,2.557064724,0,124.85,125.79,126,126.65,127.15,127.84,128.17,130.12,129.61,128.87,128.24,127.48,127.04,126.14,125.55,126.07,126.4,126.66,127.48,128,128.37,129.76,129.21,129.09,128.79,127.99,127.41,125.97,127.75,1.24,2.755,11.74,20.724,0.006,1.09,0.492,1.486,-1.536,1.669,0.736,3.272,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,126.65,126.66,130.12,129.76,129.76,0,#DIV/0!,0,128,256,384,0,-384,0,127.15,127.48,129.61,129.21,129.21,-3,#DIV/0!,384,0,0,0,0,0,127.84,128,128.87,129.09,129.09,0,0,0,0,0,0,0,129.09,0,0,384,0.009436533,0.009436533,1007,1150,-143,0,0,0,0,0,0,0,127.75
FSI,0,0,0.471034758,0.528965242,0.74135876,0.736523193,0.853949018,0.793065733,0.826345561,0.484635232,0.250339243,0.633875618,-0.254827321,0,3.02,3.04,3.06,3.07,3.08,3.1,3.11,3.18,3.18,3.17,3.16,3.15,3.14,3.13,3.06,3.07,3.07,3.08,3.1,3.12,3.18,3.24,3.19,3.18,3.17,3.16,3.15,3.13,3.14,1.003,0.905,0.838,0.77,0.006,1.09,0.485,1.479,-1.536,1.669,0.25,2.787,0,0,0.03,1,0,0,1.5,0,0,1.5,0,0,7.06E-05,0,0,0,0,0,3.02,3.06,3.18,3.19,3.19,0,#DIV/0!,0,3,0,3,0,-3,0,3.04,3.07,3.17,3.18,3.18,-1,#DIV/0!,3,0,0,0,0,1,3.06,3.07,3.16,3.17,3.07,0,0,0,0,0,0,0,3.07,0,0,3,0.00509542,0.00509542,544,619,-75,0,0,0,0,0,0,0,3.14
FTNT,1,1,0.741510188,0.258489812,0.831148192,0.595486837,0.557459256,0.576159395,0.724754533,0.853339357,-0.294187639,0.699727251,-0.409761756,0,58.73,59,59.14,59.73,59.95,60.17,60.42,61.82,61.63,61.41,61.1,60.12,59.99,59.58,58.91,59.07,59.18,59.35,59.65,59.81,60.4,61.38,61.11,61.01,60.79,60.47,60.12,60,60.21,0.861,0.778,0.748,0.718,0.006,1.09,0.853,1.848,-1.536,1.669,-0.294,2.242,0,1,1,1,0,19.7,18.9,0,19.7,18.9,0,0.002595612,0.000880116,0,0,0,0,0,58.73,58.91,61.63,61.11,61.63,0,#DIV/0!,181,0,0,181,353,172,1,59,59.07,61.41,61.01,59,3,0.51,181,360,0,6,6,1,59.14,59.18,61.1,60.79,59.14,0,0,4,4,4,0.001,4,59.14,0,0,181,0.002489982,0.002489982,266,181,85,0,0.72,0.001,0.001,0.002,166,166,60.21
GCBC,1,1,0.714742309,0.285257691,0.96821613,0.02131216,0.496447973,0.102860969,0.318140078,0.660743155,-0.881958422,0.246836512,0.56968926,0,52.97,53.38,53.76,54.09,54.24,54.59,55.21,55.49,55.09,54.94,54.68,54.56,54.31,54.24,52.67,52.93,53.46,53.73,53.99,54.3,54.67,55.48,55.16,55,54.62,54.52,54.29,54.08,54.4,0.875,1.332,1.332,1.332,0.006,1.09,0.661,1.655,-1.536,1.669,-0.882,1.654,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.38,52.93,55.49,55.48,55.49,0,#DIV/0!,816,8595,109,9520,0,-9520,0,53.76,53.46,55.09,55.16,55.09,-173,#DIV/0!,10118,0,598,0,-598,0,54.09,53.73,54.94,55,54.94,-11,0,0,0,0,0,0,54.94,0,0,10716,0.002747832,0.002747832,293,816,-523,0,0,0,0,0,0,0,54.4
GH,1,1,0.152433425,0.847566575,0.242973708,0.061287028,0.153217569,0.096903299,0.218554172,0.310766821,-1.130704378,0.142887907,1.099703528,0,26.25,26.49,26.76,27,27.32,27.53,27.78,28.57,28.41,28.38,28.14,27.79,27.64,27.43,26.63,26.74,26.79,26.97,27.06,27.19,27.48,28.9,28.55,28.37,28.15,27.99,27.74,27.54,27.66,1.17,1.34,1.397,1.454,0.006,1.09,0.311,1.305,-1.536,1.669,-1.131,1.406,1,1,1,1,4.2,5.2,5.5,4.2,5.2,5.5,0.004403601,0.000691125,0.000253999,1,1521,432,-1089,0,26.76,26.79,28.57,28.9,28.57,-38,3.52,1577,1245,0,2822,94,-2728,0,27,26.97,28.41,28.55,28.41,-96,29.99,4509,528,166,2,-164,0,27.32,27.06,28.38,28.37,28.38,-6,0,1,1,1,0,1,28.38,0,0,4675,0.008164445,0.008164445,871,1051,-180,1134,1.45,0.002,0.002,0.003,337,-797,27.66
