Date,mine1,mine2
2020-02-18,315.38146585815485,4.988809969430221
2020-02-19,317.59497944673774,5.061835016414646
2020-02-20,316.0208494070878,5.0356111089014295
2020-02-21,314.2818741171679,4.975842780234468
2020-02-24,305.76474448400336,4.835854127266831
2020-02-25,295.6074060383264,4.653085085423822
2020-02-26,295.1074609682368,4.6647691227989165
2020-02-27,287.1566578164844,4.492410021681997
2020-02-28,286.46742445378896,4.518828004584311
2020-03-02,295.2815892799643,4.689121081476327
2020-03-03,298.65201967268405,4.5990919889566095
2020-03-04,312.46164984882336,4.804479589815595
2020-03-05,307.6605496988763,4.694086285160381
2020-03-06,301.38478415208016,4.602139120470315
2020-03-09,277.7000216295545,4.219745305305793
2020-03-10,285.5229035385824,4.353551171037956
2020-03-11,270.2815682545483,4.134819733927403
2020-03-12,245.31336800320625,3.7309940037890907
2020-03-13,257.80595692115435,3.9782813013328613
2020-03-16,235.57059457495913,3.5156243203003634
2020-03-17,251.3073241550767,3.806524322429539
2020-03-18,236.58911700634698,3.569909502896425
2020-03-19,246.18039653576963,3.683025589094604
2020-03-20,240.85040086859036,3.571786527442724
2020-03-23,239.91660689008387,3.610107720839096
2020-03-24,261.5744412684442,3.9078710242873687
2020-03-25,265.9541659877859,3.932684571600225
2020-03-26,278.00581895798456,4.121977760064106
2020-03-27,270.3827154165231,3.967285972164834
2020-03-30,278.20856342558403,4.091843997459612
2020-03-31,275.2003468589722,4.0549873019433855
2020-04-01,264.1749691815302,3.8638762117286536
2020-04-02,264.8577181403177,3.8580756060054466
2020-04-03,262.49736995915896,3.7742476710667914
2020-04-06,278.98064866996106,4.0509755823046625
2020-04-07,279.6564740992201,4.054229888292618
2020-04-08,288.64937945623694,4.171444245200311
2020-04-09,296.5099280970204,4.276954350832739
2020-04-13,300.73073259868545,4.326570843252427
2020-04-14,310.8801001578505,4.508346606226467
2020-04-15,304.6222402121863,4.4452628193920996
2020-04-16,313.9590711199206,4.5112687760663555
2020-04-17,321.6339321769899,4.644937458220268
2020-04-20,323.4045186317941,4.654531472307854
2020-04-21,314.8230703058795,4.4972631122460385
2020-04-22,321.62047589161784,4.661113054992289
2020-04-23,327.2967205107777,4.669103965307339
2020-04-24,333.6456298278711,4.751846523377869
2020-04-27,338.580868102487,4.847625204794658
2020-04-28,336.79012382854654,4.771458228758192
2020-04-29,346.3284155900495,4.916687205342662
2020-04-30,342.5909706364068,4.9013783625021095
2020-05-01,336.7625479490044,4.754454354700461
2020-05-04,346.4234447416465,4.907064994551936
2020-05-05,350.002382970872,4.987327936666235
2020-05-06,355.15723749767665,5.042735306948191
2020-05-07,364.6182929832061,5.152658126328406
2020-05-08,370.3555445147383,5.236609708705954
2020-05-11,373.9842938521318,5.4112824332207285
2020-05-12,367.9238854868096,5.296200107203942
2020-05-13,360.73955688748634,5.18154061996366
2020-05-14,365.01213421344386,5.253632627558623
2020-05-15,372.7267091758057,5.358415515046962
2020-05-18,378.21921936769417,5.413408553063917
2020-05-19,380.8068335772464,5.426994017941768
2020-05-20,387.40697438480964,5.503386397477098
2020-05-21,386.23008434445256,5.497314600870866
2020-05-22,388.3743153772914,5.55475052536627
2020-05-26,387.3734178742012,5.515302130784652
2020-05-27,389.0011661815153,5.462660439561004
2020-05-28,392.1364450265278,5.483014139249815
2020-05-29,400.9518482245817,5.623028514587675
2020-06-01,409.45531655119055,5.685885199964633
2020-06-02,413.1082593713242,5.717184451615035
2020-06-03,414.18350399871224,5.707142290904947
2020-06-04,410.57434966442327,5.629988224528057
2020-06-05,414.6109582413954,5.758053176184319
2020-06-08,422.25617562209294,5.846655622578697
2020-06-09,424.1253128962189,5.783750450955252
2020-06-10,431.2916163253487,5.910115162426454
2020-06-11,410.6001860423848,5.653151048211591
2020-06-12,420.1004107642494,5.728397206747333
2020-06-15,431.7912013875209,5.930608762592329
2020-06-16,436.0047672808193,5.99397447594861
2020-06-17,437.6045764942535,6.0042386668604335
2020-06-18,438.22712211262404,6.0553542026462175
2020-06-19,447.71010794474637,6.0663711861671
2020-06-22,453.4071632846933,6.145326744186663
2020-06-23,454.007617356613,6.1871643255043285
2020-06-24,448.34518668627413,6.037457442185915
2020-06-25,455.26531510378686,6.158305474107106
2020-06-26,448.0521027669648,6.045723538285511
2020-06-29,451.61261791288354,6.086220812793523
2020-06-30,459.20802016545514,6.250570117927871
2020-07-01,465.1134495807836,6.328691167835677
2020-07-02,469.48270076450916,6.381856939736213
2020-07-06,474.1014449031444,6.496242597619745
2020-07-07,473.9980350530153,6.476170660107375
2020-07-08,482.7767182535222,6.6029657383394635
2020-07-09,488.9181237754658,6.660611073207945
2020-07-10,488.0411057515127,6.739298798885026
2020-07-13,477.6793658290519,6.481822224998283
2020-07-14,484.3950207914955,6.57181623880855
2020-07-15,496.8503364574702,6.586816562757916
2020-07-16,493.7515177384524,6.521277203550365
2020-07-17,496.3368583527378,6.587737145486024
2020-07-20,509.7767366633675,6.826636070233404
2020-07-21,514.458883708439,6.761972042689252
2020-07-22,515.9985281819478,6.8485195701061405
2020-07-23,518.1617779873069,6.725756345164457
2020-07-24,516.3504332168636,6.675393541048031
2020-07-27,526.2581689048812,6.847983325569303
2020-07-28,519.1963422146334,6.744434098075272
2020-07-29,531.2243252679326,6.899372897117732
2020-07-30,533.4979926263619,6.967060294976319
2020-07-31,536.8954569844931,6.982153438029214
2020-08-03,549.3705618829048,7.114394285830122
2020-08-04,553.8477606901521,7.134924720719865
2020-08-05,562.6586902063912,7.236472920799268
2020-08-06,562.810454828694,7.307017118418868
2020-08-07,570.7613858515614,7.255520730017271
2020-08-10,573.5025445853616,7.154422198635514
2020-08-11,565.7329840286732,7.011859832546334
2020-08-12,574.2098949707363,7.152978854110962
2020-08-13,581.1643707362946,7.248702218844818
2020-08-14,579.5274476882066,7.241602674038342
2020-08-17,587.734361473096,7.408909669954422
2020-08-18,594.685663626872,7.440151214853636
2020-08-19,595.6913589835932,7.488161985706604
2020-08-20,596.5096123502565,7.491607795983212
2020-08-21,593.7997610121654,7.430570888483129
2020-08-24,596.3122205034168,7.380405960825317
2020-08-25,601.3574032346392,7.472417465264315
2020-08-26,610.9498269648154,7.599500741459051
2020-08-27,606.0039784452429,7.461209455937998
