stock,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares
TJX,88.11000061035156,0,0.1673991210547343,0.8326008789452657,0.6185935637663885,0.4036773923944839,0.5690004644359927,1.162025670121971,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.29067265981181,0.4356171071358429,0.3030540007898814,0.4024620019666804,0.3005254663225216,0.4090950466939169,0.5690004644359927,1.6852314178819656,1.162025670121971,5.025088488461335,1.2552689206710883,2.020366674417208,1.637817797544148,1.2337349137134963,1.915065809604631,1.5744003616590636,1.2380132648410174,1.9356838219726653,1.5868485434068416,0.0,0.0,0.0043595509096261,0.0,0.0,93.1200125910225,0,1,0.0,0.0,0.0,93.1200125910225,0,41.25817947157437,41.25817947157437,90.19140566434714,0
NVEE,97.27999877929688,1,0.3891330403515781,0.610866959648422,0.4266984505363528,0.2081069786878395,0.7680755976468999,3.9223273438421664,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3107584676603854,0.3826577941612452,0.3114648491015276,0.3808715524880328,0.3039473866946203,0.400134552112097,0.7680755976468999,1.8843065510928727,3.9223273438421664,7.78539016218153,1.2743504840654296,2.193084598407458,1.7337175412364438,1.2729091287629526,2.1850598789154665,1.7289845038392095,1.28853923031203,2.2731708406385387,1.7808550354752843,0.0,0.0,0.009960869763996,0.0,0.0,111.35900300245888,0,1,99.30159442960584,0.0,0.0,111.35900300245888,0,94.26827692469143,94.26827692469143,99.30159442960584,1
NVDA,467.7000122070313,0,0.2908509788254095,0.7091490211745906,0.3067143424711959,0.325950689511074,1.2749555395105685,1.1491718402790638,0,0,0,2338,0,2338,2338,0.0,1.0,1.0,1,0.3066174906870507,0.3932275936901295,0.3071577314476276,0.3918389525222834,0.3077444456423261,0.3903341812035849,1.0469069943096545,2.163137947755627,1.1491718402790638,5.012234658618428,1.354454311594102,1.88482772334132,1.619641017467711,1.3530038994707956,1.8806135834491844,1.61680874145999,1.3514339447576214,1.8760576571186236,1.6137458009381225,0.0,0.0043187710798505,0.0043871339548862,0.0,0.0,520.2740813480752,0,1,0.0,575.5335564823088,-1762.4664435176912,520.2740813480752,-3,41.51922155028951,41.51922155028951,489.7519112460079,0
ODFL,389.05999755859375,0,0.2309228925289652,0.7690771074710347,0.3738577671831545,0.3790221479314667,0.9773241483296364,1.016913457042445,0,0,0,389,0,389,389,1.0,1.0,1.0,1,0.3076410977616847,0.3905989916246857,0.3127801935311448,0.3775581749887405,0.312895253375528,0.3772691210374182,0.9773241483296364,2.0935551017756096,1.016913457042445,4.879976275381809,1.3345569811796851,1.8573564726321248,1.595956726905905,1.321759762836246,1.8193561973014676,1.5705579800688567,1.3214775028285806,1.8185227754611384,1.5700001391448597,0.0498960886573108,0.0037910448703311,0.0038249816321331,5074.1627775697625,5074.1627775697625,394.3074053307145,13,1,0.0,505.2070361370484,116.20703613704836,394.3074053307145,0,36.1990906690793,36.1990906690793,394.3074053307145,0
SMCI,273.4700012207031,0,0.3867359168997203,0.6132640831002797,0.2653953118792213,0.3263685750104471,0.7948346900948592,0.8677403348818481,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3203702987827622,0.3587523410327869,0.3165033601594765,0.3682676971012609,0.3187945728514673,0.3626135953974908,0.7948346900948592,1.911065643540832,0.8677403348818481,4.730803153221212,1.26156107856357,1.746362782607283,1.5039619305854264,1.269359738592532,1.7723794791590357,1.5208696088757838,1.2647199183660005,1.7568737850897065,1.5107968517278534,0.0,0.0,0.0032408290182145,0.0,0.0,317.20388561172706,0,1,0.0,0.0,0.0,317.20388561172706,0,30.67075211231952,30.67075211231952,291.828133086888,0
VRTX,354.8099975585937,0,0.306432281262485,0.693567718737515,0.33373063170441,0.3213539490179691,0.6178187135160316,2.5880228635211875,355,0,0,0,0,0,355,1.0,1.0,1.0,1,0.3196547810238905,0.3605029698412999,0.3205370552111529,0.358344990809873,0.320155021742096,0.3592785772537932,0.6178187135160316,1.7340496669620045,2.5880228635211875,6.451085681860551,1.219501650478989,1.9582811005171548,1.588891375498072,1.2180538887856611,1.950418743714081,1.5842363162498712,1.2186800094314574,1.9538162805417705,1.5862481449866137,0.0410228898978936,0.0106692354299435,0.009960869763996,4171.806379010339,3816.806379010339,359.1700901014015,11,1,0.0,1421.8172017941383,1421.8172017941383,359.1700901014015,4,94.26827692469143,94.26827692469143,359.1700901014015,0
PTCT,23.020000457763672,1,0.7211346384338794,0.2788653615661206,0.8851807707588399,0.1592143752611784,0.4480698855979739,2.3150066281606665,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.346914219162005,0.2967144911557618,0.3479147972208381,0.2944763144380041,0.3289005938817039,0.3382181441574701,0.4480698855979739,1.5643008390439468,2.3150066281606665,6.178069446500031,1.1419777504481676,1.7165540464282607,1.429265898438214,1.1408346921384964,1.7095720686922515,1.425203380415374,1.1633828138899316,1.851316882313761,1.507349848101846,0.0,0.0,0.0096588969546403,0.0,0.0,25.692516177420277,0,1,93.78337704358768,0.0,0.0,25.692516177420277,0,91.41044853314284,91.41044853314284,23.44584426089692,4
FN,161.89999389648438,0,0.267678785457451,0.732321214542549,0.2495033770361541,0.6753029669870455,0.7108581199942994,3.2719543989180835,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3229778440466558,0.3524102962848247,0.3220646818235488,0.3546245985812851,0.3307484737714348,0.3338486610523914,0.7108581199942994,1.8270890734402725,3.2719543989180835,7.135017217257447,1.2366500535088685,1.9986888687202653,1.6176694611145668,1.2383016048450703,2.007404384223532,1.622852994534301,1.222892079588696,1.927102374770155,1.5749972271794257,0.0,0.0,0.009960869763996,0.0,0.0,171.2724696276212,0,1,165.17924032716684,0.0,0.0,171.2724696276212,0,94.26827692469143,94.26827692469143,165.17924032716684,1
MTCH,32.380001068115234,1,0.4222932481022772,0.5777067518977228,0.7914183551847438,0.1980777267028834,0.3978373215695539,3.031879705645628,5472,0,65,2428,0,2493,7965,1.0,1.0,1.0,1,0.3476543603316308,0.2950582447221891,0.3520144945966506,0.2853737929736428,0.3375085518246934,0.3180889755085622,0.3978373215695539,1.5140682750155268,3.031879705645628,6.894942523984992,1.1301950558347904,1.767727759080029,1.4489614074574098,1.1256640414701256,1.7349807964649653,1.4303224189675454,1.1410437189528535,1.848108036110168,1.4945758775315108,0.0218169439774885,0.0128666933151985,0.009960869763996,2218.6653910131054,-3253.334608986894,35.62142968757307,-91,1,100.33629058921647,1714.6576252705038,-778.3423747294962,35.62142968757307,-22,94.26827692469143,94.26827692469143,33.44543019640549,3
RVLV,13.31999969482422,0,0.3243727598566308,0.6756272401433692,0.3309734513274336,0.3747514910536779,0.0556913661499147,4.767019750098231,0,0,0,306,0,306,306,0.0,1.0,1.0,1,0.3413726365856233,0.3092328008638325,0.3416039185435611,0.3087061000036065,0.3429377354211386,0.305675891888906,0.0556913661499147,1.1719223195958874,4.767019750098231,8.630082568437594,1.050281647685868,1.9473612547161452,1.4988214512010067,1.0501938912112971,1.945151914742291,1.497672902976794,1.0496891542975006,1.9324897759940856,1.491089465145793,0.0,0.0294621778249041,0.009960869763996,0.0,0.0,14.799660070463238,0,1,96.41268478971573,3926.2261582682154,3620.2261582682154,13.773240684245105,263,94.26827692469143,94.26827692469143,13.773240684245105,7
LPLA,222.3000030517578,0,0.3128246104674391,0.687175389532561,0.6483909415971395,0.2812369410781445,0.6573428124864666,2.039499085642785,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3598647510937175,0.2682355788564468,0.3669113456689599,0.2531569427342186,0.3583710803409001,0.2714680338397104,0.6573428124864666,1.7735737659324395,2.039499085642785,5.902561903982148,1.1661387429912382,1.6099801013887387,1.3880594221899885,1.1561066969163285,1.567452065542013,1.3617793812291707,1.1683006499752764,1.6192461094654398,1.3937733797203582,0.0,0.0,0.0074075650172753,0.0,0.0,238.82307493720856,0,1,0.0,0.0,0.0,238.82307493720856,0,70.10415826439164,70.10415826439164,228.07014091609443,0
AVGO,925.72998046875,0,0.2996404314822213,0.7003595685177786,0.6726261422328168,0.2912661930631007,1.1031186425243464,4.047601049820601,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3608401316262172,0.2661317453064915,0.3687842095185845,0.2491949938875229,0.3604375647722924,0.2669993920586768,1.0469069943096545,2.163137947755627,4.047601049820601,7.910663868159965,1.2279383052034183,1.7339755726435306,1.4809569389234745,1.2119963423901547,1.6742880052666378,1.4431421738283965,1.2287606132276152,1.7370899457210944,1.4829252794743548,0.0,0.0,0.009960869763996,0.0,0.0,983.301893217365,0,1,0.0,0.0,0.0,983.301893217365,0,94.26827692469143,94.26827692469143,943.6189598052777,0
AZO,2609.929931640625,0,0.3675589292848581,0.6324410707151418,0.3019467620182757,0.4346009193480986,0.8150712448366783,2.1554457103701976,0,0,0,0,0,0,0,0.0,0.0,1.0,1,0.3602338530556548,0.2674388043956732,0.3577759710644154,0.2727595577317664,0.3619993211138101,0.263638535531681,0.8150712448366783,1.9313021982826517,2.1554457103701976,6.018508528709561,1.1924699536248713,1.6160901162041468,1.404280034914509,1.196653412502128,1.6315975414904762,1.414125476996302,1.1894909367050837,1.6051044798542755,1.3972977082796798,0.0,0.0,0.0080428580803888,0.0,0.0,2732.5494988872947,0,1,0.0,0.0,0.0,2732.5494988872947,0,76.11648287266895,76.11648287266895,2636.954227753736,0
