,dar,dar_0,dar_1,dar_2,dar_3,dar_4,dar_5,dar_6,dar_7
COST,1.0004940448365933,0.9920491168393325,1.000435510959419,1.0018677603467807,1.0014881522670764,1.0012275566721538,1.0008633335571069,1.0020585519272542,1.0037068287555648
COWN,0.9997910544744375,0.9877368980772157,1.0000949103889663,1.001370619059145,1.0062250443618532,1.001589039247448,1.001784075940211,1.0026253835335512,1.0045907487001797
CP,1.0005444258561143,0.9923171786249406,1.0006680215814838,1.0010903378025047,1.001095000721057,1.0012732593986122,1.0016154238681996,1.0015658997162307,1.0037590536392416
CPA,1.000490670520897,0.9904890469763156,1.0010815479239226,1.0018761092973558,1.0023701038848167,1.0011897458870764,1.0029455263828377,1.002753552624434,1.00559898636125
CPAC,0.9998768627531831,0.9948047385298621,1.0005732681258512,0.999311303589511,0.9980878346885244,1.0003867110546247,1.0022157234220606,1.000291833211456,1.0015394256870531
CPB,1.0003339873632409,0.9960058050052406,1.0000231070177774,1.0007440048257439,1.0005989409992257,1.0005884242895693,1.0013465071252758,1.0015688273233125,1.002316716207889
CPE,0.9999977284448127,0.9895797773841271,0.9990301896817569,0.9985501011897473,1.001911853138191,1.001109988781191,1.008214436152179,1.0044531816462623,1.0042794896878071
CPF,0.9999566724251541,0.9921718464732379,0.9994447856715032,1.0008637039092512,1.0029250588301388,1.000350410309402,1.0046467168490782,1.0001326987909374,1.003291827419598
CPG,1.0003332653402635,0.9902218041237756,1.001859814056619,1.0005575401697484,1.0019187908971756,1.0002966502898507,1.0013778682258385,1.0032365832962549,1.0039276931740193
CPHC,1.0003388276277008,0.9979710427496602,1.0011018133481862,1.0008580850088837,0.9980461771033723,1.0010378307432288,0.9991715388092184,1.0020058490236696,0.9996691605467255
CPIX,0.9992563942932755,0.9942820747453364,0.9978282272698988,0.9976218971057712,0.9998636226287713,1.0000022088546627,1.0017355974571462,1.0005975770535942,1.0020856929198063
CPK,1.0006052339580818,0.9976003839478086,1.0006268259233766,1.0012767396124598,1.0010533040602427,1.0006102586384098,1.001197734074663,1.0010847592761654,1.001796963729535
CPRI,1.0003190788850422,0.9869889792043294,1.0021751790147166,0.9994641136452462,1.0082678394949156,1.001133630024227,1.0047490453918888,1.0043163554675358,1.0030833884634953
CPRT,1.0007704783006985,0.9920088741029941,1.0007663698706153,1.0019483970847103,1.0006250998108033,1.0016899331849454,1.0013796016576622,1.0025613283678934,1.0043964439050563
CPRX,1.0003229606479966,0.9891355970879461,1.0001895647783856,0.997046314803508,0.99782931568024,1.0027606083612337,1.0040158978265923,1.0026573491174735,1.006922185015587
CPS,0.9996993520180328,0.9883638706113476,0.9991648231137004,1.0032944787869968,1.0027974052703799,1.0010077090575575,1.002418894321304,1.0027079590413817,1.0022150929021978
CPSH,0.9997277964212989,0.9923503214589633,1.0002709786443809,0.9999910579761454,1.0088529927902685,1.0007034161103063,1.0019549737542797,1.0004189728988897,1.0007612689083556
CPSI,1.0004774359257902,0.9939768888253344,1.0005822622368488,1.0013335114272675,0.9964807990031296,1.0010348261573616,1.0022841355288243,1.001677119617913,1.0031258003880403
CPSS,1.0000655584661324,0.9896619801116728,0.9985011786330071,1.0030797855830444,0.9961952710701564,1.002033133640631,1.0084827768317828,1.0005717775623084,1.0031934984329585
CPT,1.0004386037700794,0.994030714797349,1.0004166985871672,1.0017629617463166,1.0000307657205048,1.00053371873109,1.001618995100025,1.0018186984606665,1.0029834694731368
CR,1.0004220005829485,0.9905299265272159,1.000142318401205,1.0020547884210864,1.0015291299199605,1.0012760055171197,1.0014735637486873,1.00159213305607,1.0044462136935384
CRAI,1.0004530479748355,0.9908927505994943,1.0006820735594988,1.002434450637942,1.0060304943072593,1.001356626198105,1.001558316711806,1.0025746808994076,1.0038912691791284
CRDF,0.9982260992161549,0.9908585816751123,0.999342904540771,1.003935413067274,1.0011194431897699,0.9971331530335766,1.0041531788265854,1.0000184855793806,1.0001344861770531
CREG,0.9981139046848385,0.98769055684459,0.9998103208647244,1.0029711205591834,1.0035646932661666,0.9974566720173529,1.0042257972182178,0.9999476812715637,1.0004184870836732
CRF,1.0005275758839185,0.9956746319665428,1.0006236386521852,1.0014174732423828,1.000598295737595,1.001087351505189,1.0017944434184174,1.0005263649924385,1.001871741775517
CRGE,0.9979336177864381,0.9955898779823349,0.9934925104380149,0.9918893176250583,0.0,0.9998597219170442,1.0038972879295138,0.9947387210174224,1.0030000236994152
CRI,1.0004615706918014,0.9932576197370211,1.0001378947927955,1.0009918592125944,1.0041000600375183,1.0009837270957433,1.0020378165144905,1.0019255687925526,1.0036755291889958
CRK,0.9996327684448049,0.987645885431507,1.0003123182472748,0.9992132634612907,1.0012452841985626,1.0017681605673698,0.9982173044641435,1.0020568805764332,1.0027599436711843
CRL,1.0005432957402856,0.9913122872802947,1.000359192299506,1.0017841520131925,0.9991376463017664,1.0016605429214696,1.003075216607919,1.0017246443160017,1.0047614813158685
CRM,1.0006820852134732,0.9888987580932883,0.9996645580932717,1.0032863564185392,0.9998931898885415,1.0020472987791065,1.0050497134608805,1.0021823788904736,1.006025378912607
CRMD,0.9997680901665964,0.9930194112119645,1.0010118044843166,0.9998282219079656,0.9798023885148333,0.999029415196761,1.0137379925840866,0.9989336645488291,1.0041218159511074
CRMT,1.0003146229439583,0.9920102453190491,1.0013220994252616,1.001020503068218,0.9993277815123307,1.001747466109584,1.0018134865264263,1.0019614548913618,1.0016406490760488
CRNT,0.9995776218588937,0.9873717983317483,1.000013388879894,1.0004262109147664,1.0040878920071064,1.0012805750827942,0.9990868971519029,1.0020819239922314,1.0041966228964516
CROX,1.0010078603405137,0.9887685900922027,1.0000142687409845,1.0039355986419352,1.0037074143745857,1.0022560681188493,1.005536323063526,1.0035894843446311,1.0068605761943379
CRS,1.0005481192816748,0.9903810332363031,1.0000027864832677,1.00152455996772,1.001394189047787,1.00139875039291,1.0019574447276383,1.0033352256461632,1.005440057688906
CRUS,1.0004602330695127,0.9851434497545514,1.0007322287662592,1.0022120385360147,0.998923889832443,1.002908007703234,1.0042633042069486,1.0024104367769038,1.004533201073681
CRVL,1.0006640008177148,0.992401581947768,1.0011107463571343,1.0017168682440438,1.0023053508991009,1.0016097277852087,0.9998941278956683,1.002104680598306,1.0030911765047148
CRWS,1.000110050755249,0.9964405124333997,1.0000348924501608,1.0004903506182303,1.0013352336433277,1.000459758030365,1.003499542744697,1.001302102237523,1.0004646128022705
CS,0.9999721779364494,0.9882489922193051,0.9999092566348066,1.0000434265826539,1.0047790386404294,1.0016864093477824,1.0036885926922463,1.000246383060391,1.0042511535585785
CSBR,0.9998634982702056,0.9930968044880597,0.9994715936333368,0.9979468640431919,0.994762814571405,1.0016671424933488,1.000402568188919,1.0038618048482952,1.0017347551704716
CSCO,1.0008577514342878,0.9870831443050969,1.000839907717692,1.003035898653072,1.0023295043559919,1.0026748698983574,1.0027106994153814,1.0016883697970467,1.0056761640228105
CSGP,1.0005455346176677,0.9899234963553879,1.0013826106522479,1.0008747367081892,0.9975600611188014,1.0018689821612143,1.001579664858289,1.0021913604083958,1.0050501772750968
CSGS,1.0002686649411665,0.9918734735809173,1.0003433306758422,1.0013741319676637,1.0000600371714052,1.001242620759425,1.0024865648267882,1.001595759469047,1.0037314016417456
CSII,0.9998332430127386,0.9921165368363706,0.9978199335113115,0.9999268144502148,1.0017892762855287,1.0010681071523266,1.000499472423841,1.0021917097305524,1.006176213715362
CSIQ,1.0002522929262558,0.9812853621527997,1.002912548686434,1.003088375619287,1.0171405563461469,1.002367218657439,1.0052070411010554,1.0017838849533065,1.0084989332215537
CSL,1.0005576483323948,0.9920489403526378,1.0001498692570332,1.0020752991709554,1.00136346130535,1.0013953135477422,1.0017655684292308,1.001988726991625,1.004108590677608
CSPI,0.9999716846529714,0.9944418836814127,0.9996610307045487,1.000392722528434,1.0009835901231086,1.0009843928004314,0.9991516816872628,1.00173051952833,1.002260044180746
CSQ,1.0004733711068452,0.9915562681055461,1.0006324634630637,1.0013918808842026,0.9993948011053772,1.0013615608302318,1.001896927828045,1.0018433229737203,1.0037611390164651
CSR,1.00001227791294,0.9951236382235766,1.000429257953937,0.9997644610786769,1.0000188907647292,1.0002782348977306,1.00052405329271,1.0009574222702107,1.0024355195292542
CSTE,0.9999665578635335,0.9888125754982622,0.9997499999353415,1.0004138714194606,1.0068578838051758,1.0010117631165332,1.0029221823627634,1.0027469301909275,1.0032884728658245
CSV,1.0000426500607646,0.9934191601255238,0.9998112525366306,1.0002986580828772,1.0023868770449793,1.000783773228877,1.0054488603258387,1.0015406526492114,1.0022538589227803
CSWC,1.000525836422454,0.9950769291737966,1.0002640161653844,1.0010803558117611,1.0008561395016673,1.0009837305219305,1.0018685068391984,1.0018113025011193,1.0022697175368098
CSX,1.0005477883120026,0.991196907356794,1.0005691813863946,1.00113463066225,1.001244004621139,1.001600495167305,1.0012627434441028,1.0022689386632737,1.004393358370182
CTAS,1.0006603366586893,0.9926187059482011,1.0001446698909648,1.0014966831051455,1.0018178853513051,1.001417728344359,1.00174306336121,1.0018189894449017,1.0041440925982188
CTBI,1.000386786552864,0.9945551988701062,1.0008128504804885,0.9997320782395085,1.0004410751704143,1.000947653314981,1.001804933692536,1.001397780017406,1.0027660331687582
CTG,1.0001251132481428,0.9920841730665282,0.9998549172443247,1.0025652209781302,1.000940086869335,1.0007760378797164,1.001479782226165,1.0008779741219345,1.002817123901515
CTGO,1.000170968341474,1.0030517201758764,1.0004341629731888,0.9987852266620547,0.9955096158701239,0.9995079691348939,0.996876887693756,1.0000478459568902,1.0012718840765469
CTIB,0.9991245295115937,0.994771594769322,1.0014365671281016,0.998490164198366,0.9961538070265997,0.9991882323943861,1.000742683414723,1.0000081051863805,0.9996030736640082
CTIC,0.9984806542610283,0.9812574914599216,1.000776943838876,1.0028091108223836,1.0015046015844908,1.000131105395906,0.9994633340262904,0.9983511530500768,1.0038848518846
CTLP,0.9989963901384092,0.9892503546073551,0.9974653752131621,0.9980006096489024,0.9959721409779106,1.0012472475395444,1.0031543989485112,1.0025764713576664,1.0035340865320044
CTO,1.0002582434882963,0.9940651777741828,0.9998895620869929,1.0008610153243722,1.0013452117937351,1.000718194778642,1.0009983498577522,1.0013744667748492,1.0031931159881369
CTR,1.000351683511484,0.9888805064410445,1.0014685807436923,1.0002474711061438,1.0008510572034266,1.000739602215216,1.001148898454481,1.005942151755772,1.0044356151325047
CTRA,1.0003738860526497,0.9929206522025429,1.0002301620652312,1.0018402566430864,1.0057460835642063,1.0011271188419995,0.9999534219527955,1.0008865049926357,1.003285732548741
CTRN,1.0002433351679478,0.9910009808811384,0.9991432508404733,1.0018265392133754,1.0097030944682894,1.0012466647864549,1.0025469908101403,1.0014155124326427,1.0063411914272418
CTS,1.0004644174803392,0.9885901864126876,1.0009503731690432,1.002619017754553,1.0006798302294349,1.000987723333268,1.001359469697181,1.0019866259524544,1.0056063080461706
CTSH,1.0009246423920393,0.9887967458946156,1.001885607589405,1.0034436661960164,0.9973048663629023,1.0012678244943938,1.0027163213161303,1.0023613350068117,1.006581055069917
CTSO,0.9987941594992769,0.9907368652668284,0.9971161236559845,1.0013296699745589,0.9984136144907532,1.0011609420537353,0.9997996393080472,0.9987847766313551,1.0009118652420372
CUBA,1.0000125701235167,0.992911998615399,1.0001868952815696,1.0009247371523078,1.0015166403821831,1.000950971790045,1.002786176569693,1.0010639227667062,1.0024764137608417
CUBE,1.000432542708496,0.9910042895293125,1.001153976755021,1.0032413414351034,1.0001715924243835,1.0004249166407388,1.003065943469119,1.0014890747693286,1.0046894455600508
CUBI,1.0004865552563091,0.9887317163503399,0.9998621386447202,1.0010605881070433,1.004430504507923,1.0011211452273954,1.002288041621256,1.0062712921380355,1.0037451969361262
CUK,1.0002449602443964,0.9890301724022974,1.0011864101913877,1.0005528854313532,1.0011525216007975,1.0008006272486105,1.0027743735914525,1.002257358492987,1.0047066186066564
CULL,1.00033603316866,0.9992142092067241,0.9998129974036545,1.0009913539830404,1.0009725038339166,1.000617345508935,1.0004286735786154,1.000657124134924,1.000379161282154
CULP,1.0001341528591443,0.9923929844280484,1.0004778977627815,0.9996833899342453,1.0013022165072984,1.0008610875998076,1.0013872120819782,1.0017889999185063,1.0027268556860605
CUTR,1.0004866945670439,0.9899412647062048,0.9997478096935227,1.0002333502956728,1.0026091958531365,1.0028969533811105,1.0044564770878142,1.0018486685903365,1.0036789299468065
CUZ,1.000394166226023,0.9926235751209402,1.0003290917713765,1.0010951928415206,1.0010280355239096,1.0006745759693354,1.0013365524918327,1.0019781969792203,1.0034891050479606
CVBF,1.0004977022929515,0.9940239204369672,1.000515688408551,1.0009015396670085,1.00205103106334,1.0006044056691523,1.0019722409075515,1.0010087187671985,1.0033148928872841
CVCO,1.000759331733435,0.9919495687346513,1.0004822148763255,1.0012302717831725,1.0035988016450255,1.0016343370878973,1.0009506096935679,1.0021357397764115,1.004399315803073
CVCY,1.0000372639429387,0.9959346950536864,1.00036922470835,1.000944955198992,1.0023218298745638,1.0003987207986664,1.0027877660354914,1.0008341048173885,1.0006038053870105
CVE,1.000177803935654,0.9889769369558925,1.001580346792804,1.0001331838443834,1.0001916601721341,1.000273726587878,1.0024522934575486,1.0024713328533115,1.0061386254114544
CVGI,0.9995684609538907,0.9811016215772397,1.0005678029861207,1.0021561834736346,1.0045501880261607,1.0008738978308784,1.0059993632190802,1.0013636228814478,1.007393948151382
CVGW,1.0005062219595466,0.9960271110701017,1.0000422841698213,0.9993598051315518,1.0021307138500646,1.0006836333970095,1.0012046567853385,1.0013754265440487,1.003425420128714
CVI,1.0003908424391652,0.9871637006902313,1.0001430910458096,0.9989395429718749,1.0110276573046508,1.0014479827713625,1.0037419006172956,1.0048115182177833,1.008022291375142
CVLG,1.0000527386483378,0.9912462136964322,1.000682994435415,0.9994378249211198,1.0060511955772342,1.0007686717727269,1.0034026310768493,1.0015773755978366,1.0030094035037849
CVLT,1.000507989146178,0.9908991649876198,1.000816144412799,1.0026250764328726,1.001189862249944,1.0009025529975495,1.0020630248148874,1.00304075360031,1.0070621743050876
CVLY,1.0003194922772671,0.9971854884352875,0.9999486666006231,0.9998917611911669,1.0041656161873416,1.0008232558451673,1.0030590696426351,1.0011238018639501,1.001071199029879
CVM,0.998212624338583,0.9882558285349179,0.9987710226846813,0.999443992002546,1.002604321689249,1.0002961715131247,1.0000221486522012,1.0005861423278106,1.00155389376449
CVR,1.0001749665204636,0.9976756562787169,1.0001484426335339,1.000605576356537,1.0003918568227186,1.0003629190813244,1.0007686818195056,1.000778951164685,1.0009010871437125
CVS,1.000450073530759,0.9929332006160663,0.999673635062854,1.0023528773642347,1.0009452706991613,1.000853307606442,1.0018338542612708,1.0026967308826504,1.0038161597670079
CVU,0.9998869698435221,0.9959030249599325,1.0000508702171305,1.0012367074970816,1.001668732254925,1.0007986095062087,1.0034655268210073,0.9998770210295117,0.9997595633003143
CVV,0.9995787680093658,0.9899769044667244,0.9999138501239538,1.0042702526617495,0.9915979208512344,1.0009193303500326,1.001959631971729,1.0007784343886565,1.001888407605893
CVX,1.0005729038866829,0.9940520632195341,1.0003865722244056,1.0016225034498918,1.0012126889057225,1.0009434038476641,1.0015801956336259,1.0023187296718588,1.0032512801080742
CW,1.0004632349613176,0.9923128092668108,1.000595857195103,1.001304182926478,1.0011791828695238,1.0011973027908911,1.0011879684599776,1.0020370255469573,1.0033013846917107
CWBC,1.0002378120804227,0.9952535514447127,0.9995130065706209,0.9995992891108445,1.0048134991215927,1.0012387555084283,1.0037173306678484,1.0003278482169735,1.0027600615790353
CWCO,1.0003342199835674,0.9938569373120784,1.0002536927135672,1.000370819958961,1.0027828235514522,1.0015838830229153,0.9995890486327466,1.001058585285215,1.003161870889995
CWST,1.0003591759381494,0.9894140510054553,1.00012094952629,1.0025672080620096,1.0079988327931735,1.0020641054444033,1.0022502944349425,1.000862194881366,1.004877148988077
CWT,1.0004136663086811,0.9965580850138558,1.0004818784944722,1.0006303743972256,1.0004347316477826,1.0007212446128249,1.0009438874044168,1.0011725295511007,1.0026479572330964
CXE,1.0002075295000319,0.9987237079364247,1.0001920431882927,1.0005812831817265,0.999858501448902,1.0002571322402762,1.000208053230471,1.0004570087739102,1.0007753613439887
CXH,1.0002121528489745,0.9993970055656889,1.0002741419809822,1.0006154495370638,0.999818416857313,1.000166788664029,1.000286444729706,1.0004275004528989,1.0004998161283662
CXW,0.999905676171469,0.9925671535785038,1.0003908734133835,1.00035061531323,0.9952830684878948,1.0006378599995798,1.0018326578882029,1.0004408194146275,1.0034715924650275
CYAN,0.9994270582289272,0.995084386253202,0.9992804354205349,0.9993869006594036,0.9976637537700889,0.9999683706780751,0.9993317417937382,1.0001878154758317,1.0012773258041612
CYD,0.9998918058085432,0.9901717596607115,1.0014642070532342,0.9996553413335945,0.9971711174510975,1.0009349322954366,1.0021486321788116,1.0033159292203588,1.0018513448419686
CYH,0.999972377799202,0.9882537965368795,1.000736227941501,1.0032780314765037,1.0017131619324502,0.999941529723269,1.0042339335459691,1.0022612148635381,1.0044340553775675
CYRX,0.9993833101145566,0.9925832103921712,0.9968895332947748,1.0025843692134007,0.9852687731369236,1.0032366196839853,0.9950852534461581,0.9982547248362726,1.0029638382467572
CYTH,0.9981032371552271,0.9972989091921806,0.9970016541897542,0.9995552333606712,1.011208022472064,0.9991300209434807,1.0037061655824322,0.9946484591510562,1.0009543155438156
CYTK,1.0000349195052274,0.9881794508458793,1.0010010068339852,0.997604734421947,0.995890464411631,1.0020334976079188,1.0031485927525716,1.001419603106275,1.004479436477702
CZFS,1.0004059842155644,0.9996835581013346,1.0006275636055797,1.0003779332904155,0.9982425200816454,1.000383595722233,0.999803581063622,1.0005771093292513,1.0006971113914667
CZNC,1.0003175301684595,0.9955421778332173,1.0002463715600391,1.000021569101212,1.0002626064491131,1.0005473575741106,1.0018862140061449,1.0011734385968363,1.0025550998229413
CZWI,1.0001787183303028,0.9977915685553203,0.9993812804135197,1.0001938628579254,0.9990411110590196,1.0007062257255825,1.0017184435620412,1.0010522436296339,1.0009785249010925
D,1.0005173692545446,0.9970107187464426,1.0007523034560373,1.0006708101844468,1.000869311099663,1.000561639712881,1.001128341087113,1.0010438683364993,1.0021159059695322
DAC,0.9996637090623388,0.9873297312949472,1.0006462955718043,1.0008602223856387,0.9979645993777316,1.0002835157947896,1.0017853898328448,1.0039669858819549,1.0064675385545363
DAIO,0.9997695869787395,0.9903730091907659,1.0006267914056912,1.001051803591436,1.0013964430323823,1.001409543672738,0.9995832525012892,1.0014227432832032,1.0008229784730518
DAKT,1.000487926408337,0.990545103471789,1.0017622074808943,1.0013700639312806,1.0051291514764977,1.000930921512115,1.0010923102164966,1.0023794945472544,1.0036930968115192
DAL,1.0002336245470083,0.9891136602283122,0.9993392351595568,1.0013726767666886,1.0050497818466728,1.0017550287036268,1.0028434072889754,1.0038450878936258,1.0067008172734153
DAN,1.0000814605104291,0.9814220673558104,0.9992288240980166,1.002581941914361,1.007358236627878,1.0019071101584391,1.0038111242324461,1.004747396452944,1.0103246276316118
DAR,1.000348607480981,0.9918527960576206,1.0009673307159201,1.000928717669758,1.0018721217074165,1.001109864616414,1.0021747572660926,1.0031093716226096,1.0022007289289676
DB,0.9998996431565333,0.9860508152111807,1.0005899226097785,0.9997499239966813,1.0074756953932051,1.0012296026280147,1.0045147148117135,1.0005402094822273,1.0053936521778217
DBD,1.0000259404163963,0.9903127748640977,0.9996138539037683,1.000849956532792,1.0002868203339588,1.0011107811583422,1.0019014379652227,1.0019407228394723,1.0041330181125947
DBI,1.0001256403943055,0.9906631174148117,0.999127818603794,1.0023664635899212,1.0051617403797992,1.0007594793719732,1.002318944111328,1.0042564161916119,1.0041731948799792
DBL,1.000207172240452,0.9982408083083877,1.0002274773963415,1.0010676185291145,0.9999976770225121,1.0001942493749005,0.9999377440510769,1.0007122774436072,1.001231945594407
DCI,1.0005516507317878,0.9922793742911641,1.0008858682870179,1.0010129329201682,1.0013959113364372,1.0012465242034563,1.0018080213509386,1.0018704338999564,1.0036216598683267
DCO,1.0001252294384713,0.9918236558230313,1.0002311741795094,1.001444502090805,1.0006116551689683,1.0016234922049838,1.0011876050093507,1.000342704061038,1.0031849526901429
DCOM,1.0002557170149684,0.9948355192106262,1.0006656738374202,1.00084086274511,1.002798854612271,1.0003581183184311,1.0004731522766226,1.0019511510065047,1.0022362792957877
DD,1.0003691875036025,0.9910701154600475,1.0003063623058148,1.0015397766960026,1.0006508296540042,1.000862384947326,1.0020608919642005,1.0022966198664216,1.0050311414338047
DDF,1.000431248237758,0.994312255600882,1.0003759765281486,1.000976889958943,1.0010861111779896,1.0010274641492691,1.0021153382744434,1.0009744005051546,1.00257404260145
DDS,1.0005738781742588,0.9898073822671519,0.9999230972613564,1.0019507244630645,1.0019192026101658,1.0010572691154538,1.0033157391463703,1.002443607042756,1.0045631872872347
DE,1.0005484314362643,0.9922804655431294,1.000580345988018,1.002307034502082,1.0006879645246152,1.001397229216603,1.0010678887686482,1.001766519533652,1.0045906444538144
DECK,1.0005068837189255,0.9895612818536071,1.0006019633373044,1.001418895483748,1.001626796013647,1.0021773640133964,1.0012809402518568,1.0024957493400115,1.004586222803047
DEI,1.0001176040361615,0.9907588531998129,0.9996813873748843,1.0018126840057797,0.9998261929027167,1.0005382806281387,1.0029233489290321,1.0020334250445246,1.0063024079207357
DENN,0.9998509721555916,0.9903357435236197,0.9989273577610426,0.9996360805789853,1.009198224435177,1.0008640998075073,1.0032420990852708,1.0007832166793018,1.0064853698301754
DEX,1.0003937858648688,0.9927863378284296,1.0004309569638958,1.0013993744141254,1.0002989307442691,1.0009704549457206,1.0018989401871603,1.0016676616093942,1.0047416561874534
DFFN,0.996054399146487,0.9934315658492888,0.9978959045996787,0.9990820438042024,0.9979278130517591,0.9937384982553258,0.9947775084518049,1.001169867533136,0.9982763935375255
DFS,1.0004700680684653,0.988355872297229,1.0008789150786217,1.001169857145463,1.0027841202590972,1.0017262393156947,1.0036904690914348,1.002759191457511,1.0070767825223792
DG,1.000795694330512,0.9956195252227233,1.0005417553064464,1.0020255999521972,1.0023265698718404,1.0010970812891065,1.0018839492141476,1.0017852948786874,1.0032512514892518
DGII,1.0005084176861423,0.9891249091248108,1.0007416066198165,1.001608827123199,1.0029590089929072,1.001958703110108,1.0013355865913305,1.0024844730513198,1.0039536052802585
DGX,1.0006610817298478,0.9941758226851869,1.0009619315764193,1.0005300023496786,1.0018531581293737,1.0009601707767846,1.0012382102100716,1.0014624440879631,1.004142953181285
DHF,1.0002713977512663,0.9955393780130757,1.0005448279439744,1.0001338830896365,0.9988955081810321,1.0004804414730943,1.0013586673584896,1.0010040269877256,1.002539946455519
DHI,1.0005855379409312,0.9896748640502822,1.0009061886784296,1.0024998963083536,1.002399466232913,1.0012280335416581,1.0030702196210135,1.0011900939783718,1.0052422368144511
DHIL,1.0006943185832888,0.9924435415684867,0.9993361910613128,1.004192759643134,1.0031108611883022,1.0019644890195172,1.0024606321509044,1.0015525252119692,1.0046854155951919
DHR,1.000622183158388,0.9912951391835354,1.000687792199248,1.0015564003423443,1.0013959959906318,1.0015905297718093,1.0019729778612532,1.0020574892553946,1.004333214615395
DHT,0.9997445147899808,0.9912946061307825,0.998792118323568,1.000643596765934,1.0004595161270726,1.0012691344979134,1.002838554823839,1.0012255343283236,1.0039139080490784
DHX,0.9998799217534625,0.9897601887586116,0.9999313761719753,1.0008814604322087,0.9997453325011583,1.000176095426837,1.0033163054105942,1.0038973360780485,1.0062064009590619
DHY,1.000347747109159,0.9951479397593551,1.0005786760108903,1.0004813307196214,1.0007434620974198,1.0006267737749073,1.001215483992435,1.0012769571586786,1.0022886436355176
DIN,1.000390903292584,0.9902779928167887,1.0001970414541639,1.0018625255214804,1.001175945049221,1.0009952767037849,1.0039112112238413,1.0019423370860792,1.0040058506519984
DINO,1.0004662553472563,0.9918987296808056,0.9999313104939508,1.0017739370678675,1.0021865973108657,1.00102571464299,1.0013229445205492,1.0026255417151106,1.0037988737669292
DIOD,1.000113726129327,0.9874325632074645,1.000604671823451,1.0015544275858104,1.0008487744901622,1.001987061696812,1.0020293779117513,1.001564878924041,1.0062376826350283
DIS,1.0003933618730938,0.9911053864563317,1.0003328451937137,1.0019177853925474,1.0012755786418956,1.0012392847317653,1.001649391576449,1.0018757407846572,1.00419094582363
DISH,1.0002673748931223,0.9868144599566794,1.0015415756821244,1.0022274311989159,0.9981161633948527,1.0009651655030425,1.0021348559358045,1.0022464850440358,1.0052005848022136
DIT,1.00005552424948,0.9974593092527072,0.9999561101278465,1.0002827001655457,0.9984039545825419,1.0004320328890208,0.9997383540144937,1.0016073289670546,1.0007920898204536
DJCO,1.0003693815183992,0.9975561633917608,0.9999861522155454,0.9995289974367386,1.0015747804170134,1.0008781957945978,1.0023206309884032,1.0007421834243895,1.0017881855866386
DK,1.0001792135066045,0.9894758116739257,0.9982324795683665,1.000303111541643,1.0009921128875185,1.001523517656775,1.0031409310523973,1.0042075092080558,1.0070017900517585
DKL,1.0006906299958076,0.9922800216412475,1.0010797768284683,0.9996050718361904,1.0037186004194363,1.0014596937414137,0.9998005779219857,1.0049142221588023,1.002762568749159
DKS,1.000756044208565,0.9914211350101376,1.0014306784355653,1.003612457514231,1.0055528258329167,1.0010139537679623,1.0024754380088587,1.0015539302212706,1.0044332300705563
DLA,1.0003408247068062,0.9944243700203449,1.0000062915098942,1.0032356227504062,0.9982409944978397,0.99987638005374,1.0037919800806976,1.001885276916829,1.0034348841546565
DLB,1.000192553907834,0.9925223540743943,1.0003944041252855,1.0005713723964371,1.0035179023301741,1.0009197987958454,1.0024928414889573,1.0015227003965532,1.0039950121981582
DLHC,0.9997152585267542,0.9904286725724507,0.999463308191068,1.0019746196238248,1.0007709789864834,1.001900420203444,0.9984092402297241,1.0000308433230838,1.0022943551240988
DLPN,0.9982695624873029,0.9933598022493384,0.9970946511154433,1.0027539215162335,1.004384673311763,0.9989975967750369,0.9995927992062703,1.0001409496036282,0.999356719246595
DLR,1.000644502427391,0.9944094274055761,1.0002785049939449,1.0019777270372405,0.9959412066325545,1.0011373338227454,1.0012462239676387,1.0010680043381384,1.0053549950392724
DLTR,1.0007752868691508,0.9939036695929737,1.000814092814645,1.0018706436238147,0.9973223472935615,1.0012419039301097,1.0012986163339812,1.0016196212138773,1.004281995628791
DLX,1.0003075123139298,0.9921105650466031,0.9995366620733795,1.0011578632203375,1.0016167810915786,1.000729063922851,1.0021315375800752,1.0023897307803418,1.003852352045842
DMAC,0.9997272351588288,0.9949283131801407,0.9997414553859045,1.0034321186595647,0.9990231753815393,0.9992640898521322,1.0004270540829245,1.0015686327726252,1.003113656098114
DMF,1.0002534286399556,0.999343684932071,1.0002438270402074,1.0005066724738512,1.000264560730614,1.0000579142663433,1.0004412459159295,1.000453561360412,1.0009515036917593
DMO,1.0003804083690013,0.996515516486337,1.0001537885752136,1.000310112286502,1.000198125695592,1.000812142245975,1.0013264130849844,1.0009798880651677,1.0018904784176808
DMRC,0.9998167454904591,0.987726770775274,1.0003811864999403,1.0006380395214374,1.0042990732365522,1.0019838793482392,0.9993562564398377,1.001922398633216,1.003976035306599
DNN,0.9994865783509526,0.983431451336267,0.9991966929763894,1.0020090551381609,1.0007960215857377,1.0016597582435791,1.0027714336508105,1.0031758099747705,1.0053826742970324
DNP,1.000414626643488,0.9974113570887555,1.0007738342523373,1.0003835302013653,1.000644884998854,1.000456170274635,1.000085766754857,1.0012088102522398,1.0014387244130132
DOMH,0.9980149674749562,0.9894410178685216,0.9988947369815568,0.9973850196217061,1.0005368207103509,0.9979104753077187,1.001823695402975,0.99786680233382,1.0005887742611816
