,dar,dar_0,dar_1,dar_2,dar_3,dar_4,dar_5,dar_6,dar_7
ALL,1.0005247839327103,0.9936348047018232,0.9999077113992032,1.001166309195549,1.0026269688337444,1.0008369153788514,1.0025798561411274,1.0014146630651166,1.0041368694828101
ALLT,0.9997014396195606,0.9900929343773356,0.9993923192505344,1.0023359370266225,0.9995673792239693,1.0006016759635177,1.004328801689237,1.0030522437458556,1.0039924144828096
ALNY,1.0004512122429918,0.9876661382059484,1.0003104166454595,0.9989003218783452,1.0037424040834244,1.0036793692599475,1.0039258915538127,1.0004713892521961,1.0049949002730867
ALOT,1.0003184344418323,0.996077559911695,1.000400410862799,1.0018629774643963,1.0012804826911186,1.0003861975927142,1.0001471534246618,1.0024896956086247,1.0008900804943515
ALRS,1.0004541176123687,0.9979451790021535,1.0000933808927819,1.0009466873828567,1.0027535123559324,1.000621181510244,1.0007308171692084,1.0014096983543257,1.0012004421766079
ALSN,1.0003359691534661,0.9919113476655975,1.0004902807155789,0.998184903870066,1.0033059307730006,1.001135134068659,1.0032750744318963,1.0022366703825807,1.0037192601136542
ALTO,0.9979742195672224,0.9813276174733554,0.9998775503125673,0.9985221918427437,1.0013605215729218,1.0004410826467682,1.0004582287117099,1.0004571700652447,1.004350592371219
ALV,1.000339661769211,0.99007105736134,1.0003637731140451,1.0008424197090868,0.9981582187843406,1.001071584502785,1.0035806249809252,1.0026855617594177,1.0053297544662023
ALX,1.0001931936254185,0.9929099660321347,1.0002873962855054,1.002559742107062,1.0004829570934102,1.000794101037708,1.0011760644384236,1.00131012380537,1.0024425726073773
ALYA,0.9997411601486631,0.994503510627755,0.9991980383208662,1.0027820825794584,1.0023952724230694,1.0005949075695615,1.0025356089518294,0.9998968349845168,1.0012484120116252
AMAT,1.0006509739127136,0.9841448775547902,1.000832984736842,1.0040632248375818,1.0001311547022624,1.0028722761245028,1.0020970398585884,1.0022347362031614,1.0071107935885144
AMBA,1.0013480564780946,0.9857245225351469,0.9990853561181636,1.0018504195597593,1.0049622677919883,1.0033050839465298,1.0060881984162453,1.0053111358846363,1.0085134603184516
AMCR,1.0003017638926213,0.9968986471252232,1.0011048315906008,0.999325907497604,1.000263205949409,1.0006153019153603,1.0010128404411724,1.0017975911292643,1.0010178576158217
AMCX,0.9997011339907095,0.9888327655110015,1.0001880539542138,1.0002317633599576,1.004634739555678,1.000495196801849,1.0025691830460883,1.0031904922879473,1.0033395041685838
AMD,1.0004314243343981,0.9840689923432607,0.999026533861169,1.0035454913299504,1.000120133921274,1.003217759571644,1.0021748576558869,1.0033786250783496,1.0068850073643822
AME,1.0005746873395693,0.9917202823925022,1.0008281134707913,1.0009989773859693,1.0007694708790718,1.0013062855392794,1.0016334069322737,1.002128809497952,1.0041887049832907
AMED,1.0005651829060036,0.9917567544100918,1.0008239972996278,1.000829387726907,1.0074858405422347,1.0021432174530949,1.0007254110311181,1.002569131211008,1.0031253061744072
AMEH,1.0003788705736936,1.0040516056872735,0.9963352477551375,0.9971923787734774,1.004494527525913,1.0006567835996878,1.0025348179805356,1.0043021943143469,1.0002239403655273
AMG,1.0003922988815022,0.9860227949414014,1.0004749168304605,1.0018381877620177,1.00329887310948,1.001603707401056,1.0027725686436488,1.0023058691897362,1.0069567520350848
AMGN,1.0006926294379606,0.9920640260469821,1.000859165894978,1.0011138549176661,1.001272501655932,1.0016206453193153,1.0018491124710867,1.0021519556611478,1.003960472806993
AMKR,1.0001425817629268,0.9812508108099073,1.0011210297862905,1.001247825332444,1.0026494655685803,1.0029157395045778,1.003640831998648,1.0023093332166073,1.007674477681245
AMN,1.0005340843657708,0.9890107696471632,1.000568737834051,1.0018662272287162,1.000145125197113,1.0019036286506529,1.005889913210914,1.0029646714557665,1.0036244068488684
AMNB,1.000248271366465,0.9949351862306602,1.000494694827474,1.000599097367032,1.004855737155355,1.000797300828949,1.0014031476962404,1.0006909511758035,1.0021833884796756
AMOT,1.0002046359994843,0.9909692759456636,1.0003793518014157,1.0013739276851545,1.0008455040640545,1.0017916664608475,1.0012924327682535,1.0012539890746404,1.0031407867477455
AMP,1.000586428288643,0.9868367244363583,1.0008052166043357,1.00138442531539,1.0051926420198958,1.0023055035010435,1.0026332830851183,1.0026058316722892,1.0076891797114325
AMPY,0.9976783407184304,0.9758533480920668,1.0054823306818272,0.9906006938258762,1.016771260405656,0.9997127133892991,1.0019579003287398,1.0027911044083069,0.9979399237955223
AMRC,1.0005392656957088,0.9865576742457073,1.0027031166955296,1.002408903418303,0.9992946958612512,1.0018132290333706,1.0016727035881894,1.0024479609274524,1.0047716665798243
AMRS,0.9985382412140964,0.9801890242371747,0.9995934893271156,0.9992640700556447,1.0061404279557489,1.0007182158001047,0.9970134426368807,0.9998326633391771,1.0060238253226494
AMS,0.999755405061406,0.9947527672149497,1.0006954713711576,1.0000052541531526,1.0000425246338704,1.0014762864454392,0.999660774239594,0.9989017627232144,1.001088622467435
AMSC,0.9995213117226083,0.9856729841769983,1.0004887439327,1.0017342026443075,1.0035884181324548,1.0000305063210084,1.0009655744491885,1.002360589289825,1.0044344967065617
AMSF,1.0004759204970297,0.9946354192112898,1.0005534058473888,1.0013700881787762,1.0009818934747772,1.0012148388432527,1.0019036860356207,1.000769684852239,1.0036883694103664
AMT,1.0004107640673334,0.9910158394444827,1.000440359934673,1.0016313530781855,0.997280707710452,1.0014776830227672,1.0012182668234202,1.0022065965565221,1.0046386550214124
AMTX,0.9992618868011924,0.99161767213821,0.9989590865010705,1.009729536873787,1.0055815356277837,0.9978050523022186,0.9976044107583403,1.0016586126930616,1.0044282647766518
AMWD,1.000208399197347,0.9897502641659487,1.0008038583165237,0.9999976824922914,1.0013811805489354,1.0011925394153756,1.0039826164414245,1.0015961852334834,1.004144768314234
AMZN,1.0008628038932508,0.9885543344935694,1.0004511978318456,1.004069271608395,0.9942719428854693,1.0022305809689265,1.0030818016363312,1.0033094367876338,1.0065990396957887
AN,1.0002948028623913,0.9908984172986133,0.9999265349543109,1.0004480692500293,1.007210694291967,1.0013715818346585,1.0024137703341487,1.0014166657257322,1.0038463276911367
ANDE,1.0004605224281586,0.9923718321254948,1.0014333386702536,1.0003695924451155,1.0025324075329658,1.0018024117892068,1.001539150593535,1.0009374019483395,1.0026920480830699
ANF,1.0003958319129955,0.9878336468778611,1.0012630991305354,1.0031612035187727,0.9990145231863762,1.001158587048879,1.0025307484960528,1.0027475464174591,1.004627799035903
ANGI,0.9991992068854737,0.9868631218690345,0.9993675419952968,0.9992289147706286,0.9959604986590521,1.001176153228789,0.9997121293522665,1.0022343653455976,1.0021187501457016
ANGO,1.0001650379168656,0.9926950198076261,1.0002701489171781,1.0015681236472243,1.002257343762197,1.0010562283228086,1.0002926783689714,1.0010957220590715,1.003719694300456
ANIK,1.0002928106219384,0.9924419731502666,1.0000509124625199,1.0008466883778617,1.0024956711221074,1.0008156718841967,1.003734811220305,1.0029136777511618,1.0035695806137181
ANIP,0.9996364284047436,0.9888087532343411,0.9977385798609354,1.0015166185541347,1.0008904593887735,1.0027727271463491,1.0047747234396185,0.9999338557652846,1.004432012523226
ANIX,0.9993427332339822,0.9863577755760509,1.0002382394792324,1.001698736454809,1.0032584722002975,1.0001764570398866,1.0023968865415143,1.001005224311374,1.0016420131769657
ANSS,1.0006877843061353,0.9911905293815133,1.0006815855138986,1.0030387096659332,0.9998474035363255,1.0019933892200905,1.0019392937826932,1.0016195726812327,1.0042001176904647
AON,1.0006066560588414,0.9933212417191978,1.0002552724968643,1.0014341302914602,1.0014492170498182,1.0012542554698682,1.0013677774231755,1.0015692965859022,1.00402182338523
AORT,1.0002454409475634,0.9890270159199777,1.0012512731768273,1.0033511808538786,1.0015823435118396,1.0014215710316658,1.0000424319209613,1.0011817695761362,1.0036819769881509
AOS,1.000464718165976,0.991642638488932,1.0006864859994966,1.0008299083032823,1.0013858542016192,1.0015145228118376,1.0011288950036341,1.0016318920970362,1.0037615667104367
AOSL,0.9999682284463167,0.9862013927783936,1.000512111473558,1.0013643850687985,0.997759222321637,1.001452529717379,1.0018550912157762,1.0021471873346448,1.005457617968288
AP,0.9999584383150311,0.9921487804503846,1.0001837447801558,1.00098741954075,1.0007850343047562,1.0004229651565777,1.000969342977616,1.0013471286195528,1.0032430099946659
APA,1.0002879878826796,0.990314755061494,1.0009285858400607,1.0008669246094157,1.0021261157887578,1.000953790541783,1.0013262015246902,1.0020021841589268,1.0037662113591832
APD,1.0005029434228363,0.9927597121323094,1.0002623423832662,1.0016631770108373,1.0011197408497623,1.0011177064796983,1.001501313361672,1.0016672065096466,1.0037390447682015
APDN,0.9985478252525746,0.9944185250609346,0.9977811782995409,0.9990846120271389,1.0030667138652736,0.9980836360057418,1.0029039843508878,0.9980996783642062,0.9986670634923986
APEI,0.9998469715705994,0.9927808403333419,1.000382273328874,1.0022923943299866,1.0034991621375204,1.0007814815520362,1.0007861983119426,1.0004646474564407,1.0035241962841464
APEN,0.9986187404883821,0.9917356120618869,0.9991250372462649,0.99804893424055,0.9982760290421397,0.9987120140312795,0.9999248672318339,1.0033907651037641,1.0016534740545642
APH,1.0006832776668622,0.9900847959711171,1.0008570283356184,1.0020571415451118,1.0021622867926865,1.0016753998755163,1.0027749373884696,1.0011521176616696,1.0048376439594837
